Date,Home Odds,Vis Odds,Home,Visitor,Home PTS,Vis PTS,Home Points Dif,Home Win
2021-05-19,1.54,2.6,Memphis Grizzlies,San Antonio Spurs,100.0,96.0,4.0,True
2021-05-18,1.77,2.12,Boston Celtics,Washington Wizards,118.0,100.0,18.0,True
2021-05-18,1.82,2.06,Indiana Pacers,Charlotte Hornets,144.0,117.0,27.0,True
2021-05-16,3.31,1.36,Chicago Bulls,Milwaukee Bucks,118.0,112.0,6.0,True
2021-05-16,3.25,1.37,Minnesota Timberwolves,Dallas Mavericks,136.0,121.0,15.0,True
2021-05-16,4.59,1.22,New Orleans Pelicans,Los Angeles Lakers,98.0,110.0,-12.0,False
2021-05-16,3.75,1.29,Oklahoma City Thunder,Los Angeles Clippers,117.0,112.0,5.0,True
2021-05-16,1.26,4.08,Portland Trail Blazers,Denver Nuggets,132.0,116.0,16.0,True
2021-05-16,6.54,1.13,Sacramento Kings,Utah Jazz,99.0,121.0,-22.0,False
2021-05-16,2.33,1.65,Detroit Pistons,Miami Heat,107.0,120.0,-13.0,False
2021-05-16,1.33,3.49,Atlanta Hawks,Houston Rockets,124.0,95.0,29.0,True
2021-05-16,1.09,8.1,Brooklyn Nets,Cleveland Cavaliers,123.0,109.0,14.0,True
2021-05-16,1.4,3.09,Philadelphia 76ers,Orlando Magic,128.0,117.0,11.0,True
2021-05-16,1.62,2.4,Golden State Warriors,Memphis Grizzlies,113.0,101.0,12.0,True
2021-05-16,2.19,1.73,San Antonio Spurs,Phoenix Suns,121.0,123.0,-2.0,False
2021-05-16,1.12,7.05,New York Knicks,Boston Celtics,96.0,92.0,4.0,True
2021-05-16,2.98,1.42,Toronto Raptors,Indiana Pacers,113.0,125.0,-12.0,False
2021-05-16,1.37,3.27,Washington Wizards,Charlotte Hornets,115.0,110.0,5.0,True
2021-05-15,1.65,2.42,Milwaukee Bucks,Miami Heat,122.0,108.0,14.0,True
2021-05-15,1.51,2.68,Minnesota Timberwolves,Boston Celtics,108.0,124.0,-16.0,False
2021-05-15,5.73,1.16,San Antonio Spurs,Phoenix Suns,103.0,140.0,-37.0,False
2021-05-15,1.14,6.2,Brooklyn Nets,Chicago Bulls,105.0,91.0,14.0,True
2021-05-15,4.08,1.26,Indiana Pacers,Los Angeles Lakers,115.0,122.0,-7.0,False
2021-05-15,1.44,2.93,New York Knicks,Charlotte Hornets,118.0,109.0,9.0,True
2021-05-14,1.88,1.98,Golden State Warriors,New Orleans Pelicans,125.0,122.0,3.0,True
2021-05-14,1.07,10.23,Dallas Mavericks,Toronto Raptors,114.0,110.0,4.0,True
2021-05-14,3.58,1.32,Houston Rockets,Los Angeles Clippers,122.0,115.0,7.0,True
2021-05-14,1.63,2.38,Memphis Grizzlies,Sacramento Kings,107.0,106.0,1.0,True
2021-05-14,4.09,1.26,Detroit Pistons,Denver Nuggets,91.0,104.0,-13.0,False
2021-05-14,10.47,1.06,Oklahoma City Thunder,Utah Jazz,93.0,109.0,-16.0,False
2021-05-14,1.07,9.76,Philadelphia 76ers,Orlando Magic,122.0,97.0,25.0,True
2021-05-14,1.23,4.42,Washington Wizards,Cleveland Cavaliers,120.0,105.0,15.0,True
2021-05-13,1.76,2.15,Phoenix Suns,Portland Trail Blazers,118.0,117.0,1.0,True
2021-05-13,1.19,5.07,Chicago Bulls,Toronto Raptors,114.0,102.0,12.0,True
2021-05-13,1.27,4.02,Memphis Grizzlies,Sacramento Kings,116.0,110.0,6.0,True
2021-05-13,2.12,1.77,Minnesota Timberwolves,Denver Nuggets,103.0,114.0,-11.0,False
2021-05-13,1.11,7.36,Atlanta Hawks,Orlando Magic,116.0,93.0,23.0,True
2021-05-13,1.87,1.99,Miami Heat,Philadelphia 76ers,106.0,94.0,12.0,True
2021-05-13,1.51,2.67,New York Knicks,San Antonio Spurs,102.0,98.0,4.0,True
2021-05-13,4.1,1.26,Charlotte Hornets,Los Angeles Clippers,90.0,113.0,-23.0,False
2021-05-13,4.56,1.22,Indiana Pacers,Milwaukee Bucks,133.0,142.0,-9.0,False
2021-05-12,1.21,4.77,Los Angeles Lakers,Houston Rockets,124.0,122.0,2.0,True
2021-05-12,1.91,1.96,Utah Jazz,Portland Trail Blazers,98.0,105.0,-7.0,False
2021-05-12,1.21,4.7,Dallas Mavericks,New Orleans Pelicans,125.0,107.0,18.0,True
2021-05-12,1.51,2.68,Brooklyn Nets,San Antonio Spurs,128.0,116.0,12.0,True
2021-05-12,3.0,1.42,Cleveland Cavaliers,Boston Celtics,102.0,94.0,8.0,True
2021-05-12,1.36,3.27,Atlanta Hawks,Washington Wizards,120.0,116.0,4.0,True
2021-05-11,2.62,1.53,Golden State Warriors,Phoenix Suns,122.0,116.0,6.0,True
2021-05-11,1.72,2.2,Los Angeles Lakers,New York Knicks,101.0,99.0,2.0,True
2021-05-11,1.23,4.49,Sacramento Kings,Oklahoma City Thunder,122.0,106.0,16.0,True
2021-05-11,1.06,10.71,Milwaukee Bucks,Orlando Magic,114.0,102.0,12.0,True
2021-05-11,2.63,1.53,Chicago Bulls,Brooklyn Nets,107.0,115.0,-8.0,False
2021-05-11,2.77,1.48,Indiana Pacers,Philadelphia 76ers,103.0,94.0,9.0,True
2021-05-11,2.32,1.66,Memphis Grizzlies,Dallas Mavericks,133.0,104.0,29.0,True
2021-05-11,2.03,1.84,Boston Celtics,Miami Heat,121.0,129.0,-8.0,False
2021-05-11,8.08,1.09,Toronto Raptors,Los Angeles Clippers,96.0,115.0,-19.0,False
2021-05-11,3.0,1.42,Charlotte Hornets,Denver Nuggets,112.0,117.0,-5.0,False
2021-05-11,3.46,1.34,Detroit Pistons,Minnesota Timberwolves,100.0,119.0,-19.0,False
2021-05-10,2.09,1.8,Golden State Warriors,Utah Jazz,119.0,116.0,3.0,True
2021-05-10,1.07,10.41,Portland Trail Blazers,Houston Rockets,140.0,129.0,11.0,True
2021-05-10,3.42,1.34,San Antonio Spurs,Milwaukee Bucks,146.0,125.0,21.0,True
2021-05-10,1.21,4.68,Memphis Grizzlies,New Orleans Pelicans,115.0,110.0,5.0,True
2021-05-10,1.28,3.86,Atlanta Hawks,Washington Wizards,125.0,124.0,1.0,True
2021-05-10,4.55,1.23,Cleveland Cavaliers,Indiana Pacers,102.0,111.0,-9.0,False
2021-05-09,3.24,1.38,Los Angeles Lakers,Phoenix Suns,123.0,110.0,13.0,True
2021-05-09,1.23,4.5,Sacramento Kings,Oklahoma City Thunder,126.0,98.0,28.0,True
2021-05-09,4.54,1.23,Detroit Pistons,Chicago Bulls,96.0,108.0,-12.0,False
2021-05-09,1.66,2.31,Charlotte Hornets,New Orleans Pelicans,110.0,112.0,-2.0,False
2021-05-09,5.17,1.18,Cleveland Cavaliers,Dallas Mavericks,97.0,124.0,-27.0,False
2021-05-09,3.57,1.32,Orlando Magic,Minnesota Timberwolves,96.0,128.0,-32.0,False
2021-05-09,1.3,3.71,Los Angeles Clippers,New York Knicks,100.0,106.0,-6.0,False
2021-05-09,1.89,1.97,Boston Celtics,Miami Heat,124.0,130.0,-6.0,False
2021-05-08,2.37,1.63,Denver Nuggets,Brooklyn Nets,119.0,125.0,-6.0,False
2021-05-08,1.09,8.35,Golden State Warriors,Oklahoma City Thunder,136.0,97.0,39.0,True
2021-05-08,1.42,2.99,Portland Trail Blazers,San Antonio Spurs,124.0,102.0,22.0,True
2021-05-08,1.05,11.44,Utah Jazz,Houston Rockets,124.0,116.0,8.0,True
2021-05-08,3.1,1.4,Toronto Raptors,Memphis Grizzlies,99.0,109.0,-10.0,False
2021-05-08,2.54,1.56,Indiana Pacers,Washington Wizards,132.0,133.0,-1.0,False
2021-05-08,1.23,4.47,Philadelphia 76ers,Detroit Pistons,118.0,104.0,14.0,True
2021-05-07,1.37,3.25,Phoenix Suns,New York Knicks,128.0,105.0,23.0,True
2021-05-07,1.3,3.73,Portland Trail Blazers,Los Angeles Lakers,106.0,101.0,5.0,True
2021-05-07,2.6,1.54,Sacramento Kings,San Antonio Spurs,104.0,113.0,-9.0,False
2021-05-07,1.57,2.52,Utah Jazz,Denver Nuggets,127.0,120.0,7.0,True
2021-05-07,1.17,5.42,Dallas Mavericks,Cleveland Cavaliers,110.0,90.0,20.0,True
2021-05-07,1.31,3.62,Charlotte Hornets,Orlando Magic,122.0,112.0,10.0,True
2021-05-07,1.31,3.71,Miami Heat,Minnesota Timberwolves,121.0,112.0,9.0,True
2021-05-07,1.04,13.12,Milwaukee Bucks,Houston Rockets,141.0,133.0,8.0,True
2021-05-07,2.51,1.57,Chicago Bulls,Boston Celtics,121.0,99.0,22.0,True
2021-05-07,1.15,6.25,Philadelphia 76ers,New Orleans Pelicans,109.0,107.0,2.0,True
2021-05-06,1.09,8.2,Golden State Warriors,Oklahoma City Thunder,118.0,97.0,21.0,True
2021-05-06,1.27,4.05,Los Angeles Clippers,Los Angeles Lakers,118.0,94.0,24.0,True
2021-05-06,4.51,1.23,Detroit Pistons,Memphis Grizzlies,111.0,97.0,14.0,True
2021-05-06,3.05,1.41,Indiana Pacers,Atlanta Hawks,133.0,126.0,7.0,True
2021-05-06,2.26,1.69,Dallas Mavericks,Brooklyn Nets,113.0,109.0,4.0,True
2021-05-06,2.11,1.78,Toronto Raptors,Washington Wizards,129.0,131.0,-2.0,False
2021-05-06,2.55,1.56,Charlotte Hornets,Chicago Bulls,99.0,120.0,-21.0,False
2021-05-05,1.62,2.4,Denver Nuggets,New York Knicks,113.0,97.0,16.0,True
2021-05-05,1.38,3.23,Utah Jazz,San Antonio Spurs,126.0,94.0,32.0,True
2021-05-05,1.95,1.91,Atlanta Hawks,Phoenix Suns,135.0,103.0,32.0,True
2021-05-05,9.42,1.07,Houston Rockets,Philadelphia 76ers,115.0,135.0,-20.0,False
2021-05-05,1.4,3.07,Indiana Pacers,Sacramento Kings,93.0,104.0,-11.0,False
2021-05-05,1.58,2.48,Milwaukee Bucks,Washington Wizards,135.0,134.0,1.0,True
2021-05-05,2.39,1.62,Minnesota Timberwolves,Memphis Grizzlies,135.0,139.0,-4.0,False
2021-05-05,6.53,1.13,Cleveland Cavaliers,Portland Trail Blazers,105.0,141.0,-36.0,False
2021-05-05,6.97,1.12,Orlando Magic,Boston Celtics,96.0,132.0,-36.0,False
2021-05-04,1.15,5.97,Los Angeles Clippers,Toronto Raptors,105.0,100.0,5.0,True
2021-05-04,1.93,1.92,Miami Heat,Dallas Mavericks,113.0,127.0,-14.0,False
2021-05-04,1.81,2.07,New Orleans Pelicans,Golden State Warriors,108.0,103.0,5.0,True
2021-05-04,2.78,1.48,Oklahoma City Thunder,Sacramento Kings,99.0,103.0,-4.0,False
2021-05-04,1.78,2.12,Milwaukee Bucks,Brooklyn Nets,124.0,118.0,6.0,True
2021-05-04,6.98,1.12,Cleveland Cavaliers,Phoenix Suns,118.0,134.0,-16.0,False
2021-05-04,2.57,1.55,Detroit Pistons,Charlotte Hornets,99.0,102.0,-3.0,False
2021-05-03,2.51,1.58,Los Angeles Lakers,Denver Nuggets,93.0,89.0,4.0,True
2021-05-03,1.31,3.61,Utah Jazz,San Antonio Spurs,110.0,99.0,11.0,True
2021-05-03,3.62,1.32,Chicago Bulls,Philadelphia 76ers,94.0,106.0,-12.0,False
2021-05-03,1.58,2.5,Memphis Grizzlies,New York Knicks,104.0,118.0,-14.0,False
2021-05-03,1.74,2.17,Atlanta Hawks,Portland Trail Blazers,123.0,114.0,9.0,True
2021-05-03,1.81,2.07,New Orleans Pelicans,Golden State Warriors,108.0,123.0,-15.0,False
2021-05-03,1.81,2.06,Detroit Pistons,Orlando Magic,112.0,119.0,-7.0,False
2021-05-03,1.54,2.6,Washington Wizards,Indiana Pacers,154.0,141.0,13.0,True
2021-05-02,1.21,4.8,Los Angeles Lakers,Toronto Raptors,114.0,121.0,-7.0,False
2021-05-02,2.82,1.47,Charlotte Hornets,Miami Heat,111.0,121.0,-10.0,False
2021-05-02,1.36,3.32,Dallas Mavericks,Sacramento Kings,99.0,111.0,-12.0,False
2021-05-02,5.36,1.18,Houston Rockets,New York Knicks,97.0,122.0,-25.0,False
2021-05-02,9.67,1.07,Oklahoma City Thunder,Phoenix Suns,120.0,123.0,-3.0,False
2021-05-02,5.15,1.19,San Antonio Spurs,Philadelphia 76ers,111.0,113.0,-2.0,False
2021-05-02,1.98,1.89,Boston Celtics,Portland Trail Blazers,119.0,129.0,-10.0,False
2021-05-02,1.73,2.19,Milwaukee Bucks,Brooklyn Nets,117.0,114.0,3.0,True
2021-05-01,1.46,2.85,Los Angeles Clippers,Denver Nuggets,104.0,110.0,-6.0,False
2021-05-01,1.37,3.29,Utah Jazz,Toronto Raptors,106.0,102.0,4.0,True
2021-05-01,1.53,2.62,Dallas Mavericks,Washington Wizards,125.0,124.0,1.0,True
2021-05-01,1.28,3.9,Atlanta Hawks,Chicago Bulls,108.0,97.0,11.0,True
2021-05-01,6.25,1.14,Cleveland Cavaliers,Miami Heat,107.0,124.0,-17.0,False
2021-05-01,2.39,1.62,Minnesota Timberwolves,New Orleans Pelicans,136.0,140.0,-4.0,False
2021-05-01,3.74,1.3,Oklahoma City Thunder,Indiana Pacers,95.0,152.0,-57.0,False
2021-05-01,6.38,1.14,Orlando Magic,Memphis Grizzlies,112.0,111.0,1.0,True
2021-05-01,4.14,1.26,Houston Rockets,Golden State Warriors,87.0,113.0,-26.0,False
2021-05-01,1.3,3.75,Charlotte Hornets,Detroit Pistons,107.0,94.0,13.0,True
2021-04-30,1.15,6.05,Los Angeles Lakers,Sacramento Kings,106.0,110.0,-4.0,False
2021-04-30,1.6,2.46,Phoenix Suns,Utah Jazz,121.0,100.0,21.0,True
2021-04-30,2.07,1.81,Chicago Bulls,Milwaukee Bucks,98.0,108.0,-10.0,False
2021-04-30,2.3,1.67,Brooklyn Nets,Portland Trail Blazers,109.0,128.0,-19.0,False
2021-04-30,1.11,7.5,Memphis Grizzlies,Orlando Magic,92.0,75.0,17.0,True
2021-04-30,1.52,2.65,Boston Celtics,San Antonio Spurs,143.0,140.0,3.0,True
2021-04-30,3.18,1.38,Cleveland Cavaliers,Washington Wizards,93.0,122.0,-29.0,False
2021-04-30,1.32,3.56,Philadelphia 76ers,Atlanta Hawks,126.0,104.0,22.0,True
2021-04-29,1.53,2.63,Denver Nuggets,Toronto Raptors,121.0,111.0,10.0,True
2021-04-29,4.52,1.23,Oklahoma City Thunder,New Orleans Pelicans,95.0,109.0,-14.0,False
2021-04-29,8.31,1.09,Houston Rockets,Milwaukee Bucks,143.0,136.0,7.0,True
2021-04-29,2.53,1.56,Minnesota Timberwolves,Golden State Warriors,126.0,114.0,12.0,True
2021-04-29,3.55,1.32,Detroit Pistons,Dallas Mavericks,105.0,115.0,-10.0,False
2021-04-29,2.81,1.47,Indiana Pacers,Brooklyn Nets,113.0,130.0,-17.0,False
2021-04-28,1.55,2.59,Phoenix Suns,Los Angeles Clippers,109.0,101.0,8.0,True
2021-04-28,4.2,1.25,Sacramento Kings,Utah Jazz,105.0,154.0,-49.0,False
2021-04-28,1.59,2.45,Denver Nuggets,New Orleans Pelicans,114.0,112.0,2.0,True
2021-04-28,1.82,2.06,Memphis Grizzlies,Portland Trail Blazers,109.0,130.0,-21.0,False
2021-04-28,1.51,2.67,Miami Heat,San Antonio Spurs,116.0,111.0,5.0,True
2021-04-28,1.41,3.07,Boston Celtics,Charlotte Hornets,120.0,111.0,9.0,True
2021-04-28,1.57,2.5,New York Knicks,Chicago Bulls,113.0,94.0,19.0,True
2021-04-28,1.97,1.89,Washington Wizards,Los Angeles Lakers,116.0,107.0,9.0,True
2021-04-28,1.6,2.44,Cleveland Cavaliers,Orlando Magic,104.0,109.0,-5.0,False
2021-04-28,1.2,4.87,Philadelphia 76ers,Atlanta Hawks,127.0,83.0,44.0,True
2021-04-27,1.59,2.46,Golden State Warriors,Dallas Mavericks,103.0,133.0,-30.0,False
2021-04-27,2.16,1.74,Houston Rockets,Minnesota Timberwolves,107.0,114.0,-7.0,False
2021-04-27,2.68,1.51,Toronto Raptors,Brooklyn Nets,103.0,116.0,-13.0,False
2021-04-27,1.14,6.19,Boston Celtics,Oklahoma City Thunder,115.0,119.0,-4.0,False
2021-04-27,4.4,1.24,Charlotte Hornets,Milwaukee Bucks,104.0,114.0,-10.0,False
2021-04-27,2.9,1.45,Indiana Pacers,Portland Trail Blazers,112.0,133.0,-21.0,False
2021-04-26,3.14,1.39,Sacramento Kings,Dallas Mavericks,113.0,106.0,7.0,True
2021-04-26,1.6,2.44,Denver Nuggets,Memphis Grizzlies,120.0,96.0,24.0,True
2021-04-26,1.44,2.96,Miami Heat,Chicago Bulls,102.0,110.0,-8.0,False
2021-04-26,4.97,1.19,Minnesota Timberwolves,Utah Jazz,105.0,104.0,1.0,True
2021-04-26,2.13,1.77,New Orleans Pelicans,Los Angeles Clippers,120.0,103.0,17.0,True
2021-04-26,2.22,1.7,New York Knicks,Phoenix Suns,110.0,118.0,-8.0,False
2021-04-26,1.14,6.29,Toronto Raptors,Cleveland Cavaliers,112.0,96.0,16.0,True
2021-04-26,2.51,1.57,Detroit Pistons,Atlanta Hawks,100.0,86.0,14.0,True
2021-04-26,6.24,1.14,Orlando Magic,Los Angeles Lakers,103.0,114.0,-11.0,False
2021-04-26,1.06,10.82,Philadelphia 76ers,Oklahoma City Thunder,121.0,90.0,31.0,True
2021-04-26,2.15,1.75,Washington Wizards,San Antonio Spurs,143.0,146.0,-3.0,False
2021-04-25,1.31,3.62,Golden State Warriors,Sacramento Kings,117.0,113.0,4.0,True
2021-04-25,2.92,1.44,Orlando Magic,Indiana Pacers,112.0,131.0,-19.0,False
2021-04-25,2.89,1.45,Atlanta Hawks,Milwaukee Bucks,111.0,104.0,7.0,True
2021-04-25,1.34,3.4,Washington Wizards,Cleveland Cavaliers,119.0,110.0,9.0,True
2021-04-25,1.63,2.37,Portland Trail Blazers,Memphis Grizzlies,113.0,120.0,-7.0,False
2021-04-25,1.87,1.99,Brooklyn Nets,Phoenix Suns,128.0,119.0,9.0,True
2021-04-25,3.77,1.29,Charlotte Hornets,Boston Celtics,125.0,104.0,21.0,True
2021-04-24,1.08,9.24,Denver Nuggets,Houston Rockets,129.0,116.0,13.0,True
2021-04-24,1.11,7.05,Utah Jazz,Minnesota Timberwolves,96.0,101.0,-5.0,False
2021-04-24,1.79,2.1,Dallas Mavericks,Los Angeles Lakers,108.0,93.0,15.0,True
2021-04-24,1.52,2.65,Miami Heat,Chicago Bulls,106.0,101.0,5.0,True
2021-04-24,1.66,2.31,New Orleans Pelicans,San Antonio Spurs,108.0,110.0,-2.0,False
2021-04-24,1.55,2.58,Indiana Pacers,Detroit Pistons,115.0,109.0,6.0,True
2021-04-24,1.26,4.21,Milwaukee Bucks,Philadelphia 76ers,132.0,94.0,38.0,True
2021-04-24,1.96,1.9,New York Knicks,Toronto Raptors,120.0,103.0,17.0,True
2021-04-23,2.19,1.73,Golden State Warriors,Denver Nuggets,118.0,97.0,21.0,True
2021-04-23,1.56,2.53,Portland Trail Blazers,Memphis Grizzlies,128.0,130.0,-2.0,False
