Date,Home Odds,Vis Odds,Home,Visitor,Home PTS,Vis PTS,Home Points Dif,Home Win
2016-04-27,1.39,3.17,Miami Heat,Charlotte Hornets,88.0,90.0,-2.0,False
2016-04-26,1.3,3.74,Atlanta Hawks,Boston Celtics,110.0,83.0,27.0,True
2016-04-26,1.32,3.57,Toronto Raptors,Indiana Pacers,102.0,99.0,3.0,True
2016-04-25,2.57,1.55,Portland Trail Blazers,Los Angeles Clippers,98.0,84.0,14.0,True
2016-04-25,1.05,12.23,Oklahoma City Thunder,Dallas Mavericks,118.0,104.0,14.0,True
2016-04-25,1.76,2.13,Charlotte Hornets,Miami Heat,89.0,85.0,4.0,True
2016-04-24,3.07,1.41,Detroit Pistons,Cleveland Cavaliers,98.0,100.0,-2.0,False
2016-04-24,1.91,1.94,Boston Celtics,Atlanta Hawks,104.0,95.0,9.0,True
2016-04-24,4.58,1.22,Houston Rockets,Golden State Warriors,94.0,121.0,-27.0,False
2016-04-24,9.52,1.08,Memphis Grizzlies,San Antonio Spurs,95.0,116.0,-21.0,False
2016-04-23,2.05,1.82,Portland Trail Blazers,Los Angeles Clippers,96.0,88.0,8.0,True
2016-04-23,4.58,1.22,Dallas Mavericks,Oklahoma City Thunder,108.0,119.0,-11.0,False
2016-04-23,1.68,2.27,Charlotte Hornets,Miami Heat,96.0,80.0,16.0,True
2016-04-23,1.98,1.87,Indiana Pacers,Toronto Raptors,100.0,83.0,17.0,True
2016-04-22,7.39,1.11,Memphis Grizzlies,San Antonio Spurs,87.0,96.0,-9.0,False
2016-04-22,1.68,2.29,Boston Celtics,Atlanta Hawks,111.0,103.0,8.0,True
2016-04-22,2.7,1.5,Detroit Pistons,Cleveland Cavaliers,91.0,101.0,-10.0,False
2016-04-21,2.49,1.58,Houston Rockets,Golden State Warriors,97.0,96.0,1.0,True
2016-04-21,1.92,1.92,Indiana Pacers,Toronto Raptors,85.0,101.0,-16.0,False
2016-04-21,4.92,1.2,Dallas Mavericks,Oklahoma City Thunder,102.0,131.0,-29.0,False
2016-04-20,1.23,4.43,Los Angeles Clippers,Portland Trail Blazers,102.0,81.0,21.0,True
2016-04-20,1.13,6.45,Cleveland Cavaliers,Detroit Pistons,107.0,90.0,17.0,True
2016-04-20,1.48,2.77,Miami Heat,Charlotte Hornets,115.0,103.0,12.0,True
2016-04-19,1.01,21.29,San Antonio Spurs,Memphis Grizzlies,94.0,68.0,26.0,True
2016-04-19,1.38,3.22,Atlanta Hawks,Boston Celtics,89.0,72.0,17.0,True
2016-04-18,1.23,4.5,Golden State Warriors,Houston Rockets,115.0,106.0,9.0,True
2016-04-18,1.06,11.46,Oklahoma City Thunder,Dallas Mavericks,84.0,85.0,-1.0,False
2016-04-18,1.26,4.13,Toronto Raptors,Indiana Pacers,98.0,87.0,11.0,True
2016-04-17,1.22,4.62,Los Angeles Clippers,Portland Trail Blazers,115.0,95.0,20.0,True
2016-04-17,1.02,18.67,San Antonio Spurs,Memphis Grizzlies,106.0,74.0,32.0,True
2016-04-17,1.51,2.67,Miami Heat,Charlotte Hornets,123.0,91.0,32.0,True
2016-04-17,1.13,6.68,Cleveland Cavaliers,Detroit Pistons,106.0,101.0,5.0,True
2016-04-16,1.1,7.76,Oklahoma City Thunder,Dallas Mavericks,108.0,70.0,38.0,True
2016-04-16,1.45,2.88,Atlanta Hawks,Boston Celtics,102.0,101.0,1.0,True
2016-04-16,1.08,9.59,Golden State Warriors,Houston Rockets,104.0,78.0,26.0,True
2016-04-16,1.31,3.68,Toronto Raptors,Indiana Pacers,90.0,100.0,-10.0,False
2016-04-13,1.02,16.55,Golden State Warriors,Memphis Grizzlies,125.0,104.0,21.0,True
2016-04-13,2.36,1.64,Los Angeles Lakers,Utah Jazz,101.0,96.0,5.0,True
2016-04-13,1.51,2.69,Phoenix Suns,Los Angeles Clippers,114.0,105.0,9.0,True
2016-04-13,1.16,5.63,Portland Trail Blazers,Denver Nuggets,107.0,99.0,8.0,True
2016-04-13,1.48,2.78,Boston Celtics,Miami Heat,98.0,88.0,10.0,True
2016-04-13,2.77,1.48,Brooklyn Nets,Toronto Raptors,96.0,103.0,-7.0,False
2016-04-13,1.29,3.85,Charlotte Hornets,Orlando Magic,117.0,103.0,14.0,True
2016-04-13,1.18,5.08,Chicago Bulls,Philadelphia 76ers,115.0,105.0,10.0,True
2016-04-13,1.56,2.54,Cleveland Cavaliers,Detroit Pistons,110.0,112.0,-2.0,False
2016-04-13,1.48,2.76,Dallas Mavericks,San Antonio Spurs,91.0,96.0,-5.0,False
2016-04-13,1.06,10.19,Houston Rockets,Sacramento Kings,116.0,81.0,35.0,True
2016-04-13,1.51,2.69,Milwaukee Bucks,Indiana Pacers,92.0,97.0,-5.0,False
2016-04-13,1.18,5.13,Minnesota Timberwolves,New Orleans Pelicans,144.0,109.0,35.0,True
2016-04-13,4.64,1.21,Washington Wizards,Atlanta Hawks,109.0,98.0,11.0,True
2016-04-12,1.22,4.6,Los Angeles Clippers,Memphis Grizzlies,110.0,84.0,26.0,True
2016-04-12,1.08,8.83,San Antonio Spurs,Oklahoma City Thunder,102.0,98.0,4.0,True
2016-04-12,1.93,1.92,Detroit Pistons,Miami Heat,93.0,99.0,-6.0,False
2016-04-12,1.11,7.51,Toronto Raptors,Philadelphia 76ers,122.0,98.0,24.0,True
2016-04-12,1.12,6.86,Indiana Pacers,New York Knicks,102.0,90.0,12.0,True
2016-04-11,1.42,3.03,Phoenix Suns,Sacramento Kings,101.0,105.0,-4.0,False
2016-04-11,1.34,3.46,Utah Jazz,Dallas Mavericks,92.0,101.0,-9.0,False
2016-04-11,2.44,1.59,Minnesota Timberwolves,Houston Rockets,105.0,129.0,-24.0,False
2016-04-11,2.72,1.49,New Orleans Pelicans,Chicago Bulls,116.0,121.0,-5.0,False
2016-04-11,1.05,13.61,Oklahoma City Thunder,Los Angeles Lakers,112.0,79.0,33.0,True
2016-04-11,1.33,3.52,Boston Celtics,Charlotte Hornets,100.0,114.0,-14.0,False
2016-04-11,3.38,1.35,Brooklyn Nets,Washington Wizards,111.0,120.0,-9.0,False
2016-04-11,1.39,3.15,Cleveland Cavaliers,Atlanta Hawks,109.0,94.0,15.0,True
2016-04-11,1.71,2.22,Orlando Magic,Milwaukee Bucks,107.0,98.0,9.0,True
2016-04-10,3.25,1.37,New York Knicks,Toronto Raptors,89.0,93.0,-4.0,False
2016-04-10,1.65,2.34,San Antonio Spurs,Golden State Warriors,86.0,92.0,-6.0,False
2016-04-10,1.08,8.85,Indiana Pacers,Brooklyn Nets,129.0,105.0,24.0,True
2016-04-10,1.2,4.9,Miami Heat,Orlando Magic,118.0,96.0,22.0,True
2016-04-10,3.36,1.36,Denver Nuggets,Utah Jazz,84.0,100.0,-16.0,False
2016-04-10,2.61,1.53,Philadelphia 76ers,Milwaukee Bucks,108.0,109.0,-1.0,False
2016-04-10,1.06,11.09,Houston Rockets,Los Angeles Lakers,130.0,110.0,20.0,True
2016-04-10,1.38,3.21,Los Angeles Clippers,Dallas Mavericks,98.0,91.0,7.0,True
2016-04-10,2.86,1.45,Washington Wizards,Charlotte Hornets,113.0,98.0,15.0,True
2016-04-09,1.23,4.4,Portland Trail Blazers,Minnesota Timberwolves,105.0,106.0,-1.0,False
2016-04-09,4.31,1.25,Sacramento Kings,Oklahoma City Thunder,114.0,112.0,2.0,True
2016-04-09,3.57,1.33,Chicago Bulls,Cleveland Cavaliers,105.0,102.0,3.0,True
2016-04-09,9.85,1.07,Memphis Grizzlies,Golden State Warriors,99.0,100.0,-1.0,False
2016-04-09,1.44,2.94,Atlanta Hawks,Boston Celtics,118.0,107.0,11.0,True
2016-04-09,2.32,1.67,New Orleans Pelicans,Phoenix Suns,100.0,121.0,-21.0,False
2016-04-08,1.83,2.03,Denver Nuggets,San Antonio Spurs,102.0,98.0,4.0,True
2016-04-08,1.07,9.72,Utah Jazz,Los Angeles Clippers,99.0,102.0,-3.0,False
2016-04-08,1.38,3.24,Dallas Mavericks,Memphis Grizzlies,103.0,93.0,10.0,True
2016-04-08,1.58,2.5,New Orleans Pelicans,Los Angeles Lakers,110.0,102.0,8.0,True
2016-04-08,1.14,6.28,Boston Celtics,Milwaukee Bucks,124.0,109.0,15.0,True
2016-04-08,1.42,2.99,Detroit Pistons,Washington Wizards,112.0,99.0,13.0,True
2016-04-08,2.77,1.47,Toronto Raptors,Indiana Pacers,111.0,98.0,13.0,True
2016-04-08,1.06,11.81,Charlotte Hornets,Brooklyn Nets,113.0,99.0,14.0,True
2016-04-08,2.02,1.84,Orlando Magic,Miami Heat,112.0,109.0,3.0,True
2016-04-08,2.18,1.73,Philadelphia 76ers,New York Knicks,102.0,109.0,-7.0,False
2016-04-07,1.38,3.2,Golden State Warriors,San Antonio Spurs,112.0,101.0,11.0,True
2016-04-07,1.95,1.9,Sacramento Kings,Minnesota Timberwolves,97.0,105.0,-8.0,False
2016-04-07,1.37,3.26,Atlanta Hawks,Toronto Raptors,95.0,87.0,8.0,True
2016-04-07,1.09,8.46,Houston Rockets,Phoenix Suns,115.0,124.0,-9.0,False
2016-04-07,1.4,3.09,Miami Heat,Chicago Bulls,106.0,98.0,8.0,True
2016-04-06,6.22,1.14,Los Angeles Lakers,Los Angeles Clippers,81.0,91.0,-10.0,False
2016-04-06,1.29,3.81,Portland Trail Blazers,Oklahoma City Thunder,120.0,115.0,5.0,True
2016-04-06,2.07,1.81,Dallas Mavericks,Houston Rockets,88.0,86.0,2.0,True
2016-04-06,1.05,12.87,Boston Celtics,New Orleans Pelicans,104.0,97.0,7.0,True
2016-04-06,2.62,1.53,New York Knicks,Charlotte Hornets,97.0,111.0,-14.0,False
2016-04-06,1.09,8.47,Washington Wizards,Brooklyn Nets,121.0,103.0,18.0,True
2016-04-06,1.61,2.41,Indiana Pacers,Cleveland Cavaliers,123.0,109.0,14.0,True
2016-04-06,1.69,2.26,Orlando Magic,Detroit Pistons,104.0,108.0,-4.0,False
2016-04-05,1.04,14.49,Golden State Warriors,Minnesota Timberwolves,117.0,124.0,-7.0,False
2016-04-05,1.06,11.61,Los Angeles Clippers,Los Angeles Lakers,103.0,81.0,22.0,True
2016-04-05,2.52,1.57,Sacramento Kings,Portland Trail Blazers,107.0,115.0,-8.0,False
2016-04-05,4.53,1.22,Denver Nuggets,Oklahoma City Thunder,102.0,124.0,-22.0,False
2016-04-05,2.35,1.64,Utah Jazz,San Antonio Spurs,86.0,88.0,-2.0,False
2016-04-05,1.04,14.81,Atlanta Hawks,Phoenix Suns,103.0,90.0,13.0,True
2016-04-05,2.38,1.62,Memphis Grizzlies,Chicago Bulls,108.0,92.0,16.0,True
2016-04-05,1.55,2.58,Miami Heat,Detroit Pistons,107.0,89.0,18.0,True
2016-04-05,4.97,1.2,Milwaukee Bucks,Cleveland Cavaliers,80.0,109.0,-29.0,False
2016-04-05,1.49,2.75,Toronto Raptors,Charlotte Hornets,96.0,90.0,6.0,True
2016-04-05,1.76,2.15,Philadelphia 76ers,New Orleans Pelicans,107.0,93.0,14.0,True
2016-04-03,4.73,1.21,Los Angeles Lakers,Boston Celtics,100.0,107.0,-7.0,False
2016-04-03,1.12,7.0,Golden State Warriors,Portland Trail Blazers,136.0,111.0,25.0,True
2016-04-03,3.47,1.34,New York Knicks,Indiana Pacers,87.0,92.0,-5.0,False
2016-04-03,1.76,2.13,Milwaukee Bucks,Chicago Bulls,98.0,102.0,-4.0,False
2016-04-03,1.55,2.58,Orlando Magic,Memphis Grizzlies,119.0,107.0,12.0,True
2016-04-03,4.96,1.19,Phoenix Suns,Utah Jazz,86.0,101.0,-15.0,False
2016-04-03,1.33,3.5,Cleveland Cavaliers,Charlotte Hornets,112.0,103.0,9.0,True
2016-04-03,2.35,1.65,Houston Rockets,Oklahoma City Thunder,118.0,110.0,8.0,True
2016-04-03,1.37,3.3,Los Angeles Clippers,Washington Wizards,114.0,109.0,5.0,True
2016-04-03,2.27,1.68,Minnesota Timberwolves,Dallas Mavericks,78.0,88.0,-10.0,False
2016-04-03,1.71,2.22,Brooklyn Nets,New Orleans Pelicans,87.0,106.0,-19.0,False
2016-04-02,1.38,3.17,Portland Trail Blazers,Miami Heat,110.0,93.0,17.0,True
2016-04-02,1.23,4.56,Denver Nuggets,Sacramento Kings,106.0,115.0,-9.0,False
2016-04-02,1.09,8.58,San Antonio Spurs,Toronto Raptors,102.0,95.0,7.0,True
2016-04-02,1.66,2.31,Chicago Bulls,Detroit Pistons,90.0,94.0,-4.0,False
2016-04-02,6.6,1.13,Philadelphia 76ers,Indiana Pacers,102.0,115.0,-13.0,False
2016-04-01,1.1,7.88,Golden State Warriors,Boston Celtics,106.0,109.0,-3.0,False
2016-04-01,4.57,1.22,Phoenix Suns,Washington Wizards,99.0,106.0,-7.0,False
2016-04-01,3.38,1.35,Sacramento Kings,Miami Heat,106.0,112.0,-6.0,False
2016-04-01,1.3,3.7,Utah Jazz,Minnesota Timberwolves,98.0,85.0,13.0,True
2016-04-01,1.73,2.18,Atlanta Hawks,Cleveland Cavaliers,108.0,110.0,-2.0,False
2016-04-01,2.87,1.45,Memphis Grizzlies,Toronto Raptors,95.0,99.0,-4.0,False
2016-04-01,1.73,2.19,Milwaukee Bucks,Orlando Magic,113.0,110.0,3.0,True
2016-04-01,1.44,2.92,Detroit Pistons,Dallas Mavericks,89.0,98.0,-9.0,False
2016-04-01,1.41,3.07,New York Knicks,Brooklyn Nets,105.0,91.0,14.0,True
2016-04-01,1.05,11.93,Charlotte Hornets,Philadelphia 76ers,100.0,91.0,9.0,True
2016-03-31,1.63,2.38,Portland Trail Blazers,Boston Celtics,116.0,109.0,7.0,True
2016-03-31,1.03,16.38,Oklahoma City Thunder,Los Angeles Clippers,119.0,117.0,2.0,True
2016-03-31,3.51,1.33,New Orleans Pelicans,Denver Nuggets,101.0,95.0,6.0,True
2016-03-31,1.03,17.01,Cleveland Cavaliers,Brooklyn Nets,107.0,87.0,20.0,True
2016-03-31,1.35,3.38,Houston Rockets,Chicago Bulls,100.0,103.0,-3.0,False
2016-03-31,1.38,3.19,Indiana Pacers,Orlando Magic,94.0,114.0,-20.0,False
2016-03-30,6.69,1.12,Los Angeles Lakers,Miami Heat,102.0,100.0,2.0,True
2016-03-30,2.07,1.78,Sacramento Kings,Washington Wizards,120.0,111.0,9.0,True
2016-03-30,2.63,1.52,Utah Jazz,Golden State Warriors,96.0,103.0,-7.0,False
2016-03-30,1.38,3.16,Dallas Mavericks,New York Knicks,91.0,89.0,2.0,True
2016-03-30,1.01,23.09,San Antonio Spurs,New Orleans Pelicans,100.0,92.0,8.0,True
2016-03-30,1.68,2.26,Memphis Grizzlies,Denver Nuggets,105.0,109.0,-4.0,False
2016-03-30,1.29,3.72,Milwaukee Bucks,Phoenix Suns,105.0,94.0,11.0,True
2016-03-30,3.03,1.41,Minnesota Timberwolves,Los Angeles Clippers,79.0,99.0,-20.0,False
2016-03-30,1.86,1.99,Toronto Raptors,Atlanta Hawks,105.0,97.0,8.0,True
2016-03-29,1.07,9.7,Golden State Warriors,Washington Wizards,102.0,94.0,8.0,True
2016-03-29,1.79,2.08,Cleveland Cavaliers,Houston Rockets,100.0,106.0,-6.0,False
2016-03-29,1.78,2.09,Detroit Pistons,Oklahoma City Thunder,88.0,82.0,6.0,True
2016-03-29,1.38,3.16,Indiana Pacers,Chicago Bulls,96.0,98.0,-2.0,False
2016-03-29,1.25,4.16,Orlando Magic,Brooklyn Nets,139.0,105.0,34.0,True
2016-03-29,7.16,1.11,Philadelphia 76ers,Charlotte Hornets,85.0,100.0,-15.0,False
2016-03-28,1.56,2.54,Los Angeles Clippers,Boston Celtics,114.0,90.0,24.0,True
2016-03-28,1.08,9.03,Portland Trail Blazers,Sacramento Kings,105.0,93.0,12.0,True
2016-03-28,1.78,2.09,Denver Nuggets,Dallas Mavericks,88.0,97.0,-9.0,False
2016-03-28,1.06,10.79,Utah Jazz,Los Angeles Lakers,123.0,75.0,48.0,True
2016-03-28,2.35,1.63,Chicago Bulls,Atlanta Hawks,100.0,102.0,-2.0,False
2016-03-28,2.83,1.45,Memphis Grizzlies,San Antonio Spurs,87.0,101.0,-14.0,False
2016-03-28,1.39,3.12,Minnesota Timberwolves,Phoenix Suns,121.0,116.0,5.0,True
2016-03-28,2.94,1.43,New Orleans Pelicans,New York Knicks,99.0,91.0,8.0,True
2016-03-28,1.22,4.47,Miami Heat,Brooklyn Nets,110.0,99.0,11.0,True
2016-03-28,2.3,1.66,Toronto Raptors,Oklahoma City Thunder,100.0,119.0,-19.0,False
2016-03-27,4.67,1.21,Los Angeles Lakers,Washington Wizards,88.0,101.0,-13.0,False
2016-03-27,1.01,24.0,Golden State Warriors,Philadelphia 76ers,117.0,105.0,12.0,True
2016-03-27,1.82,2.04,Indiana Pacers,Houston Rockets,104.0,101.0,3.0,True
2016-03-27,1.76,2.12,Sacramento Kings,Dallas Mavericks,133.0,111.0,22.0,True
2016-03-27,1.22,4.45,Los Angeles Clippers,Denver Nuggets,105.0,90.0,15.0,True
2016-03-26,4.41,1.23,Phoenix Suns,Boston Celtics,99.0,102.0,-3.0,False
2016-03-26,1.04,14.1,Portland Trail Blazers,Philadelphia 76ers,108.0,105.0,3.0,True
2016-03-26,2.37,1.63,Milwaukee Bucks,Charlotte Hornets,91.0,115.0,-24.0,False
2016-03-26,3.94,1.27,Minnesota Timberwolves,Utah Jazz,84.0,93.0,-9.0,False
2016-03-26,1.09,8.24,Oklahoma City Thunder,San Antonio Spurs,111.0,92.0,19.0,True
2016-03-26,1.86,1.98,Detroit Pistons,Atlanta Hawks,95.0,112.0,-17.0,False
2016-03-26,4.26,1.24,New York Knicks,Cleveland Cavaliers,93.0,107.0,-14.0,False
2016-03-26,6.09,1.14,New Orleans Pelicans,Toronto Raptors,91.0,115.0,-24.0,False
2016-03-26,3.42,1.34,Orlando Magic,Chicago Bulls,111.0,89.0,22.0,True
2016-03-26,3.05,1.41,Brooklyn Nets,Indiana Pacers,120.0,110.0,10.0,True
2016-03-25,1.02,17.71,Golden State Warriors,Dallas Mavericks,128.0,120.0,8.0,True
2016-03-25,2.52,1.57,Los Angeles Lakers,Denver Nuggets,105.0,116.0,-11.0,False
2016-03-25,1.32,3.55,Sacramento Kings,Phoenix Suns,116.0,94.0,22.0,True
2016-03-25,1.07,9.92,San Antonio Spurs,Memphis Grizzlies,110.0,104.0,6.0,True
2016-03-25,1.22,4.49,Atlanta Hawks,Milwaukee Bucks,101.0,90.0,11.0,True
2016-03-25,1.95,1.89,Houston Rockets,Toronto Raptors,112.0,109.0,3.0,True
2016-03-25,1.15,5.96,Miami Heat,Orlando Magic,108.0,97.0,11.0,True
2016-03-25,1.78,2.1,Detroit Pistons,Charlotte Hornets,112.0,105.0,7.0,True
2016-03-25,1.22,4.53,Washington Wizards,Minnesota Timberwolves,129.0,132.0,-3.0,False
2016-03-24,1.41,3.04,Los Angeles Clippers,Portland Trail Blazers,96.0,94.0,2.0,True
2016-03-24,1.19,4.91,Oklahoma City Thunder,Utah Jazz,113.0,91.0,22.0,True
2016-03-24,5.21,1.18,Brooklyn Nets,Cleveland Cavaliers,104.0,95.0,9.0,True
2016-03-24,2.44,1.59,New York Knicks,Chicago Bulls,106.0,94.0,12.0,True
2016-03-24,1.05,12.69,Indiana Pacers,New Orleans Pelicans,92.0,84.0,8.0,True
2016-03-23,1.16,5.65,Golden State Warriors,Los Angeles Clippers,114.0,98.0,16.0,True
2016-03-23,1.42,2.97,Phoenix Suns,Los Angeles Lakers,119.0,107.0,12.0,True
2016-03-23,1.36,3.28,Portland Trail Blazers,Dallas Mavericks,109.0,103.0,6.0,True
2016-03-23,1.23,4.43,Denver Nuggets,Philadelphia 76ers,104.0,103.0,1.0,True
2016-03-23,1.15,6.03,San Antonio Spurs,Miami Heat,112.0,88.0,24.0,True
2016-03-23,1.21,4.65,Chicago Bulls,New York Knicks,107.0,115.0,-8.0,False
2016-03-23,1.79,2.08,Houston Rockets,Utah Jazz,87.0,89.0,-2.0,False
2016-03-23,1.55,2.54,Minnesota Timberwolves,Sacramento Kings,113.0,104.0,9.0,True
2016-03-23,1.7,2.24,Boston Celtics,Toronto Raptors,91.0,79.0,12.0,True
2016-03-23,1.4,3.1,Detroit Pistons,Orlando Magic,118.0,102.0,16.0,True
2016-03-23,1.12,6.76,Cleveland Cavaliers,Milwaukee Bucks,113.0,104.0,9.0,True
2016-03-23,1.89,1.95,Washington Wizards,Atlanta Hawks,101.0,122.0,-21.0,False
2016-03-22,2.35,1.64,Los Angeles Lakers,Memphis Grizzlies,107.0,100.0,7.0,True
2016-03-22,5.39,1.17,New Orleans Pelicans,Miami Heat,99.0,113.0,-14.0,False
2016-03-22,1.21,4.74,Oklahoma City Thunder,Houston Rockets,111.0,107.0,4.0,True
2016-03-22,3.05,1.4,Brooklyn Nets,Charlotte Hornets,100.0,105.0,-5.0,False
2016-03-21,2.24,1.69,Phoenix Suns,Memphis Grizzlies,97.0,103.0,-6.0,False
2016-03-21,1.33,3.5,Atlanta Hawks,Washington Wizards,102.0,117.0,-15.0,False
2016-03-21,1.25,4.19,Chicago Bulls,Sacramento Kings,109.0,102.0,7.0,True
2016-03-21,8.38,1.09,Minnesota Timberwolves,Golden State Warriors,104.0,109.0,-5.0,False
2016-03-21,1.23,4.35,Boston Celtics,Orlando Magic,107.0,96.0,11.0,True
2016-03-21,1.29,3.74,Detroit Pistons,Milwaukee Bucks,92.0,91.0,1.0,True
2016-03-21,3.08,1.4,Charlotte Hornets,San Antonio Spurs,91.0,88.0,3.0,True
2016-03-21,1.11,7.44,Cleveland Cavaliers,Denver Nuggets,124.0,91.0,33.0,True
2016-03-21,1.04,12.88,Indiana Pacers,Philadelphia 76ers,91.0,75.0,16.0,True
2016-03-20,2.71,1.49,New York Knicks,Sacramento Kings,80.0,88.0,-8.0,False
2016-03-20,2.02,1.83,Milwaukee Bucks,Utah Jazz,85.0,94.0,-9.0,False
2016-03-20,5.39,1.17,New Orleans Pelicans,Los Angeles Clippers,109.0,105.0,4.0,True
2016-03-20,7.55,1.1,Philadelphia 76ers,Boston Celtics,105.0,120.0,-15.0,False
2016-03-20,1.18,5.07,Toronto Raptors,Orlando Magic,105.0,100.0,5.0,True
2016-03-20,1.97,1.87,Dallas Mavericks,Portland Trail Blazers,132.0,120.0,12.0,True
2016-03-19,1.53,2.6,San Antonio Spurs,Golden State Warriors,87.0,79.0,8.0,True
2016-03-19,1.88,1.96,Chicago Bulls,Utah Jazz,92.0,85.0,7.0,True
2016-03-19,5.1,1.18,Memphis Grizzlies,Los Angeles Clippers,113.0,102.0,11.0,True
2016-03-19,1.34,3.42,Atlanta Hawks,Houston Rockets,109.0,97.0,12.0,True
