Date,Home Odds,Vis Odds,Home,Visitor,Home PTS,Vis PTS,Home Points Dif,Home Win
2015-06-16,2.3,1.67,Cleveland Cavaliers,Golden State Warriors,97.0,105.0,-8.0,False
2015-06-14,1.22,4.66,Golden State Warriors,Cleveland Cavaliers,104.0,91.0,13.0,True
2015-06-11,2.59,1.55,Cleveland Cavaliers,Golden State Warriors,82.0,103.0,-21.0,False
2015-06-09,2.11,1.79,Cleveland Cavaliers,Golden State Warriors,96.0,91.0,5.0,True
2015-06-07,1.3,3.76,Golden State Warriors,Cleveland Cavaliers,93.0,95.0,-2.0,False
2015-06-04,1.42,3.05,Golden State Warriors,Cleveland Cavaliers,108.0,100.0,8.0,True
2015-05-27,1.19,5.02,Golden State Warriors,Houston Rockets,104.0,90.0,14.0,True
2015-05-26,1.3,3.74,Cleveland Cavaliers,Atlanta Hawks,118.0,88.0,30.0,True
2015-05-25,2.64,1.54,Houston Rockets,Golden State Warriors,128.0,115.0,13.0,True
2015-05-24,1.25,4.13,Cleveland Cavaliers,Atlanta Hawks,114.0,111.0,3.0,True
2015-05-23,1.81,2.06,Houston Rockets,Golden State Warriors,80.0,115.0,-35.0,False
2015-05-22,1.62,2.4,Atlanta Hawks,Cleveland Cavaliers,82.0,94.0,-12.0,False
2015-05-21,1.2,4.88,Golden State Warriors,Houston Rockets,99.0,98.0,1.0,True
2015-05-20,1.73,2.19,Atlanta Hawks,Cleveland Cavaliers,89.0,97.0,-8.0,False
2015-05-19,1.16,5.74,Golden State Warriors,Houston Rockets,110.0,106.0,4.0,True
2015-05-17,2.17,1.74,Houston Rockets,Los Angeles Clippers,113.0,100.0,13.0,True
2015-05-15,2.8,1.47,Memphis Grizzlies,Golden State Warriors,95.0,108.0,-13.0,False
2015-05-15,1.72,2.21,Washington Wizards,Atlanta Hawks,91.0,94.0,-3.0,False
2015-05-14,1.23,4.43,Los Angeles Clippers,Houston Rockets,107.0,119.0,-12.0,False
2015-05-14,1.74,2.17,Chicago Bulls,Cleveland Cavaliers,73.0,94.0,-21.0,False
2015-05-13,1.17,5.38,Golden State Warriors,Memphis Grizzlies,98.0,78.0,20.0,True
2015-05-13,1.32,3.6,Atlanta Hawks,Washington Wizards,82.0,81.0,1.0,True
2015-05-12,2.27,1.68,Houston Rockets,Los Angeles Clippers,124.0,103.0,21.0,True
2015-05-12,1.42,3.02,Cleveland Cavaliers,Chicago Bulls,106.0,101.0,5.0,True
2015-05-11,2.52,1.58,Memphis Grizzlies,Golden State Warriors,84.0,101.0,-17.0,False
2015-05-11,2.71,1.5,Washington Wizards,Atlanta Hawks,101.0,106.0,-5.0,False
2015-05-10,1.35,3.41,Los Angeles Clippers,Houston Rockets,128.0,95.0,33.0,True
2015-05-10,2.36,1.64,Chicago Bulls,Cleveland Cavaliers,84.0,86.0,-2.0,False
2015-05-09,2.62,1.53,Memphis Grizzlies,Golden State Warriors,99.0,89.0,10.0,True
2015-05-09,2.63,1.54,Washington Wizards,Atlanta Hawks,103.0,101.0,2.0,True
2015-05-08,1.38,3.2,Los Angeles Clippers,Houston Rockets,124.0,99.0,25.0,True
2015-05-08,1.72,2.2,Chicago Bulls,Cleveland Cavaliers,99.0,96.0,3.0,True
2015-05-06,1.26,4.04,Houston Rockets,Los Angeles Clippers,115.0,109.0,6.0,True
2015-05-06,1.4,3.14,Cleveland Cavaliers,Chicago Bulls,106.0,91.0,15.0,True
2015-05-05,1.17,5.46,Golden State Warriors,Memphis Grizzlies,90.0,97.0,-7.0,False
2015-05-05,1.22,4.65,Atlanta Hawks,Washington Wizards,106.0,90.0,16.0,True
2015-05-04,1.29,3.83,Houston Rockets,Los Angeles Clippers,101.0,117.0,-16.0,False
2015-05-04,1.5,2.72,Cleveland Cavaliers,Chicago Bulls,92.0,99.0,-7.0,False
2015-05-03,1.16,5.92,Golden State Warriors,Memphis Grizzlies,101.0,86.0,15.0,True
2015-05-03,1.44,2.91,Atlanta Hawks,Washington Wizards,98.0,104.0,-6.0,False
2015-05-02,1.69,2.26,Los Angeles Clippers,San Antonio Spurs,111.0,109.0,2.0,True
2015-05-01,2.78,1.48,Brooklyn Nets,Atlanta Hawks,87.0,111.0,-24.0,False
2015-04-30,1.4,3.14,San Antonio Spurs,Los Angeles Clippers,96.0,102.0,-6.0,False
2015-04-30,2.49,1.59,Milwaukee Bucks,Chicago Bulls,66.0,120.0,-54.0,False
2015-04-29,1.39,3.15,Memphis Grizzlies,Portland Trail Blazers,99.0,93.0,6.0,True
2015-04-29,1.21,4.68,Atlanta Hawks,Brooklyn Nets,107.0,97.0,10.0,True
2015-04-28,1.71,2.22,Los Angeles Clippers,San Antonio Spurs,107.0,111.0,-4.0,False
2015-04-28,1.27,4.03,Houston Rockets,Dallas Mavericks,103.0,94.0,9.0,True
2015-04-27,1.57,2.52,Portland Trail Blazers,Memphis Grizzlies,99.0,92.0,7.0,True
2015-04-27,1.25,4.14,Chicago Bulls,Milwaukee Bucks,88.0,94.0,-6.0,False
2015-04-27,2.83,1.46,Brooklyn Nets,Atlanta Hawks,120.0,115.0,5.0,True
2015-04-26,2.28,1.68,Dallas Mavericks,Houston Rockets,121.0,109.0,12.0,True
2015-04-26,1.38,3.16,Washington Wizards,Toronto Raptors,125.0,94.0,31.0,True
2015-04-26,1.38,3.21,San Antonio Spurs,Los Angeles Clippers,105.0,114.0,-9.0,False
