Date,Home Odds,Vis Odds,Home,Visitor,Home PTS,Vis PTS
2019-04-02,3.05,1.4,Sacramento Kings,Houston Rockets,105,130
2019-04-02,1.13,6.43,San Antonio Spurs,Atlanta Hawks,117,111
2019-04-02,1.09,7.82,Oklahoma City Thunder,Los Angeles Lakers,119,103
2019-04-01,1.8,2.06,Phoenix Suns,Cleveland Cavaliers,122,113
2019-04-01,1.14,6.05,Utah Jazz,Charlotte Hornets,111,102
2019-04-01,2.67,1.5,Dallas Mavericks,Philadelphia 76ers,122,102
2019-04-01,2.33,1.63,Minnesota Timberwolves,Portland Trail Blazers,122,132
2019-04-01,1.35,3.32,Boston Celtics,Miami Heat,110,105
2019-04-01,1.84,2.01,Brooklyn Nets,Milwaukee Bucks,121,131
2019-04-01,1.61,2.38,New York Knicks,Chicago Bulls,113,105
2019-04-01,1.36,3.27,Toronto Raptors,Orlando Magic,121,109
2019-04-01,1.45,2.83,Indiana Pacers,Detroit Pistons,111,102
2019-03-31,1.18,5.01,Los Angeles Clippers,Memphis Grizzlies,113,96
2019-03-31,1.13,6.35,Golden State Warriors,Charlotte Hornets,137,90
2019-03-31,1.15,5.72,Denver Nuggets,Washington Wizards,90,95
2019-03-31,1.16,5.48,San Antonio Spurs,Sacramento Kings,106,113
2019-03-31,1.63,2.33,New Orleans Pelicans,Los Angeles Lakers,102,130
2019-03-31,1.09,7.85,Oklahoma City Thunder,Dallas Mavericks,103,106
2019-03-31,2.12,1.75,Atlanta Hawks,Milwaukee Bucks,136,135
2019-03-30,2.12,1.76,Phoenix Suns,Memphis Grizzlies,115,120
2019-03-30,5.66,1.16,Chicago Bulls,Toronto Raptors,101,124
2019-03-30,2.62,1.52,Minnesota Timberwolves,Philadelphia 76ers,109,118
2019-03-30,3.49,1.32,New York Knicks,Miami Heat,92,100
2019-03-30,1.43,2.93,Detroit Pistons,Portland Trail Blazers,99,90
2019-03-30,1.81,2.05,Indiana Pacers,Orlando Magic,116,121
2019-03-30,1.57,2.48,Brooklyn Nets,Boston Celtics,110,96
2019-03-30,1.17,5.24,Houston Rockets,Sacramento Kings,119,108
2019-03-30,1.24,4.27,Los Angeles Clippers,Cleveland Cavaliers,132,108
2019-03-29,2.1,1.76,Los Angeles Lakers,Charlotte Hornets,129,115
2019-03-29,1.08,8.45,Utah Jazz,Washington Wizards,128,124
2019-03-29,5.22,1.17,Minnesota Timberwolves,Golden State Warriors,131,130
2019-03-29,1.52,2.61,Oklahoma City Thunder,Denver Nuggets,105,115
2019-03-29,2.21,1.69,Atlanta Hawks,Portland Trail Blazers,98,118
2019-03-29,1.33,3.41,Boston Celtics,Indiana Pacers,114,112
2019-03-28,1.11,7.03,San Antonio Spurs,Cleveland Cavaliers,116,110
2019-03-28,1.41,3.01,Houston Rockets,Denver Nuggets,112,85
2019-03-28,1.17,5.25,Milwaukee Bucks,Los Angeles Clippers,128,118
2019-03-28,3.18,1.38,New Orleans Pelicans,Sacramento Kings,121,118
2019-03-28,1.4,3.06,Miami Heat,Dallas Mavericks,105,99
2019-03-28,5.53,1.16,New York Knicks,Toronto Raptors,92,117
2019-03-28,1.64,2.32,Detroit Pistons,Orlando Magic,115,98
2019-03-28,1.32,3.54,Philadelphia 76ers,Brooklyn Nets,123,110
2019-03-27,1.05,11.63,Utah Jazz,Los Angeles Lakers,115,100
2019-03-27,1.99,1.86,Phoenix Suns,Washington Wizards,121,124
2019-03-27,4.49,1.22,Chicago Bulls,Portland Trail Blazers,98,118
2019-03-27,5.01,1.18,Memphis Grizzlies,Golden State Warriors,103,118
2019-03-27,1.35,3.31,Oklahoma City Thunder,Indiana Pacers,107,99
2019-03-26,1.71,2.19,Los Angeles Lakers,Washington Wizards,124,106
2019-03-26,1.29,3.69,Denver Nuggets,Detroit Pistons,95,92
2019-03-26,2.12,1.75,Dallas Mavericks,Sacramento Kings,121,125
2019-03-26,2.17,1.72,New Orleans Pelicans,Atlanta Hawks,120,130
2019-03-26,1.63,2.34,Milwaukee Bucks,Houston Rockets,108,94
2019-03-26,2.25,1.67,Minnesota Timberwolves,Los Angeles Clippers,111,122
2019-03-26,1.61,2.38,Miami Heat,Orlando Magic,99,104
2019-03-26,1.06,10.36,Toronto Raptors,Chicago Bulls,112,103
2019-03-26,2.58,1.54,Charlotte Hornets,San Antonio Spurs,125,116
2019-03-26,2.98,1.42,Cleveland Cavaliers,Boston Celtics,106,116
2019-03-25,1.39,3.09,Portland Trail Blazers,Brooklyn Nets,148,144
2019-03-25,1.06,9.91,Utah Jazz,Phoenix Suns,125,92
2019-03-25,3.81,1.28,Memphis Grizzlies,Oklahoma City Thunder,115,103
2019-03-25,1.77,2.1,Orlando Magic,Philadelphia 76ers,119,98
2019-03-24,1.95,1.88,Los Angeles Lakers,Sacramento Kings,111,106
2019-03-24,1.18,5.19,Golden State Warriors,Detroit Pistons,121,114
2019-03-24,2.08,1.78,Boston Celtics,San Antonio Spurs,96,115
2019-03-24,5.06,1.18,New Orleans Pelicans,Houston Rockets,90,113
2019-03-24,1.13,6.48,Toronto Raptors,Charlotte Hornets,114,115
2019-03-24,2.02,1.83,Indiana Pacers,Denver Nuggets,124,88
2019-03-24,1.07,9.29,Milwaukee Bucks,Cleveland Cavaliers,127,105
2019-03-24,4.12,1.25,New York Knicks,Los Angeles Clippers,113,124
2019-03-23,1.45,2.81,Portland Trail Blazers,Detroit Pistons,117,112
2019-03-23,1.15,5.83,Sacramento Kings,Phoenix Suns,112,103
2019-03-23,1.08,8.78,Golden State Warriors,Dallas Mavericks,91,126
2019-03-23,6.35,1.13,Chicago Bulls,Utah Jazz,83,114
2019-03-23,1.9,1.93,Memphis Grizzlies,Minnesota Timberwolves,99,112
2019-03-23,3.51,1.32,Atlanta Hawks,Philadelphia 76ers,129,127
2019-03-23,1.82,2.03,Washington Wizards,Miami Heat,108,113
2019-03-23,2.45,1.58,Charlotte Hornets,Boston Celtics,124,117
2019-03-22,2.19,1.71,Los Angeles Lakers,Brooklyn Nets,106,111
2019-03-22,1.29,3.7,Milwaukee Bucks,Miami Heat,116,87
2019-03-22,1.38,3.15,Houston Rockets,San Antonio Spurs,111,105
2019-03-22,3.38,1.34,Cleveland Cavaliers,Los Angeles Clippers,108,110
2019-03-22,6.44,1.13,New York Knicks,Denver Nuggets,93,111
2019-03-22,1.77,2.11,Toronto Raptors,Oklahoma City Thunder,109,116
2019-03-22,1.16,5.69,Orlando Magic,Memphis Grizzlies,123,119
2019-03-21,1.13,6.16,Golden State Warriors,Indiana Pacers,112,89
2019-03-21,3.28,1.36,Phoenix Suns,Detroit Pistons,98,118
2019-03-21,1.23,4.36,Sacramento Kings,Dallas Mavericks,116,100
2019-03-21,3.56,1.31,Atlanta Hawks,Utah Jazz,117,114
2019-03-21,1.41,2.98,Charlotte Hornets,Minnesota Timberwolves,113,106
2019-03-21,4.11,1.25,Washington Wizards,Denver Nuggets,108,113
2019-03-20,1.18,5.06,Portland Trail Blazers,Dallas Mavericks,126,118
2019-03-20,1.5,2.67,Oklahoma City Thunder,Toronto Raptors,114,123
2019-03-20,1.41,3.01,San Antonio Spurs,Miami Heat,105,110
2019-03-20,2.52,1.55,Chicago Bulls,Washington Wizards,126,120
2019-03-20,2.87,1.44,Memphis Grizzlies,Houston Rockets,126,125
2019-03-20,7.97,1.09,New York Knicks,Utah Jazz,116,137
2019-03-20,3.0,1.41,Cleveland Cavaliers,Milwaukee Bucks,107,102
2019-03-20,1.21,4.58,Orlando Magic,New Orleans Pelicans,119,96
2019-03-20,1.62,2.39,Philadelphia 76ers,Boston Celtics,118,115
2019-03-19,1.46,2.8,Los Angeles Clippers,Indiana Pacers,115,109
2019-03-19,1.64,2.32,Sacramento Kings,Brooklyn Nets,121,123
2019-03-19,1.15,5.79,Milwaukee Bucks,Los Angeles Lakers,115,101
2019-03-19,3.15,1.38,Minnesota Timberwolves,Golden State Warriors,107,117
2019-03-19,3.79,1.28,Atlanta Hawks,Houston Rockets,105,121
2019-03-19,1.83,2.02,Charlotte Hornets,Philadelphia 76ers,114,118
2019-03-18,1.53,2.58,Portland Trail Blazers,Indiana Pacers,106,98
2019-03-18,1.72,2.18,Phoenix Suns,Chicago Bulls,101,116
2019-03-18,1.5,2.68,Dallas Mavericks,New Orleans Pelicans,125,129
2019-03-18,1.43,2.89,Oklahoma City Thunder,Miami Heat,107,116
2019-03-18,2.25,1.68,San Antonio Spurs,Golden State Warriors,111,105
2019-03-18,1.57,2.47,Boston Celtics,Denver Nuggets,105,114
2019-03-18,1.1,7.32,Toronto Raptors,New York Knicks,128,92
2019-03-18,3.24,1.36,Cleveland Cavaliers,Detroit Pistons,126,119
2019-03-18,2.84,1.44,Washington Wizards,Utah Jazz,95,116
2019-03-17,1.19,4.88,Houston Rockets,Minnesota Timberwolves,117,102
2019-03-17,1.42,2.91,Los Angeles Clippers,Brooklyn Nets,119,116
2019-03-17,1.26,4.09,Orlando Magic,Atlanta Hawks,101,91
2019-03-17,1.36,3.26,Sacramento Kings,Chicago Bulls,129,102
2019-03-17,1.83,2.02,Detroit Pistons,Toronto Raptors,110,107
2019-03-17,1.42,2.96,Milwaukee Bucks,Philadelphia 76ers,125,130
2019-03-17,1.63,2.33,Miami Heat,Charlotte Hornets,93,75
2019-03-17,2.61,1.52,New York Knicks,Los Angeles Lakers,124,123
2019-03-16,1.35,3.33,Denver Nuggets,Indiana Pacers,102,100
2019-03-16,1.23,4.29,Utah Jazz,Brooklyn Nets,114,98
2019-03-16,1.45,2.83,Dallas Mavericks,Cleveland Cavaliers,121,116
2019-03-16,1.77,2.08,Oklahoma City Thunder,Golden State Warriors,88,110
2019-03-16,1.72,2.17,San Antonio Spurs,Portland Trail Blazers,108,103
2019-03-16,1.51,2.64,New Orleans Pelicans,Phoenix Suns,136,138
2019-03-16,1.81,2.04,Washington Wizards,Memphis Grizzlies,135,128
2019-03-16,1.16,5.63,Boston Celtics,Atlanta Hawks,129,120
2019-03-15,1.23,4.36,Los Angeles Clippers,Chicago Bulls,128,121
2019-03-15,1.08,8.75,San Antonio Spurs,New York Knicks,109,83
2019-03-15,1.1,7.71,Houston Rockets,Phoenix Suns,108,102
2019-03-15,2.76,1.46,Miami Heat,Milwaukee Bucks,98,113
2019-03-15,4.38,1.23,New Orleans Pelicans,Portland Trail Blazers,110,122
2019-03-15,1.09,8.04,Detroit Pistons,Los Angeles Lakers,111,97
2019-03-15,1.16,5.56,Philadelphia 76ers,Sacramento Kings,123,114
2019-03-15,1.65,2.29,Washington Wizards,Charlotte Hornets,110,116
2019-03-14,1.12,6.47,Denver Nuggets,Dallas Mavericks,100,99
2019-03-14,1.23,4.33,Utah Jazz,Minnesota Timberwolves,120,100
2019-03-14,1.32,3.48,Toronto Raptors,Los Angeles Lakers,111,98
2019-03-14,1.3,3.65,Boston Celtics,Sacramento Kings,126,120
2019-03-14,1.88,1.96,Indiana Pacers,Oklahoma City Thunder,108,106
2019-03-14,1.25,4.16,Orlando Magic,Cleveland Cavaliers,120,91
2019-03-13,4.23,1.24,Phoenix Suns,Utah Jazz,97,114
2019-03-13,1.57,2.46,Houston Rockets,Golden State Warriors,104,106
2019-03-13,2.03,1.83,Atlanta Hawks,Memphis Grizzlies,132,111
2019-03-13,1.74,2.14,Miami Heat,Detroit Pistons,108,74
2019-03-13,1.33,3.42,Oklahoma City Thunder,Brooklyn Nets,108,96
2019-03-13,1.81,2.04,Washington Wizards,Orlando Magic,100,90
2019-03-12,2.4,1.6,Los Angeles Clippers,Portland Trail Blazers,104,125
2019-03-12,1.17,5.29,Denver Nuggets,Minnesota Timberwolves,133,107
2019-03-12,2.12,1.75,Chicago Bulls,Los Angeles Lakers,107,123
2019-03-12,2.34,1.63,Dallas Mavericks,San Antonio Spurs,105,112
2019-03-12,5.56,1.16,New Orleans Pelicans,Milwaukee Bucks,113,130
2019-03-12,1.13,6.3,Indiana Pacers,New York Knicks,103,98
2019-03-12,1.05,11.13,Philadelphia 76ers,Cleveland Cavaliers,106,99
2019-03-11,2.07,1.79,Los Angeles Clippers,Boston Celtics,140,115
2019-03-11,1.61,2.38,Utah Jazz,Oklahoma City Thunder,89,98
2019-03-11,1.19,5.01,Houston Rockets,Charlotte Hornets,118,106
2019-03-11,1.74,2.14,Brooklyn Nets,Detroit Pistons,103,75
2019-03-11,4.37,1.22,Cleveland Cavaliers,Toronto Raptors,126,101
2019-03-11,1.75,2.13,Washington Wizards,Sacramento Kings,121,115
2019-03-10,1.03,14.17,Golden State Warriors,Phoenix Suns,111,115
2019-03-10,1.37,3.2,Minnesota Timberwolves,New York Knicks,103,92
2019-03-10,2.11,1.75,San Antonio Spurs,Milwaukee Bucks,121,114
2019-03-10,4.22,1.24,Dallas Mavericks,Houston Rockets,93,94
2019-03-10,1.89,1.96,Atlanta Hawks,New Orleans Pelicans,128,116
2019-03-10,1.89,1.95,Memphis Grizzlies,Orlando Magic,105,97
2019-03-10,1.79,2.07,Miami Heat,Toronto Raptors,104,125
2019-03-10,1.37,3.16,Philadelphia 76ers,Indiana Pacers,106,89
2019-03-10,1.24,4.31,Detroit Pistons,Chicago Bulls,131,108
2019-03-09,1.1,7.38,Portland Trail Blazers,Phoenix Suns,127,120
2019-03-09,1.11,7.01,Milwaukee Bucks,Charlotte Hornets,131,114
2019-03-09,3.52,1.32,Los Angeles Lakers,Boston Celtics,107,120
2019-03-09,1.34,3.38,Minnesota Timberwolves,Washington Wizards,135,130
2019-03-09,2.58,1.53,Atlanta Hawks,Brooklyn Nets,112,114
2019-03-09,2.92,1.42,New York Knicks,Sacramento Kings,94,102
2019-03-08,1.36,3.25,Golden State Warriors,Denver Nuggets,122,105
2019-03-08,1.79,2.07,Los Angeles Clippers,Oklahoma City Thunder,118,110
2019-03-08,2.44,1.58,Chicago Bulls,Detroit Pistons,104,112
2019-03-08,1.28,3.79,Houston Rockets,Philadelphia 76ers,107,91
2019-03-08,2.67,1.5,Memphis Grizzlies,Utah Jazz,114,104
2019-03-08,1.23,4.33,Miami Heat,Cleveland Cavaliers,126,110
2019-03-08,4.16,1.24,New Orleans Pelicans,Toronto Raptors,104,127
2019-03-08,1.54,2.55,Charlotte Hornets,Washington Wizards,112,111
2019-03-08,1.34,3.35,Orlando Magic,Dallas Mavericks,111,106
2019-03-07,1.61,2.38,Portland Trail Blazers,Oklahoma City Thunder,121,129
2019-03-07,1.19,4.94,Milwaukee Bucks,Indiana Pacers,117,98
2019-03-06,2.71,1.49,Los Angeles Lakers,Denver Nuggets,99,115
2019-03-06,2.1,1.77,Sacramento Kings,Boston Celtics,109,111
2019-03-06,1.6,2.43,Phoenix Suns,New York Knicks,107,96
2019-03-06,2.46,1.57,Chicago Bulls,Philadelphia 76ers,108,107
2019-03-06,2.67,1.5,New Orleans Pelicans,Utah Jazz,104,114
2019-03-06,2.86,1.44,Atlanta Hawks,San Antonio Spurs,104,111
2019-03-06,1.2,4.8,Brooklyn Nets,Cleveland Cavaliers,113,107
2019-03-06,1.63,2.35,Charlotte Hornets,Miami Heat,84,91
2019-03-06,1.49,2.68,Detroit Pistons,Minnesota Timberwolves,131,114
2019-03-06,1.43,2.88,Washington Wizards,Dallas Mavericks,132,123
2019-03-05,1.37,3.22,Golden State Warriors,Boston Celtics,95,128
2019-03-05,2.09,1.78,Minnesota Timberwolves,Oklahoma City Thunder,131,120
2019-03-05,2.88,1.43,Memphis Grizzlies,Portland Trail Blazers,120,111
2019-03-05,1.62,2.34,Toronto Raptors,Houston Rockets,95,107
2019-03-05,1.35,3.31,Indiana Pacers,Chicago Bulls,105,96
2019-03-05,1.54,2.57,Philadelphia 76ers,Orlando Magic,114,106
2019-03-04,1.59,2.44,Los Angeles Lakers,Los Angeles Clippers,105,113
2019-03-04,1.14,5.95,Sacramento Kings,New York Knicks,115,108
2019-03-04,8.32,1.09,Phoenix Suns,Milwaukee Bucks,114,105
2019-03-04,1.18,5.03,Utah Jazz,New Orleans Pelicans,112,115
2019-03-04,1.83,2.01,San Antonio Spurs,Denver Nuggets,104,103
2019-03-04,1.43,2.89,Brooklyn Nets,Dallas Mavericks,127,88
2019-03-04,1.18,5.18,Miami Heat,Atlanta Hawks,114,113
2019-03-03,1.17,5.28,Oklahoma City Thunder,Memphis Grizzlies,99,95
2019-03-03,3.04,1.4,Cleveland Cavaliers,Orlando Magic,107,93
2019-03-03,2.09,1.78,Detroit Pistons,Toronto Raptors,112,107
