Team,2007 Wins,2007 Losses,2007 Points For,2007 Points Against,2008 Wins,2008 Losses,2008 Points For,2008 Points Against,2009 Wins,2009 Losses,2009 Points For,2009 Points Against,2010 Wins,2010 Losses,2010 Points For,2010 Points Against,2011 Wins,2011 Losses,2011 Points For,2011 Points Against,2012 Wins,2012 Losses,2012 Points For,2012 Points Against,2013 Wins,2013 Losses,2013 Points For,2013 Points Against,2014 Wins,2014 Losses,2014 Points For,2014 Points Against,2015 Wins,2015 Losses,2015 Points For,2015 Points Against,2016 Wins,2016 Losses,2016 Points For,2016 Points Against,2017 Wins,2017 Losses,2017 Points For,2017 Points Against,2018 Wins,2018 Losses,2018 Points For,2018 Points Against,2019 Wins,2019 Losses,2019 Points For,2019 Points Against,2020 Wins,2020 Losses,2020 Points For,2020 Points Against,2007 Games,2007 W/G,2007 L/G,2007 Margin,2007 WRank,2007 LRank,2007 GFRank,2007 GARank,2007 MRank,2007 WPower,2007 LPower,2007 GFPower,2007 GAPower,2007 MPower,2008 Games,2008 W/G,2008 L/G,2008 Margin,2008 WRank,2008 LRank,2008 GFRank,2008 GARank,2008 MRank,2008 WPower,2008 LPower,2008 GFPower,2008 GAPower,2008 MPower,2009 Games,2009 W/G,2009 L/G,2009 Margin,2009 WRank,2009 LRank,2009 GFRank,2009 GARank,2009 MRank,2009 WPower,2009 LPower,2009 GFPower,2009 GAPower,2009 MPower,2010 Games,2010 W/G,2010 L/G,2010 Margin,2010 WRank,2010 LRank,2010 GFRank,2010 GARank,2010 MRank,2010 WPower,2010 LPower,2010 GFPower,2010 GAPower,2010 MPower,2011 Games,2011 W/G,2011 L/G,2011 Margin,2011 WRank,2011 LRank,2011 GFRank,2011 GARank,2011 MRank,2011 WPower,2011 LPower,2011 GFPower,2011 GAPower,2011 MPower,2012 Games,2012 W/G,2012 L/G,2012 Margin,2012 WRank,2012 LRank,2012 GFRank,2012 GARank,2012 MRank,2012 WPower,2012 LPower,2012 GFPower,2012 GAPower,2012 MPower,2013 Games,2013 W/G,2013 L/G,2013 Margin,2013 WRank,2013 LRank,2013 GFRank,2013 GARank,2013 MRank,2013 WPower,2013 LPower,2013 GFPower,2013 GAPower,2013 MPower,2014 Games,2014 W/G,2014 L/G,2014 Margin,2014 WRank,2014 LRank,2014 GFRank,2014 GARank,2014 MRank,2014 WPower,2014 LPower,2014 GFPower,2014 GAPower,2014 MPower,2015 Games,2015 W/G,2015 L/G,2015 Margin,2015 WRank,2015 LRank,2015 GFRank,2015 GARank,2015 MRank,2015 WPower,2015 LPower,2015 GFPower,2015 GAPower,2015 MPower,2016 Games,2016 W/G,2016 L/G,2016 Margin,2016 WRank,2016 LRank,2016 GFRank,2016 GARank,2016 MRank,2016 WPower,2016 LPower,2016 GFPower,2016 GAPower,2016 MPower,2017 Games,2017 W/G,2017 L/G,2017 Margin,2017 WRank,2017 LRank,2017 GFRank,2017 GARank,2017 MRank,2017 WPower,2017 LPower,2017 GFPower,2017 GAPower,2017 MPower,2018 Games,2018 W/G,2018 L/G,2018 Margin,2018 WRank,2018 LRank,2018 GFRank,2018 GARank,2018 MRank,2018 WPower,2018 LPower,2018 GFPower,2018 GAPower,2018 MPower,2019 Games,2019 W/G,2019 L/G,2019 Margin,2019 WRank,2019 LRank,2019 GFRank,2019 GARank,2019 MRank,2019 WPower,2019 LPower,2019 GFPower,2019 GAPower,2019 MPower,2020 Games,2020 W/G,2020 L/G,2020 Margin,2020 WRank,2020 LRank,2020 GFRank,2020 GARank,2020 MRank,2020 WPower,2020 LPower,2020 GFPower,2020 GAPower,2020 MPower
Toronto Raptors,47,35,99.5,98.5,41,41,100.2,97.3,33,49,99.0,101.9,40,42,104.1,105.9,22,60,99.1,105.4,23,43,90.7,94.0,34,48,97.2,98.7,48,34,101.3,98.0,49,33,104.0,100.9,56,26,102.7,98.2,51,31,106.9,102.6,59,23,111.7,103.9,58,24,114.4,108.4,53,19,112.8,106.5,82,0.573170731707317,0.4268292682926829,1.0,9.0,22.0,11.0,15.0,10.0,0.7096774193548387,0.29032258064516125,0.6451612903225806,0.5161290322580645,0.6774193548387097,82,0.5,0.5,2.9000000000000057,15.5,15.5,13.0,21.0,12.0,0.5,0.5,0.5806451612903225,0.32258064516129037,0.6129032258064516,82,0.4024390243902439,0.5975609756097561,-2.9000000000000057,22.0,9.0,16.0,11.0,23.0,0.29032258064516125,0.7096774193548387,0.4838709677419355,0.6451612903225806,0.25806451612903225,82,0.4878048780487805,0.5121951219512195,-1.8000000000000114,18.5,12.5,5.0,3.5,19.0,0.4032258064516129,0.5967741935483871,0.8387096774193549,0.8870967741935484,0.3870967741935484,82,0.2682926829268293,0.7317073170731707,-6.300000000000011,28.0,3.0,17.0,5.0,27.0,0.09677419354838712,0.9032258064516129,0.4516129032258065,0.8387096774193549,0.12903225806451613,66,0.3484848484848485,0.6515151515151515,-3.299999999999997,23.5,7.5,28.0,22.0,22.0,0.24193548387096775,0.7580645161290323,0.09677419354838712,0.29032258064516125,0.29032258064516125,82,0.4146341463414634,0.5853658536585366,-1.5,19.5,11.5,16.0,14.0,18.5,0.3709677419354839,0.6290322580645161,0.4838709677419355,0.5483870967741935,0.4032258064516129,82,0.5853658536585366,0.4146341463414634,3.299999999999997,12.0,19.0,13.0,24.0,9.0,0.6129032258064516,0.3870967741935484,0.5806451612903225,0.22580645161290325,0.7096774193548387,82,0.5975609756097561,0.4024390243902439,3.0999999999999943,11.0,20.0,4.5,12.5,9.0,0.6451612903225806,0.3548387096774194,0.8548387096774194,0.5967741935483871,0.7096774193548387,82,0.6829268292682927,0.3170731707317073,4.5,4.0,27.0,13.5,28.0,5.0,0.8709677419354839,0.12903225806451613,0.564516129032258,0.09677419354838712,0.8387096774193549,82,0.6219512195121951,0.3780487804878049,4.300000000000011,6.5,24.5,10.0,23.0,4.0,0.7903225806451613,0.20967741935483875,0.6774193548387097,0.25806451612903225,0.8709677419354839,82,0.7195121951219512,0.2804878048780488,7.799999999999997,2.0,29.0,3.5,24.0,2.0,0.935483870967742,0.06451612903225812,0.8870967741935484,0.22580645161290325,0.935483870967742,82,0.7073170731707317,0.2926829268292683,6.0,2.0,29.0,8.0,22.0,3.0,0.935483870967742,0.06451612903225812,0.7419354838709677,0.29032258064516125,0.9032258064516129,72,0.7361111111111112,0.2638888888888889,6.299999999999997,2.0,28.5,13.0,30.0,4.0,0.935483870967742,0.08064516129032262,0.5806451612903225,0.032258064516129004,0.8709677419354839
Brooklyn Nets,41,41,97.6,98.3,34,48,95.8,100.9,34,48,98.1,100.5,12,70,92.4,101.5,24,58,94.2,100.4,22,44,93.1,99.1,49,33,96.9,95.1,44,38,98.5,99.5,38,44,98.0,100.9,21,61,98.6,106.0,20,62,105.8,112.5,28,54,106.6,110.3,42,40,112.2,112.3,35,37,111.8,112.3,82,0.5,0.5,-0.7000000000000028,14.5,16.5,15.0,18.0,16.0,0.532258064516129,0.467741935483871,0.5161290322580645,0.4193548387096774,0.4838709677419355,82,0.4146341463414634,0.5853658536585366,-5.1000000000000085,21.0,10.0,25.0,14.0,23.0,0.32258064516129037,0.6774193548387097,0.19354838709677424,0.5483870967741935,0.25806451612903225,82,0.4146341463414634,0.5853658536585366,-2.4000000000000057,20.5,10.5,19.5,14.0,21.0,0.33870967741935487,0.6612903225806452,0.3709677419354839,0.5483870967741935,0.32258064516129037,82,0.14634146341463414,0.8536585365853658,-9.099999999999994,30.0,1.0,30.0,14.0,29.0,0.032258064516129004,0.967741935483871,0.032258064516129004,0.5483870967741935,0.06451612903225812,82,0.2926829268292683,0.7073170731707317,-6.200000000000003,25.5,5.5,28.0,16.0,26.0,0.17741935483870963,0.8225806451612903,0.09677419354838712,0.4838709677419355,0.16129032258064513,66,0.3333333333333333,0.6666666666666666,-6.0,25.5,5.5,24.0,7.0,28.0,0.17741935483870963,0.8225806451612903,0.22580645161290325,0.7741935483870968,0.09677419354838712,82,0.5975609756097561,0.4024390243902439,1.8000000000000114,8.5,22.0,17.0,25.0,10.0,0.7258064516129032,0.29032258064516125,0.4516129032258065,0.19354838709677424,0.6774193548387097,82,0.5365853658536586,0.4634146341463415,-1.0,14.5,16.5,21.0,20.5,19.0,0.532258064516129,0.467741935483871,0.32258064516129037,0.33870967741935487,0.3870967741935484,82,0.4634146341463415,0.5365853658536586,-2.9000000000000057,19.0,12.0,21.0,12.5,22.0,0.3870967741935484,0.6129032258064516,0.32258064516129037,0.5967741935483871,0.29032258064516125,82,0.25609756097560976,0.7439024390243902,-7.400000000000006,28.0,3.0,26.0,7.5,28.0,0.09677419354838712,0.9032258064516129,0.16129032258064513,0.7580645161290323,0.09677419354838712,82,0.24390243902439024,0.7560975609756098,-6.700000000000003,30.0,1.0,12.0,2.0,29.0,0.032258064516129004,0.967741935483871,0.6129032258064516,0.935483870967742,0.06451612903225812,82,0.34146341463414637,0.6585365853658537,-3.700000000000003,23.0,8.0,13.5,3.0,24.0,0.25806451612903225,0.7419354838709677,0.564516129032258,0.9032258064516129,0.22580645161290325,82,0.5121951219512195,0.4878048780487805,-0.09999999999999432,14.5,16.5,15.0,13.0,15.0,0.532258064516129,0.467741935483871,0.5161290322580645,0.5806451612903225,0.5161290322580645,72,0.4861111111111111,0.5138888888888888,-0.5,14.5,17.0,16.5,12.5,15.0,0.532258064516129,0.4516129032258065,0.467741935483871,0.5967741935483871,0.5161290322580645
Philadelphia 76ers,35,47,94.9,98.0,40,42,96.6,96.2,41,41,97.4,97.3,27,55,97.7,101.6,41,41,99.0,97.5,35,31,93.6,89.4,34,48,93.2,96.5,19,63,99.5,109.9,18,64,92.0,101.0,10,72,97.4,107.6,28,54,102.4,108.1,52,30,109.8,105.3,51,31,115.2,112.5,43,30,110.7,108.4,82,0.4268292682926829,0.573170731707317,-3.0999999999999943,19.5,11.5,26.0,19.5,23.0,0.3709677419354839,0.6290322580645161,0.16129032258064513,0.3709677419354839,0.25806451612903225,82,0.4878048780487805,0.5121951219512195,0.3999999999999915,17.0,14.0,23.0,24.0,14.0,0.4516129032258065,0.5483870967741935,0.25806451612903225,0.22580645161290325,0.5483870967741935,82,0.5,0.5,0.10000000000000853,15.5,15.5,22.0,20.0,15.0,0.5,0.5,0.29032258064516125,0.3548387096774194,0.5161290322580645,82,0.32926829268292684,0.6707317073170732,-3.8999999999999915,24.5,6.5,22.5,13.0,24.0,0.20967741935483875,0.7903225806451613,0.27419354838709675,0.5806451612903225,0.22580645161290325,82,0.5,0.5,1.5,16.0,15.0,18.0,19.0,12.5,0.4838709677419355,0.5161290322580645,0.4193548387096774,0.3870967741935484,0.5967741935483871,66,0.5303030303030303,0.4696969696969697,4.199999999999989,16.0,15.0,22.5,28.0,5.0,0.4838709677419355,0.5161290322580645,0.27419354838709675,0.09677419354838712,0.8387096774193549,82,0.4146341463414634,0.5853658536585366,-3.299999999999997,19.5,11.5,29.0,21.5,23.0,0.3709677419354839,0.6290322580645161,0.06451612903225812,0.30645161290322576,0.25806451612903225,82,0.23170731707317074,0.7682926829268293,-10.400000000000006,29.0,2.0,19.0,1.0,30.0,0.06451612903225812,0.935483870967742,0.3870967741935484,0.967741935483871,0.032258064516129004,82,0.21951219512195122,0.7804878048780488,-9.0,28.0,3.0,29.0,11.0,29.0,0.09677419354838712,0.9032258064516129,0.06451612903225812,0.6451612903225806,0.06451612903225812,82,0.12195121951219512,0.8780487804878049,-10.199999999999989,30.0,1.0,29.0,2.0,30.0,0.032258064516129004,0.967741935483871,0.06451612903225812,0.935483870967742,0.032258064516129004,82,0.34146341463414637,0.6585365853658537,-5.699999999999989,27.0,4.0,25.0,7.0,27.0,0.12903225806451613,0.8709677419354839,0.19354838709677424,0.7741935483870968,0.12903225806451613,82,0.6341463414634146,0.36585365853658536,4.5,5.0,26.0,7.0,20.0,4.0,0.8387096774193549,0.16129032258064513,0.7741935483870968,0.3548387096774194,0.8709677419354839,82,0.6219512195121951,0.3780487804878049,2.700000000000003,7.0,24.0,4.0,12.0,11.0,0.7741935483870968,0.22580645161290325,0.8709677419354839,0.6129032258064516,0.6451612903225806,73,0.589041095890411,0.410958904109589,2.299999999999997,12.5,19.0,20.0,24.5,10.0,0.5967741935483871,0.3870967741935484,0.3548387096774194,0.20967741935483875,0.6774193548387097
New York Knicks,33,49,97.5,100.3,23,59,96.9,103.5,32,50,105.2,107.8,29,53,102.1,105.9,42,40,106.5,105.7,36,30,97.8,94.7,54,28,100.0,95.7,37,45,98.6,99.4,17,65,91.9,101.2,32,50,98.4,101.1,31,51,104.3,108.0,29,53,104.5,108.0,17,65,104.6,113.8,21,45,105.8,112.3,82,0.4024390243902439,0.5975609756097561,-2.799999999999997,22.0,9.0,16.0,11.0,21.0,0.29032258064516125,0.7096774193548387,0.4838709677419355,0.6451612903225806,0.32258064516129037,82,0.2804878048780488,0.7195121951219512,-6.599999999999994,25.5,5.5,21.0,9.0,25.0,0.17741935483870963,0.8225806451612903,0.32258064516129037,0.7096774193548387,0.19354838709677424,82,0.3902439024390244,0.6097560975609756,-2.5999999999999943,23.0,8.0,4.0,3.0,22.0,0.25806451612903225,0.7419354838709677,0.8709677419354839,0.9032258064516129,0.29032258064516125,82,0.35365853658536583,0.6463414634146342,-3.8000000000000114,22.5,8.5,9.5,3.5,23.0,0.27419354838709675,0.7258064516129032,0.6935483870967742,0.8870967741935484,0.25806451612903225,82,0.5121951219512195,0.4878048780487805,0.7999999999999972,15.0,16.0,2.0,3.5,15.0,0.5161290322580645,0.4838709677419355,0.935483870967742,0.8870967741935484,0.5161290322580645,66,0.5454545454545454,0.45454545454545453,3.0999999999999943,14.0,17.0,11.5,20.0,8.0,0.5483870967741935,0.4516129032258065,0.6290322580645161,0.3548387096774194,0.7419354838709677,82,0.6585365853658537,0.34146341463414637,4.299999999999997,7.0,24.0,11.0,24.0,6.0,0.7741935483870968,0.22580645161290325,0.6451612903225806,0.22580645161290325,0.8064516129032258,82,0.45121951219512196,0.5487804878048781,-0.8000000000000114,19.0,12.0,20.0,22.5,18.0,0.3870967741935484,0.6129032258064516,0.3548387096774194,0.27419354838709675,0.4193548387096774,82,0.2073170731707317,0.7926829268292683,-9.299999999999997,29.0,2.0,30.0,9.5,30.0,0.06451612903225812,0.935483870967742,0.032258064516129004,0.6935483870967742,0.032258064516129004,82,0.3902439024390244,0.6097560975609756,-2.6999999999999886,24.0,7.0,27.0,21.0,22.0,0.22580645161290325,0.7741935483870968,0.12903225806451613,0.32258064516129037,0.29032258064516125,82,0.3780487804878049,0.6219512195121951,-3.700000000000003,24.5,6.5,18.5,8.0,24.0,0.20967741935483875,0.7903225806451613,0.4032258064516129,0.7419354838709677,0.22580645161290325,82,0.35365853658536583,0.6463414634146342,-3.5,22.0,9.0,18.0,11.5,23.0,0.29032258064516125,0.7096774193548387,0.4193548387096774,0.6290322580645161,0.25806451612903225,82,0.2073170731707317,0.7926829268292683,-9.200000000000003,30.0,1.0,28.0,9.0,28.0,0.032258064516129004,0.967741935483871,0.09677419354838712,0.7096774193548387,0.09677419354838712,66,0.3181818181818182,0.6818181818181818,-6.5,25.0,6.5,29.0,12.5,26.0,0.19354838709677424,0.7903225806451613,0.06451612903225812,0.5967741935483871,0.16129032258064513
Boston Celtics,24,58,95.8,99.2,66,16,100.5,90.3,62,20,100.9,93.4,50,32,99.2,95.6,56,26,96.5,91.1,39,27,91.8,89.3,41,40,96.5,96.7,25,57,96.2,100.7,40,42,101.4,101.2,48,34,105.7,102.5,53,29,108.0,105.4,55,27,104.0,100.4,49,33,112.4,108.0,48,24,113.7,107.3,82,0.2926829268292683,0.7073170731707317,-3.4000000000000057,29.0,2.0,22.0,13.0,24.0,0.06451612903225812,0.935483870967742,0.29032258064516125,0.5806451612903225,0.22580645161290325,82,0.8048780487804879,0.1951219512195122,10.200000000000003,1.0,30.0,11.0,29.0,1.0,0.967741935483871,0.032258064516129004,0.6451612903225806,0.06451612903225812,0.967741935483871,82,0.7560975609756098,0.24390243902439024,7.5,3.0,28.0,11.0,28.0,3.0,0.9032258064516129,0.09677419354838712,0.6451612903225806,0.09677419354838712,0.9032258064516129,82,0.6097560975609756,0.3902439024390244,3.6000000000000085,10.5,20.5,19.0,25.5,9.0,0.6612903225806452,0.33870967741935487,0.3870967741935484,0.17741935483870963,0.7096774193548387,82,0.6829268292682927,0.3170731707317073,5.400000000000006,6.0,25.0,23.0,30.0,6.0,0.8064516129032258,0.19354838709677424,0.25806451612903225,0.032258064516129004,0.8064516129032258,66,0.5909090909090909,0.4090909090909091,2.5,10.0,21.0,26.0,29.0,10.5,0.6774193548387097,0.32258064516129037,0.16129032258064513,0.06451612903225812,0.6612903225806452,81,0.5061728395061729,0.49382716049382713,-0.20000000000000284,16.5,15.0,18.5,19.0,16.0,0.467741935483871,0.5161290322580645,0.4032258064516129,0.3870967741935484,0.4838709677419355,82,0.3048780487804878,0.6951219512195121,-4.5,26.5,4.5,26.0,18.0,25.0,0.14516129032258063,0.8548387096774194,0.16129032258064513,0.4193548387096774,0.19354838709677424,82,0.4878048780487805,0.5121951219512195,0.20000000000000284,16.0,15.0,13.0,9.5,17.0,0.4838709677419355,0.5161290322580645,0.5806451612903225,0.6935483870967742,0.4516129032258065,82,0.5853658536585366,0.4146341463414634,3.200000000000003,8.5,22.5,5.0,18.0,8.0,0.7258064516129032,0.27419354838709675,0.8387096774193549,0.4193548387096774,0.7419354838709677,82,0.6463414634146342,0.35365853658536583,2.5999999999999943,4.0,27.0,7.0,16.0,8.0,0.8709677419354839,0.12903225806451613,0.7741935483870968,0.4838709677419355,0.7419354838709677,82,0.6707317073170732,0.32926829268292684,3.5999999999999943,4.0,27.0,20.0,28.0,6.0,0.8709677419354839,0.12903225806451613,0.3548387096774194,0.09677419354838712,0.8064516129032258,82,0.5975609756097561,0.4024390243902439,4.400000000000006,9.5,21.5,14.0,23.0,6.0,0.6935483870967742,0.30645161290322576,0.5483870967741935,0.25806451612903225,0.8064516129032258,72,0.6666666666666666,0.3333333333333333,6.400000000000006,5.0,26.0,9.0,29.0,2.0,0.8387096774193549,0.16129032258064513,0.7096774193548387,0.06451612903225812,0.935483870967742
Detroit Pistons,53,29,96.0,91.8,59,23,97.5,90.1,39,43,94.2,94.7,27,55,94.0,99.1,30,52,97.0,100.6,25,41,90.9,95.7,29,53,94.9,98.8,29,53,101.0,104.7,32,50,98.5,99.5,44,38,102.0,101.4,37,45,101.3,102.5,39,43,103.8,103.9,41,41,107.0,107.3,20,46,107.2,110.8,82,0.6463414634146342,0.35365853658536583,4.200000000000003,4.0,27.0,21.0,29.0,6.0,0.8709677419354839,0.12903225806451613,0.32258064516129037,0.06451612903225812,0.8064516129032258,82,0.7195121951219512,0.2804878048780488,7.400000000000006,2.0,29.0,16.5,30.0,2.0,0.935483870967742,0.06451612903225812,0.467741935483871,0.032258064516129004,0.935483870967742,82,0.47560975609756095,0.524390243902439,-0.5,17.0,14.0,28.0,23.0,17.0,0.4516129032258065,0.5483870967741935,0.09677419354838712,0.25806451612903225,0.4516129032258065,82,0.32926829268292684,0.6707317073170732,-5.099999999999994,24.5,6.5,29.0,17.5,27.0,0.20967741935483875,0.7903225806451613,0.06451612903225812,0.4354838709677419,0.12903225806451613,82,0.36585365853658536,0.6341463414634146,-3.5999999999999943,24.0,7.0,22.0,15.0,23.0,0.22580645161290325,0.7741935483870968,0.29032258064516125,0.5161290322580645,0.25806451612903225,66,0.3787878787878788,0.6212121212121212,-4.799999999999997,22.0,9.0,27.0,17.0,25.0,0.29032258064516125,0.7096774193548387,0.12903225806451613,0.4516129032258065,0.19354838709677424,82,0.35365853658536583,0.6463414634146342,-3.8999999999999915,23.5,7.5,22.0,13.0,25.0,0.24193548387096775,0.7580645161290323,0.29032258064516125,0.5806451612903225,0.19354838709677424,82,0.35365853658536583,0.6463414634146342,-3.700000000000003,23.0,8.0,14.5,4.0,24.0,0.25806451612903225,0.7419354838709677,0.532258064516129,0.8709677419354839,0.22580645161290325,82,0.3902439024390244,0.6097560975609756,-1.0,23.0,8.0,18.0,17.0,20.0,0.25806451612903225,0.7419354838709677,0.4193548387096774,0.4516129032258065,0.3548387096774194,82,0.5365853658536586,0.4634146341463415,0.5999999999999943,12.5,18.5,19.0,19.0,14.0,0.5967741935483871,0.4032258064516129,0.3870967741935484,0.3870967741935484,0.5483870967741935,82,0.45121951219512196,0.5487804878048781,-1.2000000000000028,19.0,12.0,26.0,24.0,21.0,0.3870967741935484,0.6129032258064516,0.16129032258064513,0.22580645161290325,0.32258064516129037,82,0.47560975609756095,0.524390243902439,-0.10000000000000853,19.0,12.0,22.0,24.0,19.0,0.3870967741935484,0.6129032258064516,0.29032258064516125,0.22580645161290325,0.3870967741935484,82,0.5,0.5,-0.29999999999999716,16.0,15.0,25.0,24.0,17.0,0.4838709677419355,0.5161290322580645,0.19354838709677424,0.22580645161290325,0.4516129032258065,66,0.30303030303030304,0.696969696969697,-3.5999999999999943,26.5,4.5,25.0,16.0,23.0,0.14516129032258063,0.8548387096774194,0.19354838709677424,0.4838709677419355,0.25806451612903225
Cleveland Cavaliers,50,32,96.8,92.9,45,37,96.4,96.7,66,16,100.3,91.4,61,21,102.1,95.6,19,63,95.5,104.5,21,45,93.0,100.2,24,58,96.5,101.2,33,49,98.2,101.5,53,29,103.1,98.7,57,25,104.3,98.3,51,31,110.3,107.2,50,32,110.9,109.9,19,63,104.5,114.1,19,46,106.9,114.8,82,0.6097560975609756,0.3902439024390244,3.8999999999999915,7.0,24.0,19.0,26.0,7.0,0.7741935483870968,0.22580645161290325,0.3870967741935484,0.16129032258064513,0.7741935483870968,82,0.5487804878048781,0.45121951219512196,-0.29999999999999716,13.0,18.0,24.0,22.0,15.0,0.5806451612903225,0.4193548387096774,0.22580645161290325,0.29032258064516125,0.5161290322580645,82,0.8048780487804879,0.1951219512195122,8.899999999999991,1.0,30.0,13.0,30.0,1.0,0.967741935483871,0.032258064516129004,0.5806451612903225,0.032258064516129004,0.967741935483871,82,0.7439024390243902,0.25609756097560976,6.5,1.0,30.0,9.5,25.5,2.0,0.967741935483871,0.032258064516129004,0.6935483870967742,0.17741935483870963,0.935483870967742,82,0.23170731707317074,0.7682926829268293,-9.0,29.0,2.0,25.0,8.0,30.0,0.06451612903225812,0.935483870967742,0.19354838709677424,0.7419354838709677,0.032258064516129004,66,0.3181818181818182,0.6818181818181818,-7.200000000000003,27.5,3.5,25.0,5.0,29.0,0.11290322580645162,0.8870967741935484,0.19354838709677424,0.8387096774193549,0.06451612903225812,82,0.2926829268292683,0.7073170731707317,-4.700000000000003,28.0,3.0,18.5,6.0,26.0,0.09677419354838712,0.9032258064516129,0.4032258064516129,0.8064516129032258,0.16129032258064513,82,0.4024390243902439,0.5975609756097561,-3.299999999999997,22.0,9.0,22.0,15.5,23.0,0.29032258064516125,0.7096774193548387,0.29032258064516125,0.5,0.25806451612903225,82,0.6463414634146342,0.35365853658536583,4.3999999999999915,7.0,24.0,8.0,18.0,5.0,0.7741935483870968,0.22580645161290325,0.7419354838709677,0.4193548387096774,0.8387096774193549,82,0.6951219512195121,0.3048780487804878,6.0,3.0,28.0,8.0,27.0,4.0,0.9032258064516129,0.09677419354838712,0.7419354838709677,0.12903225806451613,0.8709677419354839,82,0.6219512195121951,0.3780487804878049,3.0999999999999943,6.5,24.5,4.0,11.0,7.0,0.7903225806451613,0.20967741935483875,0.8709677419354839,0.6451612903225806,0.7741935483870968,82,0.6097560975609756,0.3902439024390244,1.0,6.0,25.0,5.0,5.0,14.0,0.8064516129032258,0.19354838709677424,0.8387096774193549,0.8387096774193549,0.5483870967741935,82,0.23170731707317074,0.7682926829268293,-9.599999999999994,28.5,2.5,29.0,7.0,30.0,0.08064516129032262,0.9193548387096775,0.06451612903225812,0.7741935483870968,0.032258064516129004,65,0.2923076923076923,0.7076923076923077,-7.8999999999999915,28.5,4.5,26.0,8.5,28.0,0.08064516129032262,0.8548387096774194,0.16129032258064513,0.7258064516129032,0.09677419354838712
Chicago Bulls,49,33,98.8,93.8,33,49,97.3,100.4,41,41,102.2,102.5,41,41,97.5,99.1,62,20,98.6,91.3,50,16,96.3,88.2,45,37,93.2,92.9,48,34,93.7,91.8,50,32,100.8,97.8,42,40,101.6,103.1,41,41,102.9,102.4,27,55,102.9,110.0,22,60,104.9,113.4,22,43,106.8,109.9,82,0.5975609756097561,0.4024390243902439,5.0,8.0,23.0,13.0,25.0,4.0,0.7419354838709677,0.25806451612903225,0.5806451612903225,0.19354838709677424,0.8709677419354839,82,0.4024390243902439,0.5975609756097561,-3.1000000000000085,22.0,9.0,18.0,15.0,21.0,0.29032258064516125,0.7096774193548387,0.4193548387096774,0.5161290322580645,0.32258064516129037,82,0.5,0.5,-0.29999999999999716,15.5,15.5,8.0,10.0,16.0,0.5,0.5,0.7419354838709677,0.6774193548387097,0.4838709677419355,82,0.5,0.5,-1.5999999999999943,17.0,14.0,24.0,17.5,18.0,0.4516129032258065,0.5483870967741935,0.22580645161290325,0.4354838709677419,0.4193548387096774,82,0.7560975609756098,0.24390243902439024,7.299999999999997,1.0,30.0,19.5,29.0,2.0,0.967741935483871,0.032258064516129004,0.3709677419354839,0.06451612903225812,0.935483870967742,66,0.7575757575757576,0.24242424242424243,8.099999999999994,1.5,29.5,18.0,30.0,1.0,0.9516129032258065,0.048387096774193505,0.4193548387096774,0.032258064516129004,0.967741935483871,82,0.5487804878048781,0.45121951219512196,0.29999999999999716,12.0,19.0,29.0,28.0,14.0,0.6129032258064516,0.3870967741935484,0.06451612903225812,0.09677419354838712,0.5483870967741935,82,0.5853658536585366,0.4146341463414634,1.9000000000000057,12.0,19.0,30.0,30.0,13.0,0.6129032258064516,0.3870967741935484,0.032258064516129004,0.032258064516129004,0.5806451612903225,82,0.6097560975609756,0.3902439024390244,3.0,9.5,21.5,15.0,21.5,10.0,0.6935483870967742,0.30645161290322576,0.5161290322580645,0.30645161290322576,0.6774193548387097,82,0.5121951219512195,0.4878048780487805,-1.5,15.0,16.0,21.0,15.0,18.0,0.5161290322580645,0.4838709677419355,0.32258064516129037,0.5161290322580645,0.4193548387096774,82,0.5,0.5,0.5,16.0,15.0,23.0,25.0,13.0,0.4838709677419355,0.5161290322580645,0.25806451612903225,0.19354838709677424,0.5806451612903225,82,0.32926829268292684,0.6707317073170732,-7.099999999999994,24.5,6.5,26.0,4.0,29.0,0.20967741935483875,0.7903225806451613,0.16129032258064513,0.8709677419354839,0.06451612903225812,82,0.2682926829268293,0.7317073170731707,-8.5,27.0,4.0,27.0,11.0,27.0,0.12903225806451613,0.8709677419354839,0.12903225806451613,0.6451612903225806,0.12903225806451613,65,0.3384615384615385,0.6615384615384615,-3.1000000000000085,24.0,8.0,27.0,17.5,22.0,0.22580645161290325,0.7419354838709677,0.12903225806451613,0.4354838709677419,0.29032258064516125
