Date,Home Odds,Vis Odds,Home,Visitor,Home PTS,Vis PTS
2020-08-13,1.62,2.41,Los Angeles Lakers,Sacramento Kings,122,136
2020-08-13,2.08,1.81,Boston Celtics,Washington Wizards,90,96
2020-08-12,2.79,1.48,Denver Nuggets,Los Angeles Clippers,111,124
2020-08-12,2.42,1.61,Oklahoma City Thunder,Miami Heat,116,115
2020-08-12,3.00,1.42,Philadelphia 76ers,Toronto Raptors,121,125
2020-08-12,1.37,3.29,Houston Rockets,Indiana Pacers,104,108
2020-08-11,4.15,1.26,Washington Wizards,Milwaukee Bucks,113,126
2020-08-11,1.68,2.27,Sacramento Kings,New Orleans Pelicans,112,106
2020-08-11,2.22,1.72,Dallas Mavericks,Portland Trail Blazers,131,134
2020-08-11,2.61,1.54,Memphis Grizzlies,Boston Celtics,107,122
2020-08-11,4.84,1.21,Philadelphia 76ers,Phoenix Suns,117,130
2020-08-11,1.57,2.52,San Antonio Spurs,Houston Rockets,123,105
2020-08-11,1.52,2.67,Orlando Magic,Brooklyn Nets,96,108
2020-08-10,1.48,2.79,Los Angeles Lakers,Denver Nuggets,124,121
2020-08-10,1.59,2.49,Miami Heat,Indiana Pacers,114,92
2020-08-10,1.47,2.82,Milwaukee Bucks,Toronto Raptors,106,114
2020-08-10,1.44,2.91,Utah Jazz,Dallas Mavericks,114,122
2020-08-10,1.28,3.89,Phoenix Suns,Oklahoma City Thunder,128,101
2020-08-09,1.24,4.46,Los Angeles Clippers,Brooklyn Nets,120,129
2020-08-09,2.63,1.53,Sacramento Kings,Houston Rockets,112,129
2020-08-09,1.71,2.22,Portland Trail Blazers,Philadelphia 76ers,124,121
2020-08-09,1.26,4.11,Boston Celtics,Orlando Magic,122,119 
2020-08-09,1.60,2.46,New Orleans Pelicans,San Antonio Spurs,113,122
2020-08-09,1.34,3.48,Toronto Raptors,Memphis Grizzlies,108,99
2020-08-09,1.23,4.49,Oklahoma City Thunder,Washington Wizards,121,103
2020-08-08,2.96,1.43,Dallas Mavericks,Milwaukee Bucks,136,132 
2020-08-08,2.44,1.60,Miami Heat,Phoenix Suns,112,119
2020-08-08,2.85,1.46,Indiana Pacers,Los Angeles Lakers,116,111
2020-08-08,1.88,1.98,Denver Nuggets,Utah Jazz,134,132 
2020-08-08,1.55,2.58,Portland Trail Blazers,Los Angeles Clippers,117,122
2020-08-07,1.83,2.04,Toronto Raptors,Boston Celtics,100,122
2020-08-07,1.28,3.93,New Orleans Pelicans,Washington Wizards,118,107
2020-08-07,1.49,2.75,Philadelphia 76ers,Orlando Magic,108,101
2020-08-07,2.80,1.47,Brooklyn Nets,Sacramento Kings,119,106
2020-08-07,2.35,1.65,Memphis Grizzlies,Oklahoma City Thunder,121,92
2020-08-07,1.25,4.29,San Antonio Spurs,Utah Jazz,119,111
2020-08-06,1.65,2.33,Houston Rockets,Los Angeles Lakers,113,97
2020-08-06,2.63,1.53,Denver Nuggets,Portland Trail Blazers,115,125
2020-08-06,2.53,1.57,Dallas Mavericks,Los Angeles Clippers,111,126
2020-08-06,1.23,4.50,Milwaukee Bucks,Miami Heat,130,116
2020-08-06,2.03,1.84,Phoenix Suns,Indiana Pacers,114,99
2020-08-06,2.58,1.55,Sacramento Kings,New Orleans Pelicans,140,125
2020-08-05,1.24,4.40,Boston Celtics,Brooklyn Nets,149,115
2020-08-05,3.63,1.31,Orlando Magic,Toronto Raptors,99,109
2020-08-05,1.46,2.83,Los Angeles Lakers,Oklahoma City Thunder,86,105
2020-08-05,2.10,1.78,San Antonio Spurs,Denver Nuggets,126,132
2020-08-05,5.38,1.18,Washington Wizards,Philadelphia 76ers,98,107
2020-08-05,1.48,2.77,Utah Jazz,Memphis Grizzlies,124,115
2020-08-04,2.38,1.63,Portland Trail Blazers,Houston Rockets,110,102
2020-08-04,2.68,1.51,Miami Heat,Boston Celtics,112,106
2020-08-04,2.01,1.85,Indiana Pacers,Orlando Magic,120,109
2020-08-04,1.26,4.16,Los Angeles Clippers,Phoenix Suns,115,117
2020-08-04,2.91,1.45,Sacramento Kings,Dallas Mavericks,110,114 
2020-08-04,1.03,16.49,Milwaukee Bucks,Brooklyn Nets,116,119
2020-08-03,3.11,1.40,Utah Jazz,Los Angeles Lakers,108,116
2020-08-03,1.32,3.60,Philadelphia 76ers,San Antonio Spurs,132,130
2020-08-03,1.50,2.70,New Orleans Pelicans,Memphis Grizzlies,109,99
2020-08-03,1.44,2.91,Oklahoma City Thunder,Denver Nuggets,113,121 
2020-08-03,4.24,1.25,Washington Wizards,Indiana Pacers,100,111
2020-08-03,2.27,1.69,Miami Heat,Toronto Raptors,103,107
2020-08-02,3.08,1.41,Phoenix Suns,Dallas Mavericks,117,115
2020-08-02,2.72,1.50,Houston Rockets,Milwaukee Bucks,120,116
2020-08-02,1.79,2.09,Orlando Magic,Sacramento Kings,132,116
2020-08-02,1.69,2.26,Memphis Grizzlies,San Antonio Spurs,106,108
2020-08-02,1.57,2.51,Boston Celtics,Portland Trail Blazers,128,124
2020-08-02,1.59,2.46,Brooklyn Nets,Washington Wizards,118,110
2020-08-01,2.22,1.71,Toronto Raptors,Los Angeles Lakers,107,92
2020-08-01,3.17,1.39,Indiana Pacers,Philadelphia 76ers,127,121
2020-08-01,1.47,2.81,Los Angeles Clippers,New Orleans Pelicans,126,103
2020-08-01,1.90,1.95,Oklahoma City Thunder,Utah Jazz,110,94
2020-08-01,2.46,1.59,Denver Nuggets,Miami Heat,105,125
2020-07-31,2.01,1.86,Dallas Mavericks,Houston Rockets,149,153 
2020-07-31,2.39,1.63,San Antonio Spurs,Sacramento Kings,129,120
2020-07-31,1.58,2.49,Milwaukee Bucks,Boston Celtics,119,112
2020-07-31,1.63,2.39,Portland Trail Blazers,Memphis Grizzlies,140,135 
2020-07-31,3.55,1.32,Washington Wizards,Phoenix Suns,112,125
2020-07-31,3.67,1.31,Brooklyn Nets,Orlando Magic,118,128
2020-07-30,1.57,2.51,Los Angeles Lakers,Los Angeles Clippers,103,101
2020-07-30,1.72,2.18,New Orleans Pelicans,Utah Jazz,104,106
2020-07-28,2.07,1.76,Philadelphia 76ers,Dallas Mavericks,115,118 
2020-07-28,1.50,2.60,Houston Rockets,Boston Celtics,137,112
2020-07-28,2.80,1.44,Portland Trail Blazers,Oklahoma City Thunder,120,131
2020-07-28,1.53,2.53,Indiana Pacers,San Antonio Spurs,111,118
2020-07-28,2.83,1.43,Phoenix Suns,Toronto Raptors,117,106
2020-07-28,1.57,2.43,Miami Heat,Memphis Grizzlies,110,128
2020-07-27,1.34,3.26,Milwaukee Bucks,New Orleans Pelicans,103,124
2020-07-27,1.55,2.48,Denver Nuggets,Orlando Magic,110,114
2020-07-27,3.36,1.32,Brooklyn Nets,Utah Jazz,107,112
2020-07-27,1.48,2.68,Los Angeles Clippers,Sacramento Kings,102,106
2020-07-27,1.66,2.23,Los Angeles Lakers,Washington Wizards,123,116
2020-07-26,2.68,1.47,Memphis Grizzlies,Houston Rockets,104,119
2020-07-26,1.36,3.14,Toronto Raptors,Portland Trail Blazers,110,104
2020-07-26,1.46,2.72,Dallas Mavericks,Indiana Pacers,111,118
2020-07-26,1.42,2.90,Boston Celtics,Phoenix Suns,117,103
2020-07-26,1.85,1.96,Oklahoma City Thunder,Philadelphia 76ers,102,97
2020-07-25,2.07,1.74,New Orleans Pelicans,Denver Nuggets,119,104
2020-07-25,3.73,1.27,Washington Wizards,Los Angeles Clippers,100,105
2020-07-25,1.37,3.06,San Antonio Spurs,Brooklyn Nets,119,124
2020-07-25,2.10,1.73,Utah Jazz,Miami Heat,101,99
2020-07-25,4.45,1.20,Sacramento Kings,Milwaukee Bucks,123,131
2020-07-25,3.02,1.39,Orlando Magic,Los Angeles Lakers,112,119
2020-07-24,1.70,2.14,Toronto Raptors,Houston Rockets,94,83
2020-07-24,1.69,2.17,Boston Celtics,Oklahoma City Thunder,84,98
2020-07-24,1.51,2.54,Philadelphia 76ers,Memphis Grizzlies,90,83
2020-07-23,1.39,3.02,Utah Jazz,Phoenix Suns,88,101
2020-07-23,1.63,2.31,Los Angeles Lakers,Dallas Mavericks,104,108
2020-07-23,2.71,1.46,Indiana Pacers,Portland Trail Blazers,91,88
2020-07-23,1.23,4.23,Milwaukee Bucks,San Antonio Spurs,113,92
2020-07-22,1.44,2.79,Miami Heat,Sacramento Kings,104,98
2020-07-22,2.76,1.45,Brooklyn Nets,New Orleans Pelicans,68,99
2020-07-22,1.47,2.70,Denver Nuggets,Washington Wizards,89,82
2020-07-22,1.66,2.25,Los Angeles Clippers,Orlando Magic,99,90
2020-03-11,2.21,1.71,Dallas Mavericks,Denver Nuggets,113,97
2020-03-11,1.49,2.72,Atlanta Hawks,New York Knicks,131,136 
2020-03-11,1.15,5.94,Miami Heat,Charlotte Hornets,98,109
2020-03-11,1.12,6.80,Philadelphia 76ers,Detroit Pistons,124,106
2020-03-10,7.32,1.11,Golden State Warriors,Los Angeles Clippers,107,131
2020-03-10,1.12,6.72,Los Angeles Lakers,Brooklyn Nets,102,104
2020-03-10,1.42,2.98,Portland Trail Blazers,Phoenix Suns,121,105
2020-03-10,1.56,2.51,Chicago Bulls,Cleveland Cavaliers,108,103
2020-03-10,1.11,7.29,Houston Rockets,Minnesota Timberwolves,117,111
2020-03-10,1.76,2.12,Memphis Grizzlies,Orlando Magic,115,120
2020-03-10,2.45,1.59,San Antonio Spurs,Dallas Mavericks,119,109
2020-03-10,2.26,1.68,Indiana Pacers,Boston Celtics,111,114
2020-03-10,1.49,2.72,Washington Wizards,New York Knicks,122,115
2020-03-09,1.38,3.20,Denver Nuggets,Milwaukee Bucks,109,95
2020-03-09,1.44,2.90,Utah Jazz,Toronto Raptors,92,101
2020-03-09,1.50,2.71,Atlanta Hawks,Charlotte Hornets,143,138 
2020-03-08,2.69,1.50,Sacramento Kings,Toronto Raptors,113,118
2020-03-08,2.61,1.53,Cleveland Cavaliers,San Antonio Spurs,132,129 
2020-03-08,1.43,2.94,New York Knicks,Detroit Pistons,96,84
2020-03-08,1.40,3.10,Dallas Mavericks,Indiana Pacers,109,112
2020-03-08,1.30,3.74,Houston Rockets,Orlando Magic,106,126
2020-03-08,2.79,1.47,Washington Wizards,Miami Heat,89,100
2020-03-08,1.40,3.05,Boston Celtics,Oklahoma City Thunder,104,105
2020-03-08,3.19,1.38,Phoenix Suns,Milwaukee Bucks,140,131
2020-03-08,1.73,2.17,Los Angeles Clippers,Los Angeles Lakers,103,112
2020-03-08,3.36,1.35,Minnesota Timberwolves,New Orleans Pelicans,107,120
2020-03-08,1.41,3.03,Brooklyn Nets,Chicago Bulls,110,107
2020-03-08,1.75,2.13,Portland Trail Blazers,Sacramento Kings,111,123
2020-03-08,2.43,1.60,Golden State Warriors,Philadelphia 76ers,118,114
2020-03-08,1.41,3.02,Memphis Grizzlies,Atlanta Hawks,118,101
2020-03-08,4.67,1.21,Cleveland Cavaliers,Denver Nuggets,104,102
2020-03-08,3.93,1.27,Detroit Pistons,Utah Jazz,105,111
2020-03-08,3.78,1.29,Charlotte Hornets,Houston Rockets,108,99
2020-03-07,1.84,2.02,Los Angeles Lakers,Milwaukee Bucks,113,103
2020-03-07,2.41,1.61,Phoenix Suns,Portland Trail Blazers,127,117
2020-03-07,1.33,3.45,Dallas Mavericks,Memphis Grizzlies,121,96
2020-03-07,1.85,2.00,Boston Celtics,Utah Jazz,94,99
2020-03-07,2.18,1.72,Chicago Bulls,Indiana Pacers,102,108
2020-03-07,2.19,1.71,Minnesota Timberwolves,Orlando Magic,118,132
2020-03-07,1.83,2.02,New Orleans Pelicans,Miami Heat,110,104
2020-03-07,1.68,2.26,Brooklyn Nets,San Antonio Spurs,139,120
2020-03-07,2.99,1.42,New York Knicks,Oklahoma City Thunder,103,126
2020-03-07,1.47,2.81,Washington Wizards,Atlanta Hawks,118,112
2020-03-06,4.36,1.24,Golden State Warriors,Toronto Raptors,113,121
2020-03-06,1.46,2.81,Sacramento Kings,Philadelphia 76ers,108,125
2020-03-06,1.97,1.88,Houston Rockets,Los Angeles Clippers,105,120
2020-03-06,4.66,1.21,Charlotte Hornets,Denver Nuggets,112,114
2020-03-05,1.30,3.69,Portland Trail Blazers,Washington Wizards,125,104
2020-03-05,1.40,3.07,Dallas Mavericks,New Orleans Pelicans,127,123 
2020-03-05,1.81,2.05,Minnesota Timberwolves,Chicago Bulls,115,108
2020-03-05,1.84,2.01,Brooklyn Nets,Memphis Grizzlies,79,118
2020-03-05,1.36,3.27,Miami Heat,Orlando Magic,116,113
2020-03-05,4.07,1.26,New York Knicks,Utah Jazz,104,112
2020-03-05,2.47,1.58,Cleveland Cavaliers,Boston Celtics,106,112
2020-03-05,4.05,1.26,Detroit Pistons,Oklahoma City Thunder,107,114
2020-03-05,1.15,5.92,Milwaukee Bucks,Indiana Pacers,119,100
2020-03-04,1.11,7.34,Los Angeles Lakers,Philadelphia 76ers,120,107
2020-03-04,1.42,2.98,Sacramento Kings,Washington Wizards,133,126
2020-03-04,1.05,11.40,Denver Nuggets,Golden State Warriors,100,116
2020-03-04,2.39,1.61,Phoenix Suns,Toronto Raptors,114,123
2020-03-04,1.16,5.70,New Orleans Pelicans,Minnesota Timberwolves,134,139
2020-03-04,2.65,1.51,Oklahoma City Thunder,Los Angeles Clippers,94,109
2020-03-04,1.37,3.22,Boston Celtics,Brooklyn Nets,120,129 
2020-03-04,2.43,1.60,Charlotte Hornets,San Antonio Spurs,103,104
2020-03-02,2.13,1.76,San Antonio Spurs,Indiana Pacers,111,116
2020-03-02,3.35,1.35,Chicago Bulls,Dallas Mavericks,109,107
2020-03-02,1.76,2.12,Atlanta Hawks,Memphis Grizzlies,88,127
2020-03-02,2.65,1.51,Miami Heat,Milwaukee Bucks,105,89
2020-03-02,5.28,1.18,Cleveland Cavaliers,Utah Jazz,113,126
2020-03-02,5.19,1.18,New York Knicks,Houston Rockets,125,123
2020-03-02,1.39,3.14,Orlando Magic,Portland Trail Blazers,107,130
2020-03-01,3.52,1.32,Golden State Warriors,Washington Wizards,110,124
2020-03-01,1.81,2.05,New Orleans Pelicans,Los Angeles Lakers,114,122
2020-03-01,1.69,2.24,Denver Nuggets,Toronto Raptors,133,118
2020-03-01,1.22,4.61,Sacramento Kings,Detroit Pistons,106,100
2020-03-01,1.08,8.71,Los Angeles Clippers,Philadelphia 76ers,136,130
2020-03-01,2.92,1.44,Minnesota Timberwolves,Dallas Mavericks,91,111
2020-03-01,7.46,1.11,Charlotte Hornets,Milwaukee Bucks,85,93
2020-02-29,1.20,4.94,Phoenix Suns,Golden State Warriors,99,115
2020-02-29,2.00,1.85,Boston Celtics,Houston Rockets,110,111 
2020-02-29,1.59,2.45,San Antonio Spurs,Orlando Magic,114,113
2020-02-29,4.42,1.23,Cleveland Cavaliers,Indiana Pacers,104,113
2020-02-29,5.75,1.16,Memphis Grizzlies,Los Angeles Lakers,105,88
2020-02-29,1.72,2.19,Atlanta Hawks,Portland Trail Blazers,129,117
2020-02-29,1.32,3.55,Miami Heat,Brooklyn Nets,116,113
2020-02-29,1.71,2.21,New York Knicks,Chicago Bulls,125,115
2020-02-29,1.37,3.24,Los Angeles Clippers,Denver Nuggets,132,103
2020-02-29,1.24,4.27,Phoenix Suns,Detroit Pistons,111,113
2020-02-29,1.18,5.20,Utah Jazz,Washington Wizards,129,119
2020-02-29,1.74,2.14,Memphis Grizzlies,Sacramento Kings,101,104
2020-02-29,1.71,2.19,Miami Heat,Dallas Mavericks,126,118
2020-02-29,1.17,5.35,Milwaukee Bucks,Oklahoma City Thunder,133,86
2020-02-29,1.10,7.74,New Orleans Pelicans,Cleveland Cavaliers,116,104
2020-02-28,2.17,1.72,Atlanta Hawks,Brooklyn Nets,141,118
2020-02-28,1.08,8.48,Toronto Raptors,Charlotte Hornets,96,99
2020-02-28,1.29,3.74,Orlando Magic,Minnesota Timberwolves,136,125
2020-02-28,5.46,1.17,Golden State Warriors,Los Angeles Lakers,86,116
2020-02-28,1.18,5.08,Indiana Pacers,Portland Trail Blazers,106,100
2020-02-28,1.32,3.52,Oklahoma City Thunder,Sacramento Kings,112,108
2020-02-28,1.31,3.59,Philadelphia 76ers,New York Knicks,115,106
2020-02-27,1.49,2.71,Utah Jazz,Boston Celtics,103,114
2020-02-27,3.65,1.30,Phoenix Suns,Los Angeles Clippers,92,102
2020-02-27,2.51,1.56,San Antonio Spurs,Dallas Mavericks,103,109
2020-02-27,1.12,6.88,Houston Rockets,Memphis Grizzlies,140,112
2020-02-27,2.18,1.71,Atlanta Hawks,Orlando Magic,120,130
2020-02-27,1.13,6.37,Miami Heat,Minnesota Timberwolves,126,129
2020-02-27,2.04,1.82,Charlotte Hornets,New York Knicks,107,101
2020-02-27,3.64,1.30,Cleveland Cavaliers,Philadelphia 76ers,108,94
2020-02-27,2.04,1.81,Washington Wizards,Brooklyn Nets,110,106
2020-02-26,3.46,1.33,Golden State Warriors,Sacramento Kings,94,112
2020-02-26,1.31,3.60,Los Angeles Lakers,New Orleans Pelicans,118,109
2020-02-26,3.35,1.34,Portland Trail Blazers,Boston Celtics,106,118
2020-02-26,1.09,8.21,Denver Nuggets,Detroit Pistons,115,98
2020-02-26,3.50,1.32,Chicago Bulls,Oklahoma City Thunder,122,124
2020-02-26,1.91,1.93,Toronto Raptors,Milwaukee Bucks,97,108
2020-02-26,1.14,6.11,Indiana Pacers,Charlotte Hornets,119,80
2020-02-25,1.15,5.86,Los Angeles Clippers,Memphis Grizzlies,124,97
2020-02-25,1.26,3.96,Utah Jazz,Phoenix Suns,111,131
2020-02-25,1.08,8.40,Dallas Mavericks,Minnesota Timberwolves,139,123
2020-02-25,1.10,7.42,Houston Rockets,New York Knicks,123,112
2020-02-25,1.61,2.38,Brooklyn Nets,Orlando Magic,113,115
2020-02-25,3.11,1.39,Cleveland Cavaliers,Miami Heat,125,119 
2020-02-25,1.25,4.10,Philadelphia 76ers,Atlanta Hawks,129,112
2020-02-25,7.54,1.10,Washington Wizards,Milwaukee Bucks,134,137 
2020-02-23,1.45,2.82,Portland Trail Blazers,Detroit Pistons,107,104
2020-02-23,5.10,1.18,Golden State Warriors,New Orleans Pelicans,101,115
2020-02-23,2.37,1.62,Chicago Bulls,Washington Wizards,126,117
2020-02-23,1.50,2.69,Oklahoma City Thunder,San Antonio Spurs,131,103
2020-02-23,1.07,9.50,Denver Nuggets,Minnesota Timberwolves,128,116
2020-02-23,1.49,2.70,Toronto Raptors,Indiana Pacers,127,81
2020-02-23,1.31,3.59,Los Angeles Lakers,Boston Celtics,114,112
2020-02-22,1.80,2.06,Utah Jazz,Houston Rockets,110,120
2020-02-22,1.22,4.53,Milwaukee Bucks,Philadelphia 76ers,119,98
2020-02-22,2.29,1.66,Chicago Bulls,Phoenix Suns,104,112
2020-02-22,1.10,7.67,Miami Heat,Cleveland Cavaliers,124,105
2020-02-22,1.79,2.08,Atlanta Hawks,Dallas Mavericks,111,107
2020-02-22,2.52,1.56,Charlotte Hornets,Brooklyn Nets,86,115
2020-02-22,1.23,4.33,Los Angeles Clippers,Sacramento Kings,103,112
2020-02-22,1.17,5.45,Los Angeles Lakers,Memphis Grizzlies,117,105
2020-02-22,2.82,1.45,Portland Trail Blazers,New Orleans Pelicans,115,128
2020-02-22,1.34,3.40,Utah Jazz,San Antonio Spurs,104,113
2020-02-22,4.02,1.26,Minnesota Timberwolves,Boston Celtics,117,127
2020-02-22,1.82,2.02,Oklahoma City Thunder,Denver Nuggets,113,101
2020-02-21,3.35,1.35,New York Knicks,Indiana Pacers,98,106
2020-02-21,1.28,3.84,Toronto Raptors,Phoenix Suns,118,101
2020-02-21,2.51,1.56,Orlando Magic,Dallas Mavericks,106,122
2020-02-21,1.41,3.00,Washington Wizards,Cleveland Cavaliers,108,113
2020-02-21,4.89,1.20,Golden State Warriors,Houston Rockets,105,135
2020-02-21,1.95,1.89,Sacramento Kings,Memphis Grizzlies,129,125
2020-02-21,1.56,2.52,Chicago Bulls,Charlotte Hornets,93,103
2020-02-21,1.35,3.31,Philadelphia 76ers,Brooklyn Nets,112,104 
2020-02-21,3.05,1.40,Atlanta Hawks,Miami Heat,129,124
2020-02-21,7.81,1.09,Detroit Pistons,Milwaukee Bucks,106,126
2020-02-16,2.94,1.42,Team Giannis,Team LeBron,155,157
2020-02-14,1.43,2.88,Team USA,Team World,151,131
2020-02-13,1.86,1.99,Boston Celtics,Los Angeles Clippers,141,133 
2020-02-13,1.62,2.38,New Orleans Pelicans,Oklahoma City Thunder,118,123
2020-02-13,2.29,1.66,Denver Nuggets,Los Angeles Lakers,116,120 
2020-02-13,1.36,3.29,Phoenix Suns,Golden State Warriors,112,106
2020-02-13,1.50,2.68,Utah Jazz,Miami Heat,116,101
