Date,Home Odds,Vis Odds,Home,Visitor,Home PTS,Vis PTS
2018-02-15,1.46,2.83,New Orleans Pelicans,Los Angeles Lakers,139,117
2018-02-15,2.45,1.59,Brooklyn Nets,Indiana Pacers,103,108
2018-02-15,2.59,1.53,New York Knicks,Washington Wizards,113,118
2018-02-15,1.17,5.43,Detroit Pistons,Atlanta Hawks,104,98
2018-02-15,3.04,1.41,Orlando Magic,Charlotte Hornets,102,104
2018-02-15,1.48,2.77,Philadelphia 76ers,Miami Heat,104,102
2018-02-14,1.37,3.24,Denver Nuggets,San Antonio Spurs,117,109
2018-02-14,1.35,3.36,Dallas Mavericks,Sacramento Kings,109,114
2018-02-14,1.31,3.60,Milwaukee Bucks,Atlanta Hawks,97,92
2018-02-14,2.40,1.60,Minnesota Timberwolves,Houston Rockets,108,126
2018-02-14,1.65,2.33,Oklahoma City Thunder,Cleveland Cavaliers,112,120
2018-02-14,1.26,4.03,Toronto Raptors,Miami Heat,115,112
2018-02-13,1.05,12.46,Golden State Warriors,Phoenix Suns,129,83
2018-02-13,1.56,2.53,Utah Jazz,San Antonio Spurs,101,99
2018-02-13,1.53,2.61,Chicago Bulls,Orlando Magic,105,101
2018-02-13,2.63,1.51,Brooklyn Nets,Los Angeles Clippers,101,114
2018-02-13,1.64,2.33,Detroit Pistons,New Orleans Pelicans,103,118
2018-02-13,1.14,6.13,Philadelphia 76ers,New York Knicks,108,92
2018-02-11,1.60,2.43,Portland Trail Blazers,Utah Jazz,96,115
2018-02-11,1.05,11.42,Houston Rockets,Dallas Mavericks,104,97
2018-02-11,1.09,8.17,Minnesota Timberwolves,Sacramento Kings,111,106
2018-02-11,1.54,2.59,Oklahoma City Thunder,Memphis Grizzlies,110,92
2018-02-11,1.29,3.76,Indiana Pacers,New York Knicks,121,113
2018-02-11,2.42,1.60,Atlanta Hawks,Detroit Pistons,118,115
2018-02-11,1.52,2.64,Boston Celtics,Cleveland Cavaliers,99,121
2018-02-11,2.37,1.63,Charlotte Hornets,Toronto Raptors,103,123
2018-02-10,3.55,1.32,Phoenix Suns,Denver Nuggets,113,123
2018-02-10,1.65,2.31,Dallas Mavericks,Los Angeles Lakers,130,123
2018-02-10,1.15,5.90,Golden State Warriors,San Antonio Spurs,122,105
2018-02-10,2.82,1.46,Chicago Bulls,Washington Wizards,90,101
2018-02-10,2.74,1.49,Orlando Magic,Milwaukee Bucks,104,111
2018-02-10,1.52,2.65,Philadelphia 76ers,Los Angeles Clippers,112,98
2018-02-10,2.16,1.73,Brooklyn Nets,New Orleans Pelicans,128,138 
2018-02-10,2.71,1.49,Sacramento Kings,Portland Trail Blazers,100,118
2018-02-10,3.54,1.32,Chicago Bulls,Minnesota Timberwolves,114,113
2018-02-10,1.41,3.04,Utah Jazz,Charlotte Hornets,106,94
2018-02-10,1.24,4.24,Houston Rockets,Denver Nuggets,130,104
2018-02-10,1.83,2.03,Miami Heat,Milwaukee Bucks,91,85
2018-02-10,2.11,1.77,Atlanta Hawks,Cleveland Cavaliers,107,123
2018-02-10,1.58,2.49,Boston Celtics,Indiana Pacers,91,97
2018-02-10,1.64,2.35,Detroit Pistons,Los Angeles Clippers,95,108
2018-02-10,1.43,2.95,Philadelphia 76ers,New Orleans Pelicans,100,82
2018-02-09,1.85,2.00,Los Angeles Lakers,Oklahoma City Thunder,106,81
2018-02-09,1.07,9.44,Golden State Warriors,Dallas Mavericks,121,103
2018-02-09,1.65,2.33,Portland Trail Blazers,Charlotte Hornets,109,103 
2018-02-09,2.10,1.78,Washington Wizards,Boston Celtics,104,110 
2018-02-09,1.08,9.14,Toronto Raptors,New York Knicks,113,88
2018-02-09,2.08,1.79,Orlando Magic,Atlanta Hawks,100,98
2018-02-08,5.72,1.16,Phoenix Suns,San Antonio Spurs,81,129
2018-02-08,2.35,1.63,Cleveland Cavaliers,Minnesota Timberwolves,140,138 
2018-02-08,3.24,1.37,Memphis Grizzlies,Utah Jazz,88,92
2018-02-08,2.63,1.52,Miami Heat,Houston Rockets,101,109
2018-02-08,1.20,4.74,Detroit Pistons,Brooklyn Nets,115,106
2018-02-07,1.18,5.23,Golden State Warriors,Oklahoma City Thunder,105,125
2018-02-07,1.28,3.83,Los Angeles Lakers,Phoenix Suns,112,93
2018-02-07,1.38,3.20,Philadelphia 76ers,Washington Wizards,115,102
2018-02-07,1.66,2.30,Atlanta Hawks,Memphis Grizzlies,108,82
2018-02-07,6.10,1.14,Brooklyn Nets,Houston Rockets,113,123
2018-02-07,1.84,2.01,New York Knicks,Milwaukee Bucks,89,103
2018-02-07,1.47,2.79,Toronto Raptors,Boston Celtics,111,91
2018-02-07,3.43,1.34,Orlando Magic,Cleveland Cavaliers,116,98
2018-02-06,1.39,3.15,Los Angeles Clippers,Dallas Mavericks,104,101
2018-02-06,1.76,2.12,Sacramento Kings,Chicago Bulls,104,98
2018-02-06,1.56,2.51,Denver Nuggets,Charlotte Hornets,121,104
2018-02-06,1.92,1.93,New Orleans Pelicans,Utah Jazz,109,133
2018-02-06,1.25,4.16,Miami Heat,Orlando Magic,109,111
2018-02-06,1.73,2.18,Detroit Pistons,Portland Trail Blazers,111,91
2018-02-06,2.28,1.67,Indiana Pacers,Washington Wizards,102,111
2018-02-04,3.16,1.38,Phoenix Suns,Charlotte Hornets,110,115
2018-02-04,1.20,4.82,Oklahoma City Thunder,Los Angeles Lakers,104,108
2018-02-04,2.05,1.81,Boston Celtics,Portland Trail Blazers,97,96
2018-02-04,2.64,1.51,Brooklyn Nets,Milwaukee Bucks,94,109
2018-02-04,1.44,2.92,New York Knicks,Atlanta Hawks,96,99
2018-02-04,1.14,6.27,Toronto Raptors,Memphis Grizzlies,101,86
2018-02-04,2.58,1.54,Sacramento Kings,Dallas Mavericks,99,106
2018-02-04,2.73,1.48,Denver Nuggets,Golden State Warriors,115,108
2018-02-04,1.26,3.98,Minnesota Timberwolves,New Orleans Pelicans,118,107
2018-02-04,1.38,3.21,San Antonio Spurs,Utah Jazz,111,120
2018-02-04,2.40,1.61,Cleveland Cavaliers,Houston Rockets,88,120
2018-02-04,1.55,2.57,Detroit Pistons,Miami Heat,111,107
2018-02-04,1.86,1.99,Indiana Pacers,Philadelphia 76ers,100,92
2018-02-04,2.55,1.55,Orlando Magic,Washington Wizards,98,115
2018-02-04,1.27,3.96,Los Angeles Clippers,Chicago Bulls,113,103
2018-02-03,9.05,1.08,Sacramento Kings,Golden State Warriors,104,119
2018-02-03,1.39,3.08,Oklahoma City Thunder,New Orleans Pelicans,100,114
2018-02-03,3.01,1.42,Phoenix Suns,Utah Jazz,97,129
2018-02-03,1.52,2.63,Milwaukee Bucks,New York Knicks,92,90
2018-02-03,1.57,2.50,Philadelphia 76ers,Miami Heat,103,97
2018-02-03,1.34,3.40,Boston Celtics,Atlanta Hawks,119,110
2018-02-03,1.87,1.99,Brooklyn Nets,Los Angeles Lakers,99,102
2018-02-03,1.51,2.66,Toronto Raptors,Portland Trail Blazers,130,105
2018-02-03,1.62,2.39,Charlotte Hornets,Indiana Pacers,133,126
2018-02-02,2.06,1.81,Denver Nuggets,Oklahoma City Thunder,127,124
2018-02-01,1.40,3.08,Minnesota Timberwolves,Milwaukee Bucks,108,89
2018-02-01,2.17,1.73,San Antonio Spurs,Houston Rockets,91,102
2018-02-01,1.25,4.14,Detroit Pistons,Memphis Grizzlies,104,102
2018-02-01,2.50,1.57,Washington Wizards,Toronto Raptors,122,119
2018-02-01,2.24,1.69,Phoenix Suns,Dallas Mavericks,102,88
2018-02-01,1.27,3.93,Portland Trail Blazers,Chicago Bulls,124,108
2018-02-01,1.44,2.91,Boston Celtics,New York Knicks,103,73
2018-02-01,2.23,1.69,Atlanta Hawks,Charlotte Hornets,110,123
2018-02-01,3.60,1.31,Brooklyn Nets,Philadelphia 76ers,116,108
2018-02-01,1.71,2.19,Cleveland Cavaliers,Miami Heat,91,89
2018-02-01,1.26,4.04,Indiana Pacers,Memphis Grizzlies,105,101
2018-02-01,2.30,1.65,Orlando Magic,Los Angeles Lakers,127,105
2018-01-31,2.21,1.70,Los Angeles Clippers,Portland Trail Blazers,96,104
2018-01-31,3.91,1.27,Utah Jazz,Golden State Warriors,129,99
2018-01-31,1.36,3.34,San Antonio Spurs,Denver Nuggets,106,104
2018-01-31,3.27,1.36,Detroit Pistons,Cleveland Cavaliers,125,114
2018-01-31,1.09,8.06,Houston Rockets,Orlando Magic,114,107
2018-01-31,1.23,4.38,New Orleans Pelicans,Sacramento Kings,103,114
2018-01-31,1.43,2.93,New York Knicks,Brooklyn Nets,111,95
2018-01-31,1.38,3.21,Toronto Raptors,Minnesota Timberwolves,109,104
2018-01-31,2.39,1.62,Washington Wizards,Oklahoma City Thunder,102,96
2018-01-29,1.80,2.07,Denver Nuggets,Boston Celtics,110,111
2018-01-29,2.13,1.76,Dallas Mavericks,Miami Heat,88,95
2018-01-29,1.26,4.06,Memphis Grizzlies,Phoenix Suns,120,109
2018-01-29,1.37,3.22,Milwaukee Bucks,Philadelphia 76ers,107,95
2018-01-29,3.27,1.36,Atlanta Hawks,Minnesota Timberwolves,105,100
2018-01-29,1.78,2.09,Indiana Pacers,Charlotte Hornets,105,96
2018-01-28,1.12,6.64,San Antonio Spurs,Sacramento Kings,113,98
2018-01-28,1.29,3.77,Cleveland Cavaliers,Detroit Pistons,121,104
2018-01-28,1.63,2.36,Oklahoma City Thunder,Philadelphia 76ers,122,112
2018-01-28,1.16,5.61,Toronto Raptors,Los Angeles Lakers,123,111
2018-01-28,1.77,2.11,New Orleans Pelicans,Los Angeles Clippers,103,112
2018-01-28,2.17,1.73,Chicago Bulls,Milwaukee Bucks,96,110
2018-01-28,1.06,10.29,Houston Rockets,Phoenix Suns,113,102
2018-01-27,1.29,3.84,Denver Nuggets,Dallas Mavericks,91,89
2018-01-27,1.13,6.46,Minnesota Timberwolves,Brooklyn Nets,111,97
2018-01-27,1.14,6.10,Golden State Warriors,Boston Celtics,109,105
2018-01-27,2.40,1.61,Atlanta Hawks,Washington Wizards,104,129
2018-01-27,1.58,2.49,Miami Heat,Charlotte Hornets,95,91
2018-01-27,1.38,3.21,Indiana Pacers,Orlando Magic,114,112
2018-01-27,2.40,1.61,Detroit Pistons,Oklahoma City Thunder,108,121
2018-01-26,1.97,1.88,Phoenix Suns,New York Knicks,85,107
2018-01-26,2.00,1.85,Dallas Mavericks,Portland Trail Blazers,93,107
2018-01-26,1.59,2.45,San Antonio Spurs,Philadelphia 76ers,78,97
2018-01-26,1.57,2.51,Chicago Bulls,Los Angeles Lakers,103,108
2018-01-26,2.58,1.54,Memphis Grizzlies,Los Angeles Clippers,100,109
2018-01-26,1.39,3.15,Milwaukee Bucks,Brooklyn Nets,116,91
2018-01-26,2.60,1.53,New Orleans Pelicans,Houston Rockets,115,113
2018-01-26,1.37,3.24,Cleveland Cavaliers,Indiana Pacers,115,108
2018-01-26,1.25,4.10,Toronto Raptors,Utah Jazz,93,97
2018-01-26,1.34,3.40,Charlotte Hornets,Atlanta Hawks,121,110
2018-01-26,1.11,7.26,Golden State Warriors,Minnesota Timberwolves,126,113
2018-01-26,1.36,3.31,Denver Nuggets,New York Knicks,130,118
2018-01-26,1.47,2.79,Oklahoma City Thunder,Washington Wizards,121,112
2018-01-26,1.21,4.66,Miami Heat,Sacramento Kings,88,89
2018-01-25,1.61,2.40,Los Angeles Clippers,Boston Celtics,102,113
2018-01-25,1.64,2.35,Portland Trail Blazers,Minnesota Timberwolves,123,114
2018-01-25,3.31,1.36,Dallas Mavericks,Houston Rockets,97,104
2018-01-25,2.02,1.83,Memphis Grizzlies,San Antonio Spurs,85,108
2018-01-25,3.26,1.37,Atlanta Hawks,Toronto Raptors,93,108
2018-01-25,1.75,2.13,Charlotte Hornets,New Orleans Pelicans,96,101
2018-01-25,1.73,2.17,Detroit Pistons,Utah Jazz,95,98 
2018-01-25,1.36,3.29,Indiana Pacers,Phoenix Suns,116,101
2018-01-25,1.43,2.96,Philadelphia 76ers,Chicago Bulls,115,101
2018-01-24,1.05,12.03,Golden State Warriors,New York Knicks,123,112
2018-01-24,2.76,1.47,Los Angeles Lakers,Boston Celtics,108,107
2018-01-24,1.18,5.20,Oklahoma City Thunder,Brooklyn Nets,109,108
2018-01-24,2.19,1.72,San Antonio Spurs,Cleveland Cavaliers,114,102
2018-01-24,1.32,3.56,Orlando Magic,Sacramento Kings,99,105
2018-01-23,1.77,2.10,Los Angeles Clippers,Minnesota Timberwolves,118,126
2018-01-23,1.65,2.33,Denver Nuggets,Portland Trail Blazers,104,101
2018-01-23,2.11,1.77,Dallas Mavericks,Washington Wizards,98,75
2018-01-23,1.15,6.01,Houston Rockets,Miami Heat,99,90
2018-01-23,2.32,1.65,Memphis Grizzlies,Philadelphia 76ers,105,101
2018-01-23,1.46,2.84,Milwaukee Bucks,Phoenix Suns,109,105
2018-01-23,1.37,3.27,New Orleans Pelicans,Chicago Bulls,132,128 
2018-01-23,2.26,1.68,Atlanta Hawks,Utah Jazz,104,90
2018-01-23,1.16,5.60,Charlotte Hornets,Sacramento Kings,112,107
2018-01-21,1.42,3.00,San Antonio Spurs,Indiana Pacers,86,94
2018-01-21,1.41,3.02,Detroit Pistons,Brooklyn Nets,100,101
2018-01-21,2.10,1.78,Los Angeles Lakers,New York Knicks,127,107
2018-01-21,1.15,5.83,Boston Celtics,Orlando Magic,95,103
2018-01-21,1.47,2.80,Portland Trail Blazers,Dallas Mavericks,117,108
2018-01-21,2.00,1.86,Minnesota Timberwolves,Toronto Raptors,115,109
2018-01-21,1.71,2.21,Utah Jazz,Los Angeles Clippers,125,113
2018-01-21,2.23,1.69,Houston Rockets,Golden State Warriors,116,108
2018-01-21,1.32,3.58,Philadelphia 76ers,Milwaukee Bucks,116,94
2018-01-21,1.35,3.35,Charlotte Hornets,Miami Heat,105,106
2018-01-21,1.24,4.33,New Orleans Pelicans,Memphis Grizzlies,111,104
2018-01-21,1.77,2.10,Atlanta Hawks,Chicago Bulls,97,113
2018-01-21,1.68,2.26,Cleveland Cavaliers,Oklahoma City Thunder,124,148
2018-01-20,2.11,1.77,Los Angeles Lakers,Indiana Pacers,99,86
2018-01-20,1.45,2.88,Utah Jazz,New York Knicks,115,117
2018-01-20,1.22,4.57,Denver Nuggets,Phoenix Suns,100,108
2018-01-20,1.90,1.95,Detroit Pistons,Washington Wizards,112,122
2018-01-20,1.40,3.08,Memphis Grizzlies,Sacramento Kings,106,88
2018-01-20,2.33,1.64,Brooklyn Nets,Miami Heat,101,95
2018-01-20,1.41,3.04,Toronto Raptors,San Antonio Spurs,86,83
2018-01-19,1.53,2.62,Portland Trail Blazers,Indiana Pacers,100,86
2018-01-19,1.49,2.72,Houston Rockets,Minnesota Timberwolves,116,98
2018-01-18,1.67,2.27,Boston Celtics,Philadelphia 76ers,80,89
2018-01-18,1.12,6.79,Cleveland Cavaliers,Orlando Magic,104,103
2018-01-18,1.56,2.52,Los Angeles Clippers,Denver Nuggets,109,104
2018-01-18,2.50,1.57,Sacramento Kings,Utah Jazz,105,120
2018-01-18,4.09,1.26,Chicago Bulls,Golden State Warriors,112,119
2018-01-18,2.18,1.73,Memphis Grizzlies,New York Knicks,105,99
2018-01-18,1.53,2.61,Milwaukee Bucks,Miami Heat,101,106
2018-01-18,1.20,4.83,Oklahoma City Thunder,Los Angeles Lakers,114,90
2018-01-18,2.18,1.72,Atlanta Hawks,New Orleans Pelicans,94,93
2018-01-18,2.67,1.50,Brooklyn Nets,San Antonio Spurs,95,100
2018-01-18,1.25,4.13,Toronto Raptors,Detroit Pistons,96,91
2018-01-18,1.78,2.09,Charlotte Hornets,Washington Wizards,133,109
2018-01-17,1.16,5.71,Portland Trail Blazers,Phoenix Suns,118,111
2018-01-17,1.40,3.05,Denver Nuggets,Dallas Mavericks,105,102
2018-01-17,1.44,2.90,Boston Celtics,New Orleans Pelicans,113,116 
2018-01-17,4.09,1.26,Orlando Magic,Minnesota Timberwolves,108,102
2018-01-16,2.67,1.51,Los Angeles Clippers,Houston Rockets,113,102
2018-01-16,1.51,2.69,Utah Jazz,Indiana Pacers,94,109
2018-01-16,2.98,1.42,Cleveland Cavaliers,Golden State Warriors,108,118
2018-01-16,1.11,7.37,Oklahoma City Thunder,Sacramento Kings,95,88
2018-01-16,1.61,2.42,Memphis Grizzlies,Los Angeles Lakers,123,114
2018-01-16,1.83,2.02,Chicago Bulls,Miami Heat,119,111
2018-01-16,2.96,1.43,Atlanta Hawks,San Antonio Spurs,102,99
2018-01-16,1.62,2.39,Brooklyn Nets,New York Knicks,104,119
2018-01-16,1.46,2.80,Washington Wizards,Milwaukee Bucks,95,104
2018-01-16,2.08,1.79,Philadelphia 76ers,Toronto Raptors,117,111
2018-01-16,1.69,2.23,Detroit Pistons,Charlotte Hornets,107,118
2018-01-14,1.40,3.08,Minnesota Timberwolves,Portland Trail Blazers,120,103
2018-01-14,2.38,1.62,Phoenix Suns,Indiana Pacers,97,120
2018-01-14,2.14,1.75,New York Knicks,New Orleans Pelicans,118,123 
2018-01-14,1.80,2.07,Miami Heat,Milwaukee Bucks,97,79
2018-01-13,1.31,3.59,San Antonio Spurs,Denver Nuggets,112,80
2018-01-13,1.98,1.87,Chicago Bulls,Detroit Pistons,107,105
2018-01-13,2.89,1.44,Toronto Raptors,Golden State Warriors,125,127
2018-01-13,1.21,4.71,Washington Wizards,Brooklyn Nets,119,113 
2018-01-13,2.10,1.77,Charlotte Hornets,Oklahoma City Thunder,91,101
2018-01-13,1.35,3.36,Los Angeles Clippers,Sacramento Kings,126,105
2018-01-13,1.53,2.60,Dallas Mavericks,Los Angeles Lakers,101,107 
2018-01-13,3.37,1.35,Phoenix Suns,Houston Rockets,95,112
2018-01-13,1.37,3.23,Denver Nuggets,Memphis Grizzlies,87,78
2018-01-13,2.66,1.51,Milwaukee Bucks,Golden State Warriors,94,108
2018-01-13,1.23,4.37,Minnesota Timberwolves,New York Knicks,118,108
2018-01-13,1.60,2.44,New Orleans Pelicans,Portland Trail Blazers,119,113
2018-01-13,1.65,2.33,Atlanta Hawks,Brooklyn Nets,105,110
2018-01-13,1.54,2.60,Charlotte Hornets,Utah Jazz,99,88
2018-01-13,2.04,1.81,Indiana Pacers,Cleveland Cavaliers,97,95
2018-01-13,1.14,6.10,Washington Wizards,Orlando Magic,125,119
2018-01-12,2.16,1.73,Los Angeles Lakers,San Antonio Spurs,93,81
2018-01-12,2.45,1.58,Sacramento Kings,Los Angeles Clippers,115,121
2018-01-12,2.19,1.71,Toronto Raptors,Cleveland Cavaliers,133,99
2018-01-11,2.10,1.77,Philadelphia 76ers,Boston Celtics,103,114
2018-01-11,1.11,7.21,Golden State Warriors,Los Angeles Clippers,106,125
2018-01-11,1.22,4.55,Denver Nuggets,Atlanta Hawks,97,110
2018-01-11,1.34,3.41,Houston Rockets,Portland Trail Blazers,121,112
2018-01-11,1.90,1.94,Memphis Grizzlies,New Orleans Pelicans,105,102
2018-01-11,1.16,5.59,Milwaukee Bucks,Orlando Magic,110,103
2018-01-11,1.53,2.63,Minnesota Timberwolves,Oklahoma City Thunder,104,88
2018-01-11,2.12,1.76,Brooklyn Nets,Detroit Pistons,80,114
2018-01-11,1.49,2.71,New York Knicks,Chicago Bulls,119,122 
2018-01-11,1.36,3.28,Charlotte Hornets,Dallas Mavericks,111,115
2018-01-11,1.51,2.65,Indiana Pacers,Miami Heat,106,114
2018-01-11,1.28,3.83,Washington Wizards,Utah Jazz,104,107
2018-01-10,1.28,3.85,Los Angeles Lakers,Sacramento Kings,99,86
2018-01-10,1.34,3.41,Dallas Mavericks,Orlando Magic,114,99
2018-01-10,1.28,3.88,Oklahoma City Thunder,Portland Trail Blazers,106,117
2018-01-10,1.56,2.54,Toronto Raptors,Miami Heat,89,90
2018-01-09,1.17,5.50,Golden State Warriors,Denver Nuggets,124,114
2018-01-09,1.54,2.57,Los Angeles Clippers,Atlanta Hawks,108,107
2018-01-09,2.81,1.47,Sacramento Kings,San Antonio Spurs,100,107
2018-01-09,2.98,1.42,Chicago Bulls,Houston Rockets,107,116
2018-01-09,1.95,1.90,Minnesota Timberwolves,Cleveland Cavaliers,127,99
2018-01-09,1.41,3.02,New Orleans Pelicans,Detroit Pistons,112,109
2018-01-09,3.52,1.32,Brooklyn Nets,Toronto Raptors,113,114 
2018-01-09,1.81,2.05,Indiana Pacers,Milwaukee Bucks,109,96
2018-01-07,1.62,2.38,Los Angeles Lakers,Atlanta Hawks,132,113
2018-01-07,1.87,1.98,Portland Trail Blazers,San Antonio Spurs,111,110
2018-01-07,3.99,1.27,Phoenix Suns,Oklahoma City Thunder,114,100
2018-01-07,1.47,2.79,Dallas Mavericks,New York Knicks,96,100
2018-01-07,1.59,2.44,Miami Heat,Utah Jazz,103,102
2018-01-07,3.73,1.30,Sacramento Kings,Denver Nuggets,106,98
2018-01-07,1.83,2.02,Minnesota Timberwolves,New Orleans Pelicans,116,98
2018-01-07,1.63,2.37,Washington Wizards,Milwaukee Bucks,103,110
2018-01-07,3.05,1.41,Detroit Pistons,Houston Rockets,108,101
2018-01-07,1.41,3.00,Indiana Pacers,Chicago Bulls,125,86
2018-01-07,4.42,1.23,Orlando Magic,Cleveland Cavaliers,127,131
2018-01-07,2.37,1.63,Brooklyn Nets,Boston Celtics,85,87
2018-01-07,4.13,1.25,Los Angeles Clippers,Golden State Warriors,105,121
2018-01-06,2.14,1.75,Los Angeles Lakers,Charlotte Hornets,94,108
2018-01-06,1.33,3.48,Portland Trail Blazers,Atlanta Hawks,110,89
2018-01-06,2.62,1.53,Memphis Grizzlies,Washington Wizards,100,102
2018-01-06,1.37,3.26,Denver Nuggets,Utah Jazz,99,91
2018-01-06,1.57,2.52,Dallas Mavericks,Chicago Bulls,124,127
2018-01-06,1.13,6.62,San Antonio Spurs,Phoenix Suns,103,89
2018-01-06,1.42,2.99,Miami Heat,New York Knicks,107,103 
2018-01-06,1.88,1.97,Milwaukee Bucks,Toronto Raptors,110,129
2018-01-06,1.67,2.28,Boston Celtics,Minnesota Timberwolves,91,84
2018-01-06,1.44,2.89,Philadelphia 76ers,Detroit Pistons,114,78
2018-01-05,1.97,1.87,Los Angeles Clippers,Oklahoma City Thunder,117,127
2018-01-05,2.56,1.54,Houston Rockets,Golden State Warriors,114,124
2018-01-04,2.84,1.46,Los Angeles Lakers,Oklahoma City Thunder,96,133
2018-01-03,1.12,6.78,Denver Nuggets,Phoenix Suns,134,111
2018-01-03,1.90,1.95,Utah Jazz,New Orleans Pelicans,98,108
2018-01-03,3.87,1.28,Dallas Mavericks,Golden State Warriors,122,125
2018-01-03,1.66,2.30,Boston Celtics,Cleveland Cavaliers,102,88
2018-01-03,2.62,1.53,Chicago Bulls,Toronto Raptors,115,124
2018-01-03,1.31,3.68,Milwaukee Bucks,Indiana Pacers,122,101
2018-01-03,3.19,1.38,Brooklyn Nets,Minnesota Timberwolves,98,97
2018-01-03,1.54,2.59,Miami Heat,Detroit Pistons,111,104
2018-01-03,3.54,1.32,Orlando Magic,Houston Rockets,98,116
2018-01-03,1.61,2.42,Philadelphia 76ers,San Antonio Spurs,112,106
2018-01-03,1.22,4.63,Washington Wizards,New York Knicks,121,103
2018-01-03,1.42,3.00,Los Angeles Clippers,Memphis Grizzlies,113,105
2018-01-03,2.50,1.57,Sacramento Kings,Charlotte Hornets,111,131
2018-01-03,1.89,1.96,Phoenix Suns,Atlanta Hawks,104,103
2018-01-03,2.79,1.47,New York Knicks,San Antonio Spurs,91,100
2018-01-03,1.22,4.45,Cleveland Cavaliers,Portland Trail Blazers,127,110
2018-01-01,1.67,2.28,Chicago Bulls,Portland Trail Blazers,120,124 
2018-01-01,1.19,4.96,Minnesota Timberwolves,Los Angeles Lakers,114,96
2018-01-01,1.82,2.04,Brooklyn Nets,Orlando Magic,98,95
2018-01-01,1.42,3.00,Toronto Raptors,Milwaukee Bucks,131,127 
2017-12-31,2.37,1.63,Phoenix Suns,Philadelphia 76ers,110,123
2017-12-31,1.07,9.76,Houston Rockets,Los Angeles Lakers,148,142 
2017-12-31,1.79,2.09,Los Angeles Clippers,Charlotte Hornets,106,98
2017-12-31,1.31,3.60,Oklahoma City Thunder,Dallas Mavericks,113,116
2017-12-31,1.74,2.15,Sacramento Kings,Memphis Grizzlies,96,114
2017-12-31,1.20,4.89,Boston Celtics,Brooklyn Nets,108,105
2017-12-31,2.27,1.68,Indiana Pacers,Minnesota Timberwolves,90,107
2017-12-31,1.29,3.79,Washington Wizards,Chicago Bulls,114,110
2017-12-30,1.35,3.34,Denver Nuggets,Philadelphia 76ers,102,107
2017-12-30,1.07,9.50,Golden State Warriors,Memphis Grizzlies,141,128
2017-12-30,2.33,1.65,Utah Jazz,Cleveland Cavaliers,104,101
2017-12-30,2.22,1.70,Atlanta Hawks,Portland Trail Blazers,104,89
2017-12-30,2.69,1.50,Detroit Pistons,San Antonio Spurs,93,79
2017-12-30,1.45,2.87,New Orleans Pelicans,New York Knicks,103,105
2017-12-30,2.01,1.84,Orlando Magic,Miami Heat,111,117
2017-12-30,1.18,5.21,Golden State Warriors,Charlotte Hornets,100,111
2017-12-30,2.28,1.67,Los Angeles Lakers,Los Angeles Clippers,106,121
2017-12-30,1.69,2.25,Sacramento Kings,Phoenix Suns,101,111
2017-12-30,1.67,2.29,Chicago Bulls,Indiana Pacers,119,107
2017-12-30,1.41,3.04,Miami Heat,Brooklyn Nets,87,111
2017-12-30,1.37,3.24,New Orleans Pelicans,Dallas Mavericks,120,128
2017-12-30,1.40,3.09,Oklahoma City Thunder,Milwaukee Bucks,95,97
2017-12-30,1.15,5.91,Toronto Raptors,Atlanta Hawks,111,98
2017-12-30,2.11,1.77,Washington Wizards,Houston Rockets,121,103
2017-12-29,2.05,1.83,Portland Trail Blazers,Philadelphia 76ers,114,110
2017-12-29,1.16,5.77,San Antonio Spurs,New York Knicks,119,107
2017-12-29,2.08,1.79,Boston Celtics,Houston Rockets,99,98
2017-12-29,1.58,2.47,Milwaukee Bucks,Minnesota Timberwolves,102,96
2017-12-29,2.45,1.59,Orlando Magic,Detroit Pistons,102,89
2017-12-28,1.63,2.37,Los Angeles Lakers,Memphis Grizzlies,99,109
2017-12-28,1.14,6.30,Golden State Warriors,Utah Jazz,126,101
2017-12-28,4.52,1.22,Sacramento Kings,Cleveland Cavaliers,109,95
2017-12-28,1.81,2.06,Chicago Bulls,New York Knicks,92,87
2017-12-28,1.48,2.76,Minnesota Timberwolves,Denver Nuggets,128,125 
2017-12-28,1.22,4.52,New Orleans Pelicans,Brooklyn Nets,128,113
2017-12-28,1.60,2.42,Oklahoma City Thunder,Toronto Raptors,124,107
2017-12-28,3.02,1.41,Atlanta Hawks,Washington Wizards,113,99
2017-12-28,1.95,1.90,Charlotte Hornets,Boston Celtics,91,102
2017-12-28,1.58,2.47,Indiana Pacers,Dallas Mavericks,94,98
2017-12-27,1.46,2.81,Los Angeles Clippers,Sacramento Kings,122,95
2017-12-27,1.42,3.00,Denver Nuggets,Utah Jazz,107,83
2017-12-27,2.02,1.83,Phoenix Suns,Memphis Grizzlies,99,97
2017-12-27,1.12,6.79,San Antonio Spurs,Brooklyn Nets,109,97
2017-12-27,1.34,3.41,Milwaukee Bucks,Chicago Bulls,106,115
2017-12-27,1.27,3.98,Miami Heat,Orlando Magic,107,89
2017-12-27,3.02,1.41,Dallas Mavericks,Toronto Raptors,98,93
2017-12-27,1.81,2.06,Detroit Pistons,Indiana Pacers,107,83
2017-12-26,3.07,1.40,Los Angeles Lakers,Minnesota Timberwolves,104,121
2017-12-26,1.79,2.09,Oklahoma City Thunder,Houston Rockets,112,107
2017-12-26,1.56,2.55,Boston Celtics,Washington Wizards,103,111
2017-12-26,1.53,2.61,Golden State Warriors,Cleveland Cavaliers,99,92
