Date,Home Odds,Vis Odds,Home,Visitor,Home PTS,Vis PTS
2021-03-16,2.37,1.62,Boston Celtics,Utah Jazz,109,117
2021-03-15,2.03,1.82,Golden State Warriors,Los Angeles Lakers,97,128
2021-03-15,1.56,2.52,Denver Nuggets,Indiana Pacers,121,106
2021-03-15,1.32,3.52,Phoenix Suns,Memphis Grizzlies,122,99
2021-03-15,1.98,1.88,Dallas Mavericks,Los Angeles Clippers,99,109
2021-03-15,1.27,3.94,Brooklyn Nets,New York Knicks,117,112
2021-03-15,2.03,1.82,Detroit Pistons,San Antonio Spurs,99,109
2021-03-15,1.66,2.3,Charlotte Hornets,Sacramento Kings,122,116
2021-03-15,4.12,1.25,Washington Wizards,Milwaukee Bucks,122,133
2021-03-14,1.62,2.37,Chicago Bulls,Toronto Raptors,118,95
2021-03-14,2.96,1.42,New Orleans Pelicans,Los Angeles Clippers,135,115
2021-03-14,5.83,1.15,Houston Rockets,Boston Celtics,107,134
2021-03-14,2.73,1.49,Minnesota Timberwolves,Portland Trail Blazers,114,112
2021-03-14,1.46,2.83,Atlanta Hawks,Cleveland Cavaliers,100,82
2021-03-14,3.52,1.32,Orlando Magic,Miami Heat,97,102
2021-03-14,1.52,2.63,Philadelphia 76ers,San Antonio Spurs,134,99
2021-03-14,3.55,1.31,Golden State Warriors,Utah Jazz,131,119
2021-03-14,4.06,1.26,Oklahoma City Thunder,Memphis Grizzlies,128,122
2021-03-13,1.86,1.99,Denver Nuggets,Dallas Mavericks,103,116
2021-03-13,1.35,3.36,Phoenix Suns,Indiana Pacers,111,122
2021-03-13,2.71,1.49,Minnesota Timberwolves,Portland Trail Blazers,121,125
2021-03-13,1.57,2.49,Atlanta Hawks,Sacramento Kings,121,106
2021-03-13,1.15,5.93,Brooklyn Nets,Detroit Pistons,100,95
2021-03-13,1.72,2.18,Charlotte Hornets,Toronto Raptors,114,104
2021-03-13,7.47,1.1,Washington Wizards,Milwaukee Bucks,119,125
2021-03-13,2.56,1.54,Oklahoma City Thunder,New York Knicks,97,119
2021-03-12,1.54,2.59,Los Angeles Lakers,Indiana Pacers,105,100
2021-03-12,1.03,15.07,Utah Jazz,Houston Rockets,114,99
2021-03-12,2.09,1.78,Chicago Bulls,Miami Heat,90,101
2021-03-12,1.33,3.48,San Antonio Spurs,Orlando Magic,104,77
2021-03-12,2.24,1.69,Memphis Grizzlies,Denver Nuggets,102,103
2021-03-12,1.36,3.26,New Orleans Pelicans,Cleveland Cavaliers,116,82
2021-03-12,2.38,1.62,Washington Wizards,Philadelphia 76ers,101,127
2021-03-11,1.34,3.4,Los Angeles Clippers,Golden State Warriors,130,104
2021-03-11,2.63,1.52,Portland Trail Blazers,Phoenix Suns,121,127
2021-03-11,1.4,3.06,Sacramento Kings,Houston Rockets,125,105
2021-03-11,2.12,1.76,Oklahoma City Thunder,Dallas Mavericks,116,108
2021-03-11,1.65,2.32,Chicago Bulls,Philadelphia 76ers,105,127
2021-03-11,1.24,4.22,Miami Heat,Orlando Magic,111,103
2021-03-11,1.16,5.65,Milwaukee Bucks,New York Knicks,134,101
2021-03-11,1.28,3.81,New Orleans Pelicans,Minnesota Timberwolves,105,135
2021-03-11,1.71,2.18,Brooklyn Nets,Boston Celtics,121,109
2021-03-11,2.33,1.64,Toronto Raptors,Atlanta Hawks,120,121
2021-03-11,1.53,2.6,Charlotte Hornets,Detroit Pistons,105,102
2021-03-10,1.55,2.54,Dallas Mavericks,San Antonio Spurs,115,104
2021-03-10,1.65,2.3,Memphis Grizzlies,Washington Wizards,127,112
2021-03-07,2.54,1.56,Team Durant,Team LeBron,150,170
2021-03-04,1.12,7.0,Phoenix Suns,Golden State Warriors,120,98
2021-03-04,1.53,2.61,Portland Trail Blazers,Sacramento Kings,123,119
2021-03-04,1.35,3.36,San Antonio Spurs,Oklahoma City Thunder,102,107
2021-03-04,2.09,1.79,New Orleans Pelicans,Miami Heat,93,103
2021-03-04,2.44,1.6,Indiana Pacers,Denver Nuggets,103,113
2021-03-04,3.07,1.4,Memphis Grizzlies,Milwaukee Bucks,111,112
2021-03-04,1.35,3.34,New York Knicks,Detroit Pistons,114,104
2021-03-04,1.28,3.86,Boston Celtics,Toronto Raptors,132,125
2021-03-04,4.0,1.27,Washington Wizards,Los Angeles Clippers,119,117
2021-03-03,1.98,1.88,Portland Trail Blazers,Golden State Warriors,108,106
2021-03-03,1.6,2.44,Sacramento Kings,Los Angeles Lakers,123,120
2021-03-03,1.5,2.7,Dallas Mavericks,Oklahoma City Thunder,87,78
2021-03-03,2.14,1.75,Minnesota Timberwolves,Charlotte Hornets,102,135
2021-03-03,1.42,2.98,New Orleans Pelicans,Chicago Bulls,124,128
2021-03-03,2.24,1.7,Orlando Magic,Atlanta Hawks,112,115
2021-03-03,5.3,1.18,Houston Rockets,Brooklyn Nets,114,132
2021-03-03,3.24,1.37,Cleveland Cavaliers,Indiana Pacers,111,114
2021-03-03,2.39,1.62,Philadelphia 76ers,Utah Jazz,131,123
2021-03-03,1.32,3.59,Toronto Raptors,Detroit Pistons,105,129
2021-03-02,1.96,1.9,Los Angeles Lakers,Phoenix Suns,104,114
2021-03-02,1.31,3.63,Milwaukee Bucks,Denver Nuggets,97,128
2021-03-02,2.07,1.81,San Antonio Spurs,New York Knicks,119,93
2021-03-02,2.72,1.5,Boston Celtics,Los Angeles Clippers,117,112
2021-03-02,1.77,2.12,Miami Heat,Atlanta Hawks,80,94
2021-03-02,1.9,1.95,Washington Wizards,Memphis Grizzlies,111,125
2021-03-01,1.3,3.74,Portland Trail Blazers,Charlotte Hornets,123,111
2021-03-01,1.69,2.25,Houston Rockets,Cleveland Cavaliers,90,101
2021-03-01,2.5,1.57,San Antonio Spurs,Brooklyn Nets,113,124
2021-03-01,2.54,1.56,Chicago Bulls,Denver Nuggets,112,118
2021-03-01,3.28,1.36,New Orleans Pelicans,Utah Jazz,129,124
2021-03-01,3.31,1.36,Orlando Magic,Dallas Mavericks,124,130
2021-03-01,1.63,2.38,Philadelphia 76ers,Indiana Pacers,130,114
2021-02-28,1.61,2.41,Sacramento Kings,Charlotte Hornets,126,127
2021-02-28,5.25,1.18,Minnesota Timberwolves,Phoenix Suns,99,118
2021-02-28,2.01,1.84,Detroit Pistons,New York Knicks,90,109
2021-02-28,2.43,1.6,Houston Rockets,Memphis Grizzlies,84,133
2021-02-28,1.69,2.23,Los Angeles Lakers,Golden State Warriors,117,91
2021-02-28,1.73,2.18,Miami Heat,Atlanta Hawks,109,99
2021-02-28,1.38,3.19,Boston Celtics,Washington Wizards,111,110
2021-02-28,1.81,2.06,Milwaukee Bucks,Los Angeles Clippers,105,100
2021-02-27,1.94,1.91,Brooklyn Nets,Dallas Mavericks,98,115
2021-02-27,1.91,1.94,New York Knicks,Indiana Pacers,110,107
2021-02-27,3.22,1.37,Oklahoma City Thunder,Denver Nuggets,96,126
2021-02-27,4.68,1.21,Orlando Magic,Utah Jazz,109,124
2021-02-27,2.12,1.76,San Antonio Spurs,New Orleans Pelicans,117,114
2021-02-27,1.15,5.89,Philadelphia 76ers,Cleveland Cavaliers,109,112
2021-02-27,1.59,2.46,Washington Wizards,Minnesota Timberwolves,128,112
2021-02-26,1.4,3.11,Golden State Warriors,Charlotte Hornets,130,121
2021-02-26,1.49,2.72,Los Angeles Lakers,Portland Trail Blazers,102,93
2021-02-26,3.16,1.39,Chicago Bulls,Phoenix Suns,97,106
2021-02-26,2.02,1.84,Detroit Pistons,Sacramento Kings,107,110
2021-02-26,3.03,1.42,Miami Heat,Utah Jazz,124,116
2021-02-26,3.58,1.32,Memphis Grizzlies,Los Angeles Clippers,99,119
2021-02-26,2.77,1.48,Oklahoma City Thunder,Atlanta Hawks,118,109
2021-02-26,1.72,2.2,Boston Celtics,Indiana Pacers,118,112
2021-02-26,1.37,3.23,Toronto Raptors,Houston Rockets,122,111
2021-02-25,1.29,3.73,Milwaukee Bucks,New Orleans Pelicans,129,125
2021-02-25,1.29,3.82,Denver Nuggets,Washington Wizards,110,112
2021-02-25,3.7,1.3,Memphis Grizzlies,Los Angeles Clippers,122,94
2021-02-25,1.25,4.13,Brooklyn Nets,Orlando Magic,129,92
2021-02-25,1.85,2.0,New York Knicks,Sacramento Kings,140,121
2021-02-25,1.51,2.67,Philadelphia 76ers,Dallas Mavericks,111,97
2021-02-24,1.27,3.98,Utah Jazz,Los Angeles Lakers,114,89
2021-02-24,1.24,4.35,Phoenix Suns,Charlotte Hornets,121,124
2021-02-24,1.52,2.65,Chicago Bulls,Minnesota Timberwolves,133,126
2021-02-24,1.78,2.1,Miami Heat,Toronto Raptors,116,108
2021-02-24,1.15,5.88,New Orleans Pelicans,Detroit Pistons,128,118
2021-02-24,1.95,1.9,Oklahoma City Thunder,San Antonio Spurs,102,99
2021-02-24,2.01,1.85,Atlanta Hawks,Boston Celtics,127,112
2021-02-24,2.71,1.5,Cleveland Cavaliers,Houston Rockets,112,96
2021-02-24,1.74,2.16,Indiana Pacers,Golden State Warriors,107,111
2021-02-23,1.41,3.02,Denver Nuggets,Portland Trail Blazers,111,106
2021-02-23,1.13,6.48,Los Angeles Clippers,Washington Wizards,135,116
2021-02-23,1.17,5.38,Milwaukee Bucks,Minnesota Timberwolves,139,112
2021-02-23,1.42,2.97,Brooklyn Nets,Sacramento Kings,127,118
2021-02-23,2.17,1.73,Dallas Mavericks,Boston Celtics,110,107
2021-02-23,2.45,1.59,New York Knicks,Golden State Warriors,106,114
2021-02-23,2.17,1.73,Toronto Raptors,Philadelphia 76ers,102,109
2021-02-23,3.73,1.3,Cleveland Cavaliers,Atlanta Hawks,112,111
2021-02-23,1.56,2.53,Orlando Magic,Detroit Pistons,93,105
2021-02-22,1.37,3.26,Los Angeles Lakers,Washington Wizards,124,127
2021-02-22,3.34,1.35,Oklahoma City Thunder,Miami Heat,94,108
2021-02-22,1.4,3.07,Phoenix Suns,Portland Trail Blazers,132,100
2021-02-22,1.11,6.96,Utah Jazz,Charlotte Hornets,132,110
2021-02-22,1.55,2.55,Dallas Mavericks,Memphis Grizzlies,102,92
2021-02-22,1.94,1.91,Houston Rockets,Chicago Bulls,100,120
2021-02-21,1.18,5.14,Milwaukee Bucks,Sacramento Kings,128,115
2021-02-21,1.38,3.18,Los Angeles Clippers,Brooklyn Nets,108,112
2021-02-21,2.22,1.71,Atlanta Hawks,Denver Nuggets,123,115
2021-02-21,2.25,1.69,Cleveland Cavaliers,Oklahoma City Thunder,101,117
2021-02-21,1.65,2.33,New York Knicks,Minnesota Timberwolves,103,99
2021-02-21,1.63,2.35,Orlando Magic,Detroit Pistons,105,96
2021-02-21,2.32,1.65,Toronto Raptors,Philadelphia 76ers,110,103
2021-02-21,2.16,1.74,New Orleans Pelicans,Boston Celtics,120,115
2021-02-20,1.54,2.6,Portland Trail Blazers,Washington Wizards,111,118
2021-02-20,1.95,1.9,Chicago Bulls,Sacramento Kings,122,114
2021-02-20,3.16,1.38,Memphis Grizzlies,Phoenix Suns,97,128
2021-02-20,1.63,2.36,Los Angeles Lakers,Miami Heat,94,96
2021-02-20,2.13,1.76,Charlotte Hornets,Golden State Warriors,102,100
2021-02-19,1.95,1.9,Los Angeles Clippers,Utah Jazz,116,112
2021-02-19,2.26,1.68,Minnesota Timberwolves,Toronto Raptors,81,86
2021-02-19,1.53,2.62,Memphis Grizzlies,Detroit Pistons,109,95
2021-02-19,1.16,5.57,Milwaukee Bucks,Oklahoma City Thunder,98,85
2021-02-19,2.39,1.62,New Orleans Pelicans,Phoenix Suns,114,132
2021-02-19,1.51,2.64,Boston Celtics,Atlanta Hawks,121,109
2021-02-19,1.39,3.11,Philadelphia 76ers,Chicago Bulls,112,105
2021-02-19,4.27,1.24,Cleveland Cavaliers,Denver Nuggets,103,120
2021-02-19,2.73,1.49,Orlando Magic,Golden State Warriors,124,120
2021-02-18,1.69,2.25,Los Angeles Lakers,Brooklyn Nets,98,109
2021-02-18,1.91,1.94,Sacramento Kings,Miami Heat,110,118
2021-02-18,1.33,3.5,Milwaukee Bucks,Toronto Raptors,96,110
2021-02-17,1.82,2.04,Golden State Warriors,Miami Heat,120,112
2021-02-17,3.28,1.36,Los Angeles Clippers,Utah Jazz,96,114
2021-02-17,1.36,3.29,Memphis Grizzlies,Oklahoma City Thunder,122,113
2021-02-17,1.58,2.5,New Orleans Pelicans,Portland Trail Blazers,124,126
2021-02-17,1.68,2.25,Chicago Bulls,Detroit Pistons,105,102
2021-02-17,2.82,1.46,Minnesota Timberwolves,Indiana Pacers,128,134
2021-02-17,2.64,1.52,Washington Wizards,Denver Nuggets,130,128
2021-02-17,1.81,2.05,Boston Celtics,Atlanta Hawks,114,122
2021-02-17,1.27,3.93,Philadelphia 76ers,Houston Rockets,118,113
2021-02-17,2.36,1.63,Orlando Magic,New York Knicks,107,89
2021-02-16,1.3,3.68,Phoenix Suns,Brooklyn Nets,124,128
2021-02-16,2.04,1.83,Memphis Grizzlies,New Orleans Pelicans,113,144
2021-02-16,1.42,2.99,Milwaukee Bucks,Toronto Raptors,113,124
2021-02-16,3.11,1.39,Minnesota Timberwolves,Los Angeles Lakers,104,112
2021-02-16,2.8,1.47,Oklahoma City Thunder,Portland Trail Blazers,104,115
2021-02-16,1.79,2.09,Boston Celtics,Denver Nuggets,112,99
2021-02-15,1.2,4.92,Golden State Warriors,Cleveland Cavaliers,129,98
2021-02-15,2.65,1.52,Los Angeles Clippers,Miami Heat,125,118
2021-02-15,2.62,1.53,Sacramento Kings,Brooklyn Nets,125,136
2021-02-15,1.26,4.05,Utah Jazz,Philadelphia 76ers,134,123
2021-02-15,2.04,1.82,New York Knicks,Atlanta Hawks,123,112
2021-02-15,1.52,2.64,Indiana Pacers,Chicago Bulls,112,120
2021-02-15,1.8,2.06,Washington Wizards,Houston Rockets,131,119
2021-02-14,2.3,1.66,Denver Nuggets,Los Angeles Lakers,122,105
2021-02-14,1.23,4.43,Los Angeles Clippers,Cleveland Cavaliers,128,111
2021-02-14,1.8,2.09,Sacramento Kings,Memphis Grizzlies,110,124
2021-02-14,1.14,6.15,Phoenix Suns,Orlando Magic,109,90
2021-02-14,6.79,1.12,Oklahoma City Thunder,Milwaukee Bucks,114,109
2021-02-14,1.45,2.86,Dallas Mavericks,Portland Trail Blazers,118,121
2021-02-14,2.47,1.58,Charlotte Hornets,San Antonio Spurs,110,122
2021-02-14,2.83,1.46,Detroit Pistons,New Orleans Pelicans,123,112
2021-02-14,1.29,3.83,Toronto Raptors,Minnesota Timberwolves,112,116
2021-02-14,3.35,1.35,Washington Wizards,Boston Celtics,104,91
2021-02-13,1.35,3.38,Utah Jazz,Miami Heat,112,94
2021-02-13,2.36,1.63,Golden State Warriors,Brooklyn Nets,117,134
2021-02-13,1.92,1.92,New York Knicks,Houston Rockets,121,99
2021-02-13,2.02,1.84,Atlanta Hawks,Indiana Pacers,113,125
2021-02-13,1.86,1.99,Phoenix Suns,Philadelphia 76ers,120,111
2021-02-12,1.27,3.98,Los Angeles Lakers,Memphis Grizzlies,115,105
2021-02-12,1.59,2.46,Portland Trail Blazers,Cleveland Cavaliers,129,110
2021-02-12,1.37,3.23,Sacramento Kings,Orlando Magic,112,123
2021-02-12,1.12,6.69,Denver Nuggets,Oklahoma City Thunder,97,95
2021-02-12,1.73,2.16,Utah Jazz,Milwaukee Bucks,129,115
2021-02-12,1.33,3.47,Boston Celtics,Detroit Pistons,102,108
2021-02-12,3.61,1.31,Chicago Bulls,Los Angeles Clippers,106,125
2021-02-12,1.73,2.17,Atlanta Hawks,San Antonio Spurs,114,125
2021-02-12,1.68,2.26,Dallas Mavericks,New Orleans Pelicans,143,130
2021-02-12,1.71,2.2,Charlotte Hornets,Minnesota Timberwolves,120,114
2021-02-12,2.36,1.63,Washington Wizards,New York Knicks,91,109
2021-02-11,1.24,4.32,Golden State Warriors,Orlando Magic,111,105
2021-02-11,2.94,1.43,Portland Trail Blazers,Philadelphia 76ers,118,114
2021-02-11,2.46,1.59,Detroit Pistons,Indiana Pacers,95,111
2021-02-11,1.73,2.18,Boston Celtics,Toronto Raptors,120,106
2021-02-11,2.1,1.78,Houston Rockets,Miami Heat,94,101
2021-02-10,1.12,6.75,Los Angeles Lakers,Oklahoma City Thunder,114,113
2021-02-10,2.45,1.59,Phoenix Suns,Milwaukee Bucks,125,124
2021-02-10,2.2,1.72,Chicago Bulls,New Orleans Pelicans,129,116
2021-02-10,1.2,4.8,Denver Nuggets,Cleveland Cavaliers,133,95
2021-02-10,2.0,1.84,Brooklyn Nets,Indiana Pacers,104,94
2021-02-10,1.69,2.23,Memphis Grizzlies,Charlotte Hornets,130,114
2021-02-10,4.27,1.24,Minnesota Timberwolves,Los Angeles Clippers,112,119
2021-02-10,1.61,2.41,Dallas Mavericks,Atlanta Hawks,118,117
2021-02-10,2.79,1.47,Washington Wizards,Toronto Raptors,115,137
2021-02-09,1.39,3.11,Portland Trail Blazers,Orlando Magic,106,97
2021-02-09,2.65,1.52,Sacramento Kings,Philadelphia 76ers,111,119
2021-02-09,1.46,2.82,Utah Jazz,Boston Celtics,122,108
2021-02-09,2.04,1.82,San Antonio Spurs,Golden State Warriors,91,114
2021-02-09,1.42,2.99,Miami Heat,New York Knicks,98,96
2021-02-09,1.39,3.15,New Orleans Pelicans,Houston Rockets,130,101
2021-02-09,2.91,1.44,Detroit Pistons,Brooklyn Nets,122,111
2021-02-08,1.18,5.14,Los Angeles Lakers,Oklahoma City Thunder,119,112
2021-02-08,2.15,1.75,Denver Nuggets,Milwaukee Bucks,112,125
2021-02-08,1.44,2.91,Phoenix Suns,Cleveland Cavaliers,119,113
2021-02-08,1.2,4.83,Dallas Mavericks,Minnesota Timberwolves,127,122
2021-02-08,1.84,2.01,San Antonio Spurs,Golden State Warriors,105,100
2021-02-08,1.54,2.58,Chicago Bulls,Washington Wizards,101,105
2021-02-08,2.24,1.69,Memphis Grizzlies,Toronto Raptors,113,128
2021-02-08,2.05,1.81,Charlotte Hornets,Houston Rockets,119,94
2021-02-07,1.28,3.91,Los Angeles Clippers,Sacramento Kings,110,113
2021-02-07,1.71,2.2,Phoenix Suns,Boston Celtics,100,91
2021-02-07,1.99,1.86,Charlotte Hornets,Washington Wizards,119,97
2021-02-07,2.72,1.5,Indiana Pacers,Utah Jazz,95,103
2021-02-07,2.84,1.46,New York Knicks,Miami Heat,103,109
2021-02-06,1.08,8.87,Los Angeles Lakers,Detroit Pistons,135,129
2021-02-06,1.95,1.89,New Orleans Pelicans,Memphis Grizzlies,118,109
2021-02-06,1.55,2.55,Dallas Mavericks,Golden State Warriors,134,132
2021-02-06,1.97,1.89,Atlanta Hawks,Toronto Raptors,132,121
2021-02-06,5.23,1.18,Cleveland Cavaliers,Milwaukee Bucks,99,124
2021-02-06,1.86,1.99,Houston Rockets,San Antonio Spurs,106,111
2021-02-06,1.79,2.09,Oklahoma City Thunder,Minnesota Timberwolves,120,118
2021-02-06,1.38,3.2,Philadelphia 76ers,Brooklyn Nets,124,108
2021-02-06,2.02,1.83,Orlando Magic,Chicago Bulls,92,118
2021-02-06,2.1,1.78,Sacramento Kings,Denver Nuggets,119,114
2021-02-06,1.99,1.86,New York Knicks,Portland Trail Blazers,110,99
2021-02-05,1.45,2.85,Los Angeles Clippers,Boston Celtics,115,119
2021-02-05,1.29,3.82,Phoenix Suns,Detroit Pistons,109,92
2021-02-05,3.78,1.29,Charlotte Hornets,Utah Jazz,121,138
2021-02-05,1.36,3.27,Miami Heat,Washington Wizards,122,95
2021-02-05,2.16,1.75,Oklahoma City Thunder,Minnesota Timberwolves,103,106
2021-02-05,1.45,2.88,Brooklyn Nets,Toronto Raptors,117,123
2021-02-05,5.48,1.17,Cleveland Cavaliers,Milwaukee Bucks,105,123
2021-02-05,1.82,2.04,Indiana Pacers,New Orleans Pelicans,113,114
2021-02-05,2.15,1.74,Orlando Magic,Chicago Bulls,123,119
2021-02-04,1.52,2.65,Los Angeles Lakers,Denver Nuggets,114,93
2021-02-04,1.61,2.41,Memphis Grizzlies,Houston Rockets,103,115
2021-02-04,1.2,4.91,Philadelphia 76ers,Portland Trail Blazers,105,121
2021-02-04,4.89,1.2,Atlanta Hawks,Utah Jazz,91,112
2021-02-04,1.56,2.53,Dallas Mavericks,Golden State Warriors,116,147
2021-02-03,1.89,1.96,Sacramento Kings,Boston Celtics,116,111
