Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Rk,Home1,Home2,Road1,Road2,E1,E2,W1,W2,A1,A2,C1,C2,SE1,SE2,NW1,NW2,P1,P2,SW1,SW2,Pre1,Pre2,Post1,Post2,≤31,≤32,≥101,≥102,Oct1,Oct2,Nov1,Nov2,Dec1,Dec2,Jan1,Jan2,Feb1,Feb2,Mar1,Mar2,Apr1,Apr2,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Orlando Magic,59,23,.720,—,101.0,94.4,6.48,4.0,32.0,9.0,27.0,14.0,37.0,15.0,22.0,8.0,12.0,6.0,11.0,7.0,14.0,2.0,8.0,2.0,9.0,1.0,5.0,5.0,38.0,13.0,21.0,10.0,9.0,2.0,32.0,10.0,0.0,2.0,13.0,2.0,12.0,3.0,10.0,3.0,8.0,6.0,12.0,2.0,4.0,5.0,6.70,109.66,102.58,7.08,6.49,109.52,102.66,6.86
Atlanta Hawks,47,35,.573,12.0,98.1,96.5,1.70,12.0,31.0,10.0,16.0,25.0,30.0,22.0,17.0,13.0,6.0,12.0,13.0,5.0,11.0,5.0,7.0,3.0,5.0,5.0,5.0,5.0,31.0,21.0,16.0,14.0,5.0,7.0,18.0,13.0,1.0,0.0,9.0,6.0,11.0,4.0,6.0,10.0,6.0,5.0,10.0,7.0,4.0,3.0,1.57,110.28,108.43,1.84,1.70,110.49,108.51,1.98
Miami Heat,43,39,.524,16.0,98.3,98.0,0.49,14.0,28.0,13.0,15.0,26.0,28.0,24.0,15.0,15.0,9.0,9.0,10.0,8.0,9.0,7.0,5.0,5.0,8.0,2.0,2.0,8.0,28.0,24.0,15.0,15.0,7.0,6.0,16.0,17.0,1.0,1.0,7.0,8.0,9.0,4.0,8.0,8.0,6.0,6.0,8.0,8.0,4.0,4.0,0.26,108.34,108.28,0.06,0.49,108.56,108.24,0.32
Charlotte Hornets,35,47,.427,24.0,93.6,94.9,-1.20,19.0,23.0,18.0,12.0,29.0,20.0,32.0,15.0,15.0,9.0,9.0,6.0,12.0,5.0,11.0,4.0,6.0,8.0,2.0,3.0,7.0,21.0,31.0,14.0,16.0,5.0,5.0,14.0,18.0,0.0,1.0,5.0,10.0,6.0,10.0,8.0,7.0,6.0,7.0,9.0,5.0,1.0,7.0,-1.27,105.42,107.01,-1.59,-1.19,105.43,106.93,-1.50
Washington Wizards,19,63,.232,40.0,96.1,103.5,-6.98,29.0,13.0,28.0,6.0,35.0,10.0,42.0,9.0,21.0,4.0,14.0,5.0,13.0,1.0,15.0,4.0,6.0,4.0,6.0,1.0,9.0,11.0,42.0,8.0,21.0,7.0,5.0,7.0,35.0,0.0,1.0,2.0,11.0,4.0,12.0,4.0,13.0,4.0,8.0,3.0,13.0,2.0,5.0,-7.46,105.98,114.23,-8.26,-6.98,106.39,114.11,-7.73
Denver Nuggets,54,28,.659,—,104.3,100.9,3.13,5.0,33.0,8.0,21.0,20.0,19.0,11.0,35.0,17.0,8.0,2.0,3.0,7.0,8.0,2.0,12.0,4.0,11.0,7.0,12.0,6.0,36.0,17.0,18.0,11.0,8.0,5.0,32.0,14.0,1.0,1.0,11.0,5.0,9.0,6.0,10.0,4.0,8.0,4.0,10.0,6.0,5.0,2.0,3.41,111.03,107.68,3.35,3.13,110.83,107.78,3.05
Portland Trail Blazers,54,28,.659,—,99.4,94.1,5.00,6.0,34.0,7.0,20.0,21.0,22.0,8.0,32.0,20.0,7.0,3.0,8.0,2.0,7.0,3.0,11.0,5.0,11.0,7.0,10.0,8.0,32.0,20.0,22.0,8.0,9.0,1.0,31.0,11.0,1.0,1.0,11.0,5.0,8.0,6.0,9.0,5.0,7.0,5.0,11.0,5.0,7.0,1.0,5.34,114.74,108.68,6.06,5.00,114.62,108.94,5.67
Utah Jazz,48,34,.585,6.0,103.6,100.9,2.31,11.0,33.0,8.0,15.0,26.0,15.0,15.0,33.0,19.0,7.0,3.0,5.0,5.0,3.0,7.0,10.0,6.0,12.0,6.0,11.0,7.0,30.0,23.0,18.0,11.0,1.0,3.0,26.0,15.0,1.0,0.0,10.0,7.0,8.0,7.0,7.0,8.0,10.0,1.0,10.0,5.0,2.0,6.0,2.65,110.84,107.89,2.96,2.31,110.52,107.93,2.59
Minnesota Timberwolves,24,58,.293,30.0,97.8,102.7,-4.74,26.0,11.0,30.0,13.0,28.0,11.0,19.0,13.0,39.0,3.0,7.0,6.0,4.0,2.0,8.0,3.0,13.0,6.0,12.0,4.0,14.0,17.0,34.0,7.0,24.0,6.0,8.0,7.0,27.0,1.0,0.0,3.0,11.0,2.0,14.0,10.0,4.0,2.0,11.0,3.0,14.0,3.0,4.0,-4.91,106.75,112.18,-5.43,-4.74,106.78,112.00,-5.23
Oklahoma City Thunder,23,59,.280,31.0,97.0,103.1,-6.04,27.0,15.0,26.0,8.0,33.0,8.0,22.0,15.0,37.0,4.0,6.0,2.0,8.0,2.0,8.0,4.0,12.0,5.0,13.0,6.0,12.0,13.0,40.0,10.0,19.0,7.0,9.0,6.0,34.0,0.0,1.0,2.0,15.0,2.0,13.0,7.0,7.0,3.0,9.0,7.0,8.0,2.0,6.0,-6.10,103.59,110.06,-6.47,-6.03,103.41,109.82,-6.41
Los Angeles Lakers,65,17,.793,—,106.9,99.3,7.11,2.0,36.0,5.0,29.0,12.0,21.0,9.0,44.0,8.0,9.0,1.0,8.0,2.0,4.0,6.0,14.0,4.0,14.0,2.0,16.0,2.0,42.0,10.0,23.0,7.0,7.0,5.0,35.0,7.0,2.0,0.0,12.0,1.0,11.0,4.0,12.0,4.0,11.0,2.0,10.0,5.0,7.0,1.0,7.66,113.43,105.29,8.14,7.11,113.00,105.45,7.55
Phoenix Suns,46,36,.561,19.0,109.4,107.5,1.62,13.0,28.0,13.0,18.0,23.0,16.0,14.0,30.0,22.0,5.0,5.0,5.0,5.0,6.0,4.0,12.0,6.0,11.0,5.0,7.0,11.0,28.0,23.0,18.0,13.0,5.0,3.0,23.0,21.0,1.0,1.0,10.0,6.0,7.0,5.0,7.0,8.0,8.0,5.0,7.0,9.0,6.0,2.0,1.93,114.20,112.30,1.89,1.62,114.12,112.55,1.57
Golden State Warriors,29,53,.354,36.0,108.6,112.3,-3.80,24.0,21.0,20.0,8.0,33.0,11.0,19.0,18.0,34.0,6.0,4.0,2.0,8.0,3.0,7.0,9.0,9.0,6.0,10.0,3.0,15.0,19.0,35.0,10.0,18.0,3.0,6.0,13.0,25.0,0.0,2.0,5.0,10.0,5.0,12.0,5.0,9.0,5.0,5.0,5.0,11.0,4.0,4.0,-3.74,109.94,113.76,-3.82,-3.80,109.98,113.86,-3.89
Los Angeles Clippers,19,63,.232,46.0,95.1,103.9,-8.47,28.0,11.0,30.0,8.0,33.0,9.0,21.0,10.0,42.0,4.0,6.0,2.0,8.0,3.0,7.0,5.0,13.0,2.0,14.0,3.0,15.0,13.0,40.0,6.0,23.0,4.0,8.0,10.0,41.0,0.0,2.0,3.0,11.0,5.0,10.0,2.0,14.0,5.0,8.0,3.0,11.0,1.0,7.0,-8.77,102.87,112.52,-9.65,-8.46,102.84,112.16,-9.31
Sacramento Kings,17,65,.207,48.0,100.6,109.3,-8.60,30.0,11.0,30.0,6.0,35.0,1.0,29.0,16.0,36.0,1.0,9.0,0.0,10.0,0.0,10.0,5.0,13.0,7.0,9.0,4.0,14.0,11.0,43.0,6.0,22.0,2.0,14.0,6.0,33.0,0.0,2.0,5.0,12.0,3.0,10.0,2.0,14.0,3.0,10.0,3.0,9.0,1.0,8.0,-8.76,106.30,115.64,-9.34,-8.59,106.32,115.50,-9.18
San Antonio Spurs,54,28,.659,—,97.0,93.3,3.36,7.0,28.0,13.0,26.0,15.0,18.0,12.0,36.0,16.0,6.0,4.0,5.0,5.0,7.0,3.0,11.0,7.0,15.0,3.0,10.0,6.0,35.0,16.0,19.0,12.0,12.0,7.0,26.0,12.0,0.0,2.0,9.0,5.0,11.0,4.0,12.0,3.0,7.0,4.0,9.0,8.0,6.0,2.0,3.76,109.18,105.01,4.17,3.36,108.79,105.05,3.74
Houston Rockets,53,29,.646,1.0,98.4,94.4,3.73,8.0,33.0,8.0,20.0,21.0,18.0,12.0,35.0,17.0,5.0,5.0,5.0,5.0,8.0,2.0,14.0,4.0,12.0,6.0,9.0,7.0,32.0,21.0,21.0,8.0,5.0,8.0,29.0,11.0,2.0,0.0,9.0,7.0,10.0,5.0,8.0,7.0,8.0,3.0,11.0,4.0,5.0,3.0,4.00,109.22,104.67,4.55,3.73,108.94,104.69,4.25
Dallas Mavericks,50,32,.610,4.0,101.7,99.8,1.68,9.0,32.0,9.0,18.0,23.0,21.0,9.0,29.0,23.0,7.0,3.0,6.0,4.0,8.0,2.0,11.0,7.0,11.0,7.0,7.0,9.0,31.0,21.0,19.0,11.0,10.0,4.0,28.0,14.0,0.0,1.0,8.0,7.0,11.0,4.0,8.0,7.0,8.0,4.0,9.0,7.0,6.0,2.0,1.98,111.20,109.14,2.06,1.68,111.03,109.29,1.74
New Orleans Pelicans,49,33,.598,5.0,95.8,94.3,1.41,10.0,28.0,13.0,21.0,20.0,19.0,11.0,30.0,22.0,6.0,4.0,7.0,3.0,6.0,4.0,10.0,8.0,11.0,7.0,9.0,7.0,30.0,20.0,19.0,13.0,8.0,1.0,23.0,17.0,2.0,0.0,7.0,6.0,10.0,3.0,9.0,7.0,7.0,6.0,11.0,5.0,3.0,6.0,1.55,109.75,108.07,1.68,1.41,109.60,108.07,1.53
Memphis Grizzlies,24,58,.293,30.0,93.9,99.3,-5.23,25.0,16.0,25.0,8.0,33.0,10.0,20.0,14.0,38.0,1.0,9.0,4.0,6.0,5.0,5.0,1.0,17.0,8.0,10.0,5.0,11.0,15.0,37.0,9.0,21.0,2.0,4.0,11.0,38.0,1.0,1.0,3.0,12.0,6.0,9.0,1.0,13.0,4.0,8.0,4.0,11.0,5.0,4.0,-5.46,104.51,110.62,-6.12,-5.22,104.48,110.33,-5.84
